"","AXIN2","NOTCH","NOTCHic","TCFLEF","Csl","CD44","ILK","IKK","NFB","Frizzled","MEK","DSH","Csn","ERK","cfos","TrCP","TGFR","PAK1","RAS","DELTA","TWIST1","RAF","PI3K","ZEB1","FOXC2","LIV1","SOSGRB2","CDC42","EGR1","SHH","TGF","Patched","Destcompl","SUFU","SMO","RKIP","STAT","FUS","Ecadherin","SRC","HEY1","SNAI1","AKT","cMet","SMAD","Wnt","GSK3","GLI","cateninmemb","cateninnuc","SNAI2","miR200","Jagged","ZEB2","KLF4"
"cMet",0.186984126984127,0.207118860982243,0.18796992481203,0.179904591532499,0.214285714285714,0.167596899224806,0.107596371882086,0.06,0.0666666666666667,0.1,-0.190454545454545,0.1,0,-0.145,-0.185,0,-0.0916666666666667,-0.1,0.0209883198562444,0.0247619047619048,0.0706490513232086,-0.0247619047619048,-0.0247619047619048,-0.0378066378066378,0.0797626582278481,0.1,-0.0619047619047619,0.075,0.125,-0.0915340909090909,0.0682624113475177,-0.100909090909091,0.0083282207231787,-0.1,-0.11,0.00592592592592592,0,-0.15,-0.165101636139774,0,-0.0528379772961816,0.11574396957983,-0.04125,-0.146666666666667,-0.100323644609359,-0.146666666666667,-0.0922427035330261,-0.169393939393939,-0.210413880307119,-0.184424365543798,0.210240513744163,0.122332564778217,-0.162944157291983,0.123232323232323,0.0222222222222222
"MEK",-0.131737433636168,-0.117353206404301,-0.109324009324009,-0.135266454450866,-0.0939393939393939,-0.130431848852901,-0.11517865843067,-0.137608225108225,-0.0982142857142857,-0.106666666666667,-0.102494497432135,-0.0666666666666667,-0.0857142857142857,-0.002494497432135,0.0379310344827586,-0.1,-0.0339830885625278,0.02,-0.137139527139527,-0.137456987456987,-0.100226113755526,0.137456987456987,0.137456987456987,0.0398041493019972,0.0287093459507253,0,0.117904761904762,0.0180952380952381,0,0.0701870781099325,0.0442020666647176,0.0839125683060109,-0.115004888430669,0.0666666666666667,0.0986666666666667,0.0121480171015775,0.0666666666666667,0.0866666666666667,0.216793303799349,0.103508771929825,0.10139935944814,-0.105567225316495,0.134078813343519,0.122739541160594,0.109643603080116,0.125897435897436,0.0181412553752979,0.133589743589744,0.234603365406809,0.138426305751981,-0.161525093075585,0.0960840424229804,0.164376667475139,0.127696932431509,0.1181731229077
"ERK",-0.140030116562997,-0.117630214714551,-0.117353206404301,-0.138426305751981,-0.109324009324009,-0.135266454450866,-0.109643603080116,-0.134078813343519,-0.137608225108225,-0.125897435897436,-0.11837193475804,-0.106666666666667,-0.0982142857142857,-0.102494497432135,-0.002494497432135,-0.0857142857142857,-0.0442020666647176,-0.0180952380952381,-0.141209934180231,-0.137139527139527,-0.104248305156358,0.137139527139527,0.137139527139527,0.0446860390657768,0.0268290040703834,0.0666666666666667,0.121788257050393,0.0339830885625278,-0.0379310344827586,0.0639068848732175,0.0442020666647176,0.0701870781099325,-0.116470502861334,0.0866666666666667,0.0839125683060109,0.00462712573667497,0.103508771929825,0.0986666666666667,0.217514210081532,0.122739541160594,0.0942321239532594,-0.106030188279458,0.128574226187556,0.130431848852901,0.107515943505648,0.133589743589744,0.0142357149574959,0.137850395218816,0.237363255011225,0.140092972418648,-0.158008411380364,0.0982899247759216,0.164979077113694,0.130059137155919,0.125925060892196
"TWIST1",0.529536323891163,0.105476536042574,0.103589743589744,0.489777490408204,0.0933333333333333,0.481967383210654,-0.210556010556011,0.0672161172161172,0.0576923076923077,0.435714285714286,0.203228707719981,0.385714285714286,0.05,0.184820747520976,0.163768115942029,0,0.317400731452456,0.256969696969697,0.23285927427285,0.220188041396138,0.39286754022738,-0.220188041396138,-0.220188041396138,-0.0725058391725058,-0.233588916709697,-0.3,-0.309288270844335,-0.294900731452456,-0.133333333333333,0.501425797212288,-0.326284558331727,0.480243531202435,-0.316545831333279,0.3,0.437777777777778,0.155483888092584,-0.385714285714286,0.377777777777778,-0.390403191173005,-0.435714285714286,0.206692742285963,0.142088944919337,-0.0655212019618799,-0.465501519756839,0.219466901645119,-0.464135338345865,-0.294830687366849,-0.480135338345865,-0.495340190630457,-0.492940227613494,-0.0626996257010829,0.170401076057716,-0.3150739587698,0.177201763166675,0.189545549301647
"Frizzled",0.153742071881607,-0.0706582633053221,-0.0726190476190476,0.109496838121795,-0.0642857142857143,0.108834586466165,-0.069568674219837,-0.00333333333333333,0.0466666666666667,0.1,-0.0155119825708061,0.2,0.0666666666666667,-0.0192156862745098,-0.0133333333333333,0.1,0.12231884057971,0.133333333333333,-0.0123255526073595,-0.0194121667805878,0.100644257703081,0.0194121667805878,0.0194121667805878,0.0691677202153501,-0.107044534412955,-0.1,-0.0515151515151515,-0.126666666666667,0.0333333333333333,0.0842410277894149,-0.123271221532091,0.0906926406926407,-0.214196945978799,0,0.0954545454545455,-0.000952380952380955,-0.1,0.05,0.0984054563322856,-0.1,0.0592580469176214,-0.00876466528640442,-0.00291666666666667,-0.105263157894737,0.06676493590208,-0.105263157894737,-0.119467084639498,-0.108834586466165,-0.0026076136669357,-0.109020647645604,-0.00703959534428369,0.136600378787879,0.00275772430184195,0.191722658636021,0.187114845938375
"DSH",0.155851776522957,-0.0713575640046228,-0.0706582633053221,0.109020647645604,-0.0726190476190476,0.109496838121795,-0.06676493590208,0.00291666666666667,-0.00333333333333333,0.105263157894737,-0.0162638622700542,0.1,0.0466666666666667,-0.0155119825708061,-0.0192156862745098,0.0666666666666667,0.123271221532091,0.126666666666667,-0.010364768293634,-0.0123255526073595,0.101353477561237,0.0123255526073595,0.0123255526073595,0.0723173265145627,-0.108343235711657,-0.1,-0.0515151515151515,-0.12231884057971,0.0133333333333333,0.0836275308568996,-0.125013381810837,0.0842410277894149,-0.214960304757425,0.05,0.0906926406926407,-0.000253080253080255,-0.1,0.0954545454545455,0.0986688452699502,-0.105263157894737,0.0557492749877968,-0.0061559696342305,-0.0178591954022989,-0.108834586466165,0.0678970113737781,-0.108834586466165,-0.121555251692863,-0.109488181237407,-0.00201868551617009,-0.108753506060564,-0.00622469429655377,0.139649159275684,0.00120733670494273,0.19644706808484,0.19391096244323
"GSK3",0.156308397527523,-0.0726562653033241,-0.0713575640046228,0.108753506060564,-0.0706582633053221,0.109020647645604,-0.0678970113737781,0.0178591954022989,0.00291666666666667,0.108834586466165,-0.0139911349973269,0.105263157894737,-0.00333333333333333,-0.0162638622700542,-0.0155119825708061,0.0466666666666667,0.125013381810837,0.12231884057971,-0.0114151884617012,-0.010364768293634,0.101225436588126,0.010364768293634,0.010364768293634,0.0724659149246667,-0.10722680827944,-0.1,-0.0519802677942213,-0.123271221532091,0.0192156862745098,0.0845844686559426,-0.124244151041606,0.0836275308568996,-0.214643291724667,0.0954545454545455,0.0842410277894149,0.00250381197749619,-0.105263157894737,0.0906926406926407,0.0985700635774906,-0.108834586466165,0.0560952957490425,-0.00715264737509429,-0.022987400530504,-0.109496838121795,0.0713452872358471,-0.109488181237407,-0.223219145203678,-0.108544785010992,-0.00175343352678017,-0.10868771658688,-0.00579328791173928,0.141173192101006,0.001937263712242,0.199270247876817,0.198491115114985
"PI3K",0.116761904761905,-0.0609181141439206,-0.0576923076923077,0.06080847016735,-0.05,0.0681531029357116,-0.0572468987595038,-0.107843137254902,-0.0666666666666667,0.0888888888888889,-0.0375763420122147,0.1,-0.0333333333333333,-0.0392156862745098,-0.0333333333333333,0,0.0111176470588235,0.025,-0.0587110241356817,-0.0641904761904762,-0.0159250585480094,0.0641904761904762,0.0641904761904762,0.0727026632260577,0.00369802555168409,-0.1,-0.0180769230769231,-0.0191176470588235,0.0333333333333333,0.0645299145299145,-0.00542659014825442,0.0756410256410256,-0.174884586823967,0,0.0833333333333333,-0.000711053652230122,-0.1,0.05,0.155933018582692,-0.0888888888888889,0.0490633303063936,0.00322866344605475,0.105279034690799,-0.0758454106280193,0.0532468987595038,-0.0758454106280193,-0.0908008658008658,-0.0681531029357116,0.0542823301886988,-0.0560662021261129,-0.0375361400544448,0.142735395604248,0.0179824561403509,0.20075847574533,0.19671052631579
"AKT",0.109180677325082,-0.0645766507292865,-0.0609181141439206,0.0560662021261129,-0.0576923076923077,0.06080847016735,-0.0532468987595038,-0.105279034690799,-0.107843137254902,0.0758454106280193,-0.0375763420122147,0.0888888888888889,-0.0666666666666667,-0.0375763420122147,-0.0392156862745098,-0.0333333333333333,0.00542659014825442,0.0191176470588235,-0.0589519879911033,-0.0587110241356817,-0.0192889729210981,0.0587110241356817,0.0587110241356817,0.0747574577466057,0.00595366464942845,-0.1,-0.0114102564102564,-0.0111176470588235,0.0333333333333333,0.0592667566351777,-0.00210332730837527,0.0645299145299145,-0.174305595922396,0.05,0.0756410256410256,0.00115230038503696,-0.0888888888888889,0.0833333333333333,0.156690594340268,-0.0758454106280193,0.045303931810153,0.00498304941096703,-0.00583207642031172,-0.0681531029357116,0.0535835990962041,-0.0681531029357116,-0.0899944141879626,-0.0608905331033094,0.0574423709634185,-0.0532969713568822,-0.0332145320142438,0.145943951753981,0.0206314627628674,0.205552996293275,0.202693432298695
"Destcompl",-0.374527634243407,-0.170379411388386,-0.171782216999608,-0.321105188343994,-0.171782216999608,-0.320694229439885,-0.0362698412698413,0.0540652453695932,0.0639751552795031,-0.314350945857795,-0.0855075504836866,-0.304761904761905,0.0857142857142857,-0.0838197867706064,-0.0778088578088578,0.1,-0.204707581762287,-0.194489795918367,0.042252418081725,0.0439792626657125,-0.0661709274488077,-0.0439792626657125,-0.0439792626657125,-0.0410902970500565,0.156207037533918,0.283333333333333,0.1809848385809,0.202076002814919,0.0687179487179487,-0.157121253947897,0.205594281269677,-0.153446205591998,0.166716103056497,-0.144444444444444,-0.146710454296661,0.179882103634835,0.304761904761905,-0.140996168582375,0.060491290635912,0.314350945857795,0.0210172733249656,0.186383276843116,-0.0527229634903986,0.318828557798094,0.0335797827903091,0.318311341897399,0.257756637140338,0.319981100710015,0.292937491808687,0.320850216390909,0.3251424753666,0.217402702212371,0.291381252820708,0.246619715724711,0.237842600419871
"miR200",0.0899220553180219,-0.129274999304222,-0.125320197044335,0.0393851935365108,-0.111527093596059,0.0433534475047648,-0.15887437374163,-0.122406015037594,-0.0852631578947368,0.052,-0.0922325293753865,0.08,-0.08,-0.0888311688311688,-0.0842857142857143,-0.1,0.00204775458570525,0.0208333333333333,0.0869123211870821,0.0881592039800995,0.172984684027629,-0.0881592039800995,-0.0881592039800995,0.0795833333333333,0.00911235106357057,-0.1,-0.00101547388781431,-0.0149509803921569,0.114285714285714,0.143996973032471,0.00202201285615522,0.146170886075949,-0.0968450799939646,0.12,0.1525,0.106439361812408,-0.08,0.1325,0.0708163728386376,-0.0582608695652174,0.145084745762712,0.133233248233248,0.124292807490424,-0.0512186160440906,0.16169569035605,-0.0449577464788732,0.0201404212314795,-0.0372654387865655,-0.0253434376737391,-0.0363548905062078,-0.011755775418684,0.15002895611018,0.137653863981459,0.301505376344086,0.300776397515528
"AXIN2",0.0597946460021134,-0.22915430468062,-0.225100250626566,-0.374527634243407,-0.214385964912281,-0.36995553576744,-0.0434782608695652,0.124154589371981,0.140096618357488,-0.343565891472868,-0.0774985655109532,-0.313333333333333,0.144444444444444,-0.0692227034419877,-0.0570731707317073,0.133333333333333,-0.245002185075931,-0.218333333333333,0.105919956956657,0.111169300788678,-0.06163179644586,-0.111169300788678,-0.111169300788678,-0.0869241409633168,0.203343596294416,0.266666666666667,0.21686032838908,0.234382716049383,0.04,-0.189425478892692,0.250612746132037,-0.183195970695971,0.344243232448412,-0.15,-0.177838827838828,0.239398263027295,0.313333333333333,-0.173076923076923,0.0761085890501825,0.343565891472868,0.0280751629636011,0.245920641380915,-0.111932367149758,0.360807270783213,0.0414941338854382,0.360807270783213,0.33270225312445,0.369612302229754,0.333348405790251,0.376473159535236,0.370919195002319,0.273316659327621,0.332601370427457,0.302661391424291,0.293282855207617
"SRC",0.187604658081516,0.0961904761904762,0.0997619047619048,0.145635745701719,0.095,0.143196721311475,-0.0741228070175439,-0.103846153846154,-0.05,0.125,-0.122889270059081,0.1,-0.05,-0.132323232323232,-0.0878787878787879,-0.1,-0.0696428571428571,-0.0666666666666667,-0.0110808965752645,-0.0186566541510221,0.158808892257168,0.0186566541510221,0.0186566541510221,0.0497978436657682,0.0878478057889822,0,-0.0642857142857143,0.0791666666666667,0.133333333333333,0.0840087145969499,0.071461038961039,0.0751851851851852,-0.115652173913043,-0.0333333333333333,0.0566666666666667,0.119354838709677,0,0.0166666666666667,-0.0173133293721529,-0.125,0.108556769281695,0.217091156269659,0.109401709401709,-0.135,0.0750237079184448,-0.135,-0.133160173160173,-0.143196721311475,-0.131323903607244,-0.146306886641317,0.0432751963424847,0.250197628458498,-0.015853328628558,0.320545073375262,0.21343669250646
"STAT",0.186028873087697,-0.00415052402488153,-0.00317965023847377,0.139387098180474,-0.00588235294117647,0.138440725940726,-0.110950080515298,-0.0552380952380952,-0.06,0.126785714285714,-0.149095509171411,0.114285714285714,0,-0.14156862745098,-0.153333333333333,0,0.0497906698564593,0.0409090909090909,0.0814505326963199,0.0777191894127378,0.23948404585586,-0.0777191894127378,-0.0777191894127378,0.0915008068854223,-0.0280627130197682,0,-0.136535303776683,-0.0471590909090909,0.133333333333333,0.121608012622625,-0.0531723123685366,0.113643410852713,-0.132077581286558,0.05,0.106666666666667,0.107668918918919,-0.114285714285714,0.1,-0.0235520738855922,-0.126785714285714,0.110666666666667,0.14977599187866,0.0501533494753834,-0.135876623376623,0.114398356377367,-0.135876623376623,-0.142601246105919,-0.138397631779985,-0.131611568856483,-0.139744666714443,-3.95564031927666e-05,0.226874988612581,-0.00173982688521534,0.331199569661108,0.229025549613785
"NOTCH",-0.253504043126685,-0.104700460829493,0.0114285714285714,-0.233959373959374,0.04,-0.21967365967366,-0.0952380952380952,-0.111111111111111,-0.0333333333333333,-0.16,-0.213809523809524,-0.1,0,-0.206666666666667,-0.14,0,-0.0835555555555556,0,-0.104347826086957,-0.1,0.00791525423728814,0.1,0.1,0.0845410628019324,0.0771428571428571,0,0.0778947368421053,0.0555555555555556,0.2,0.0176093514328808,0.102910394265233,0.0352564102564102,0.204833976833977,0,0.0583333333333333,0.13183023872679,0.1,0.0333333333333333,0.140349179400113,0.16,0.195652173913043,0.168205128205128,0.111111111111111,0.198461538461538,0.0952380952380952,0.198461538461538,0.128935910832463,0.21967365967366,0.224182141875527,0.24171447600019,0.351938040173334,0.233852813852814,0.158556998556999,0.338969404186795,0.324154589371981
"NOTCHic",-0.274337376460018,-0.112595197671598,-0.104700460829493,-0.24171447600019,0.0114285714285714,-0.233959373959374,-0.0952380952380952,-0.111111111111111,-0.111111111111111,-0.198461538461538,-0.23952380952381,-0.16,-0.0333333333333333,-0.213809523809524,-0.206666666666667,0,-0.102910394265233,-0.0555555555555556,-0.110751766973656,-0.104347826086957,-0.000260846391642681,0.104347826086957,0.104347826086957,0.0897262479871175,0.08036866359447,0.1,0.0960765550239235,0.0835555555555556,0.14,0.0100824697124507,0.109916763691985,0.0176093514328808,0.202833976833977,0.0333333333333333,0.0352564102564102,0.127604886614114,0.16,0.0583333333333333,0.141727433611445,0.198461538461538,0.191036789297659,0.170850630850631,0.108785529715762,0.21967365967366,0.0930798218568003,0.21967365967366,0.126456571989487,0.233652154297316,0.229253135790335,0.24553126989332,0.360555274642272,0.239055125991542,0.167166270080177,0.345636070853462,0.334868875086266
"Csl",-0.286933777488296,-0.117140652217053,-0.112595197671598,-0.24553126989332,-0.104700460829493,-0.24171447600019,-0.0930798218568003,-0.108785529715762,-0.111111111111111,-0.21967365967366,-0.243871635610766,-0.198461538461538,-0.111111111111111,-0.23952380952381,-0.213809523809524,-0.0333333333333333,-0.109916763691985,-0.0835555555555556,-0.117737061091303,-0.110751766973656,-0.00500125271218444,0.110751766973656,0.110751766973656,0.0908312203628081,0.0855410773875735,0.16,0.109897693235306,0.102910394265233,0.206666666666667,0.0031859179883128,0.116946242150034,0.0100824697124507,0.20216365386018,0.0583333333333333,0.0176093514328808,0.128987375093377,0.198461538461538,0.0352564102564102,0.141727433611445,0.21967365967366,0.186461625898966,0.164526520178694,0.111111111111111,0.233959373959374,0.0936353774123558,0.233652154297316,0.123658339294347,0.241716670426348,0.23185252416954,0.246846307057414,0.364805833926389,0.240580180457773,0.171332936746844,0.349503474168379,0.339154589371981
"SNAI1",-0.236192891905319,-0.100852956567242,-0.10003663003663,-0.196943660628877,-0.0956410256410256,-0.196391936490946,-0.101522444103089,-0.104922027290448,-0.103070175438596,-0.189005847953216,-0.23219936265811,-0.181111111111111,-0.108333333333333,-0.227715057725375,-0.226381724392041,-0.108333333333333,-0.0849653721399141,-0.0764705882352941,-0.105896052281299,-0.102776183644189,0.0422769694074042,0.102776183644189,0.102776183644189,0.0947440409382478,0.0624255900472277,0.17,0.0669097287087199,0.0795008912655971,0.204347826086957,0.0450292979958916,0.0847637592366883,0.0456118222677362,0.180095841696218,0.0595238095238095,0.0486118222677362,0.125588931438119,0.181111111111111,0.0498463901689708,0.116595557880381,0.189219219219219,0.0944967117281695,0.0677092279716406,0.107005360623782,0.194169714268724,0.101153440413052,0.194371701611753,0.0676404193990828,0.197113931959102,0.184036709539201,0.19735667043786,0.336068998308833,0.241120661555683,0.136948203616825,0.349932338294755,0.346364702420471
"SMAD",-0.273870006727104,-0.215030103995621,-0.211855500821018,-0.233586850570169,-0.203809523809524,-0.230194720312367,-0.19865504358655,-0.184500466853408,-0.182539682539683,-0.217460317460317,-0.235012839748399,-0.195238095238095,-0.177777777777778,-0.228282070517629,-0.209677419354839,-0.1,-0.11629403984428,-0.0952380952380952,-0.0317040544493429,-0.026111949186185,0.00312972797769212,0.026111949186185,0.026111949186185,0.0926690100596924,0.0897047993001444,0.16,0.103512274475007,0.107914151576123,0.2,0.110939485920216,0.12227013546181,0.118746177370031,0.111907737886588,0.158333333333333,0.123333333333333,0.112687392349076,0.188571428571429,0.133333333333333,0.145737917420194,0.210793650793651,0.158138274049454,0.147043114143921,0.191167133520075,0.222558356676004,0.0977026626341695,0.228998778998779,0.156908667773329,0.236912448063527,0.227996310375109,0.235106607409075,0.349425348100747,0.240311743571374,0.264504957408183,0.35080566080119,0.342914069710575
"PAK1",-0.231997087709514,-0.10003663003663,-0.0956410256410256,-0.196391936490946,-0.091025641025641,-0.194169714268724,-0.0989417989417989,-0.103070175438596,-0.108333333333333,-0.181111111111111,-0.227715057725375,-0.17,-0.108333333333333,-0.226381724392041,-0.204347826086957,-0.0333333333333333,-0.0795008912655971,-0.0666666666666667,-0.102776183644189,-0.0977761836441894,0.0456615847920196,0.0977761836441894,0.0977761836441894,0.0909310028078665,0.0640774324868719,0.15,0.0680418041804181,0.0764705882352941,0.2,0.0456118222677362,0.0849653721399141,0.0486118222677362,0.180260315380429,0.0761904761904762,0.0498463901689708,0.132701902149416,0.17,0.0595238095238095,0.116907732698279,0.181111111111111,0.0927109974424552,0.169488587402246,0.104922027290448,0.189219219219219,0.101522444103089,0.189005847953216,0.0692905844155844,0.194371701611753,0.183656744081516,0.196943660628877,0.334560449867666,0.241600968952417,0.134595262440354,0.351285351824891,0.342314858183711
"LIV1",-0.231997087709514,-0.10003663003663,-0.0956410256410256,-0.196391936490946,-0.091025641025641,-0.194169714268724,-0.0989417989417989,-0.103070175438596,-0.108333333333333,-0.181111111111111,-0.227715057725375,-0.17,-0.108333333333333,-0.226381724392041,-0.204347826086957,-0.0333333333333333,-0.0795008912655971,-0.0666666666666667,-0.102776183644189,-0.0977761836441894,0.0456615847920196,0.0977761836441894,0.0977761836441894,0.0909310028078665,0.0640774324868719,0.15,0.0680418041804181,0.0764705882352941,0.2,0.0456118222677362,0.0849653721399141,0.0486118222677362,0.180260315380429,0.0761904761904762,0.0498463901689708,0.132701902149416,0.17,0.0595238095238095,0.116907732698279,0.181111111111111,0.0927109974424552,0.169488587402246,0.104922027290448,0.189219219219219,0.101522444103089,0.189005847953216,0.0692905844155844,0.194371701611753,0.183656744081516,0.196943660628877,0.334560449867666,0.241600968952417,0.134595262440354,0.351285351824891,0.342314858183711
"EGR1",-0.231997087709514,-0.10003663003663,-0.0956410256410256,-0.196391936490946,-0.091025641025641,-0.194169714268724,-0.0989417989417989,-0.103070175438596,-0.108333333333333,-0.181111111111111,-0.227715057725375,-0.17,-0.108333333333333,-0.226381724392041,-0.204347826086957,-0.0333333333333333,-0.0795008912655971,-0.0666666666666667,-0.102776183644189,-0.0977761836441894,0.0456615847920196,0.0977761836441894,0.0977761836441894,0.0909310028078665,0.0640774324868719,0.15,0.0680418041804181,0.0764705882352941,0.2,0.0456118222677362,0.0849653721399141,0.0486118222677362,0.180260315380429,0.0761904761904762,0.0498463901689708,0.132701902149416,0.17,0.0595238095238095,0.116907732698279,0.181111111111111,0.0927109974424552,0.169488587402246,0.104922027290448,0.189219219219219,0.101522444103089,0.189005847953216,0.0692905844155844,0.194371701611753,0.183656744081516,0.196943660628877,0.334560449867666,0.241600968952417,0.134595262440354,0.351285351824891,0.342314858183711
"TGFR",-0.272220519108931,-0.322460100884809,-0.310229885057471,-0.248533146760555,-0.303333333333333,-0.239442237669646,-0.231808406647116,-0.120551378446115,-0.104761904761905,-0.201428571428571,-0.10796992481203,-0.171428571428571,-0.0333333333333333,-0.10796992481203,-0.0879699248120301,-0.0333333333333333,-0.0975,0.04,-0.00355054302422724,-0.00238095238095239,0.136513773560037,0.00238095238095239,0.00238095238095239,0.0166022471596497,0.0818914942092273,0.1,0.0836582196231319,-0.0114285714285714,0.114285714285714,0.164987093317748,0.110975177304965,0.17007183908046,0.0873931518185043,0.153333333333333,0.17632183908046,0.207705627705628,0.166666666666667,0.186666666666667,0.191643691996609,0.196666666666667,0.191498984766689,0.253439991223579,0.122876959841464,0.224968553459119,0.227893815899785,0.229730458221024,0.052029283651923,0.244569167898444,0.252271900622703,0.252696122845586,0.196244545246681,0.294039630496805,0.285408795970203,0.376194953289207,0.370290763139733
"ZEB2",-0.313741461008793,-0.311135771332493,-0.301846153846154,-0.290136864069407,-0.287179487179487,-0.281686159844055,-0.275565959861734,-0.255277777777778,-0.248611111111111,-0.246969696969697,-0.219175742266761,-0.213636363636364,-0.211111111111111,-0.204541595925297,-0.201315789473684,-0.2,-0.176301793444651,-0.132467532467532,-0.0677172613253984,-0.0627922077922078,0.0436428030040808,0.0627922077922078,0.0627922077922078,0.0674197519675854,0.148197358197358,0.15,0.151153846153846,0.163376623376623,0.175,0.186031042128603,0.187412904555762,0.195121951219512,0.195152494921859,0.2,0.2,0.205829307568438,0.21,0.214285714285714,0.234555183829812,0.243333333333333,0.248445747800587,0.252931603214315,0.269296469366563,0.269649122807018,0.271297667178808,0.275174825174825,0.280301256436126,0.287101430679412,0.290058106526392,0.294032967965511,0.304325104203711,0.322023688553478,0.360962011878562,0.402060889979934,0.495477590576024
"TCFLEF",0.451859829059829,-0.10961654467043,-0.105962059620596,-0.00162729822426379,-0.102040490993145,0.100549104983067,-0.189998025366446,0.111376623376623,0.111376623376623,0.0991176470588235,0.159545379127261,0.0941176470588235,0.123376623376623,0.160905923344948,0.163763066202091,0.114285714285714,-0.0228372873232686,-0.0256410256410256,0.258837101608287,0.259494131831677,0.292577782740074,-0.259494131831677,-0.259494131831677,0.0284451532872586,0.0255282103208243,-0.1,-0.0708945186549977,0.0256410256410256,-0.185714285714286,0.236855050747788,0.0225061614954541,0.229493087557604,0.242653717644499,0.183333333333333,0.221428571428571,0.287782522845204,-0.1,0.216666666666667,-0.155347342303421,-0.105,0.160515875281505,0.301784129399192,-0.107028797289667,-0.102435897435897,0.1947781400892,-0.096553544494721,0.192855695539491,-0.0940690724450315,-0.127382074180283,0.00291595801807823,0.280974904091866,0.33388610719936,-0.013393708729742,0.420143274853801,0.417433791698498
