"","FOXC2","TWIST1","CD44","cMet","STAT","ZEB2","ZEB1","LIV1","Csl","NOTCH","NOTCHic","SNAI1","TrCP","MEK","RKIP","Csn","ILK","SMAD","cfos","RAS","NFB","SUFU","PI3K","DELTA","HEY1","EGR1","IKK","FUS","AKT","SNAI2","KLF4","Patched","SHH","miR200","PAK1","CDC42","TGF","TGFR","SOSGRB2","SMO","RAF","GSK3","ERK","Ecadherin","AXIN2","Jagged","SRC","cateninmemb","DSH","Frizzled","Destcompl","Wnt","TCFLEF","cateninnuc","GLI"
"TrCP",0.196819397229035,0.15973630717109,0.196872416971427,0.191921921921922,0.17,0.0720274103428499,0.0720274103428499,0.15,0.00897435897435897,0.00743589743589743,0.00743589743589743,0.0381192783833188,-0.0333333333333333,0.00838319823139278,0.0225240505351003,-0.0333333333333333,-0.0232548216419184,-0.0258354668032087,-0.0182608695652174,0.119216314266529,-0.0583333333333333,-0.0476190476190476,0.11012540517562,0.11012540517562,-0.0255372313843078,-0.04,-0.068859649122807,-0.0642857142857143,-0.0762670565302144,-0.0500721647381538,0.074455893832943,-0.0687460886385618,-0.0717460886385618,-0.0285221795224781,-0.019047619047619,0.0131652661064426,0.0167420172241773,0.0161955691367456,-0.0188393839383938,0.0675115207373272,-0.11012540517562,-0.2088170995671,-0.000383198231392776,-0.0946941338613311,-0.137858846856895,-0.0509379260395365,-0.181111111111111,-0.173835454615199,-0.17,-0.181111111111111,-0.241495647833276,-0.191637426900585,-0.199465009564019,-0.201671906115744,-0.196027670803024
"EGR1",0.196819397229035,0.15973630717109,0.196872416971427,0.191921921921922,0.17,0.0720274103428499,0.0720274103428499,0.15,0.00897435897435897,0.00743589743589743,0.00743589743589743,0.0381192783833188,-0.0333333333333333,0.00838319823139278,0.0225240505351003,-0.0333333333333333,-0.0232548216419184,-0.0258354668032087,-0.0182608695652174,0.119216314266529,-0.0583333333333333,-0.0476190476190476,0.11012540517562,0.11012540517562,-0.0255372313843078,-0.04,-0.068859649122807,-0.0642857142857143,-0.0762670565302144,-0.0500721647381538,0.074455893832943,-0.0687460886385618,-0.0717460886385618,-0.0285221795224781,-0.019047619047619,0.0131652661064426,0.0167420172241773,0.0161955691367456,-0.0188393839383938,0.0675115207373272,-0.11012540517562,-0.2088170995671,-0.000383198231392776,-0.0946941338613311,-0.137858846856895,-0.0509379260395365,-0.181111111111111,-0.173835454615199,-0.17,-0.181111111111111,-0.241495647833276,-0.191637426900585,-0.199465009564019,-0.201671906115744,-0.196027670803024
"NOTCHic",0.180980908492429,0.107619230359237,0.0444755244755245,0.0367832167832168,0.02,0.075829307568438,0.075829307568438,0,0.0942857142857143,-0.0063085132185302,-0.00894009216589862,0.0562657712657713,0,-0.0347619047619048,0.0373943039314579,-0.0333333333333333,-0.0252380952380952,-0.0230798218568003,-0.0533333333333333,0.0123064441805072,-0.0222222222222222,-0.0333333333333333,0.00590250329380765,0.00590250329380765,-0.124370122630992,-0.02,-0.0333333333333333,-0.0333333333333333,-0.0356589147286822,-0.128677772600913,0.0769668737060041,-0.041025641025641,-0.0421009098428453,-0.0263688912243826,-0.0111111111111111,0.0151111111111111,0.010570326233363,0.0086594982078853,-0.0551196172248804,0.041025641025641,-0.00590250329380765,-0.0659462968240398,0.0461904761904762,-0.0331585785339702,-0.0227238694219826,-0.00722048616088351,-0.0276923076923077,-0.0419740221549864,-0.02,-0.0276923076923077,-0.0455371245745078,-0.0367832167832168,-0.0465163408020551,-0.0469743560692307,-0.0443100985036469
"NOTCH",0.177755102040816,0.104474576271186,0.0367832167832168,0.0276923076923077,0,0.0765700483091787,0.0765700483091787,0,0.08,-0.00894009216589862,0.0942857142857143,0.0567948717948718,0,-0.0461904761904762,0.0359858532272325,0,-0.0285714285714286,-0.0252380952380952,-0.02,0.00590250329380765,-0.0333333333333333,0,-0.00424242424242424,-0.00424242424242424,-0.128985507246377,0,-0.0222222222222222,-0.0333333333333333,-0.0333333333333333,-0.131683784624961,0.0876811594202898,-0.041025641025641,-0.041025641025641,-0.0327272727272727,0,0.0111111111111111,0.0086594982078853,0.0151111111111111,-0.0642105263157895,0.0333333333333333,0.00424242424242424,-0.0593347265761059,0.0533333333333333,-0.0336179966044143,-0.0199460916442048,-0.00126022126022126,-0.02,-0.0437995799643171,0,-0.02,-0.0418704579078411,-0.0276923076923077,-0.0444755244755245,-0.0465163408020551,-0.0367832167832168
"Csl",0.182130333779786,0.108747898530794,0.0465163408020551,0.0444755244755245,0.0276923076923077,0.0785917385076645,0.0785917385076645,0.02,-0.00894009216589862,-0.00539942230943929,-0.0063085132185302,0.0554752574317792,-0.0333333333333333,-0.02824016563147,0.0360118154521952,-0.0222222222222222,-0.0230798218568003,-0.0247464885234669,-0.0461904761904762,0.0167182088863895,-0.0333333333333333,-0.0333333333333333,0.0123064441805072,0.0123064441805072,-0.12371652785975,-0.0533333333333333,-0.0356589147286822,-0.041025641025641,-0.0395348837209302,-0.127857489230294,0.0769668737060041,-0.0421009098428453,-0.0438250477738798,-0.0261510263006353,-0.0151111111111111,0.0086594982078853,0.0103435688637485,0.010570326233363,-0.0575586416151243,0.041025641025641,-0.0123064441805072,-0.0699227327592386,0.0347619047619048,-0.0338562529525748,-0.022980938830723,-0.00930381949421684,-0.0367832167832168,-0.0419740221549864,-0.0276923076923077,-0.0367832167832168,-0.0477918473045504,-0.0443100985036469,-0.0469743560692307,-0.0476032868868407,-0.0459230017294533
"RAF",0.116961391099322,-0.0382055852644088,-0.115789473684211,-0.115789473684211,-0.1,0.0809708273553324,0.0809708273553324,0,0.0666666666666667,0.0834498834498835,0.0757575757575758,0.114990303990386,0.1,-0.117754952311079,0.210644257703081,0.1,0.0542468977321352,0.0591973927816402,-0.1,-0.211349761349761,0.0857142857142857,0.1,-0.201948051948052,-0.201948051948052,0.0454123112659698,-0.05,0.0982142857142857,0.0666666666666667,0.119426406926407,0.175255580812496,0.0709708273553324,0.0706666666666667,0.0788633879781421,0.0167898504888413,0.1,-0.08,-0.0885892300845572,-0.0895238095238095,-0.0546031746031746,-0.0666666666666667,0.201948051948052,0.315760441292356,0.124137931034483,0.0176362211535841,0.0871894045944679,-0.0336769342711618,0.1,0.0917788376611906,0.1,0.1,0.370484918706158,0.11,0.122083179977917,0.122337632904125,0.11
"ERK",0.130802924940856,-0.0323732299174903,-0.122337632904125,-0.122083179977917,-0.115789473684211,0.0846053730371221,0.0846053730371221,-0.1,0.0834498834498835,0.0904984306727235,0.0885593725009784,0.124160531910614,0.0857142857142857,-0.00968624293317693,0.231572274122961,0.0982142857142857,0.0603044038517509,0.0600004524839697,-0.117754952311079,-0.222966923065933,0.119426406926407,0.0666666666666667,-0.218016428016428,-0.218016428016428,0.0530263354670247,-0.124137931034483,0.127661701044054,0.0706666666666667,0.135001150585338,0.172604850995187,0.0803643522071336,0.0821313618343512,0.0850299125589889,0.0175896440904925,0.0895238095238095,-0.0885892300845572,-0.0947895990586488,-0.0958885001575499,-0.0555740483895824,-0.0788633879781421,0.218016428016428,0.332485464556889,0.0144216189777452,0.014747718698976,0.0913818897625628,-0.0323387948281438,0.115789473684211,0.0927587106613925,0.11,0.11,0.380530297563007,0.116293706293706,0.125125736993345,0.126514625882234,0.117045585992954
"cateninnuc",-0.0581993580190302,-0.0984859008108496,-0.228978147456408,-0.224216242694504,-0.201631701631702,0.0852216138221429,0.0852216138221429,-0.193939393939394,0.0414940364092906,0.0467477361978742,0.0426568271069651,0.184316299192694,0.3,-0.18976358260363,0.192140181571943,0.3125,0.0151500721500722,0.014467943909963,-0.186093857832988,-0.410443350443351,0.339772727272727,0.188888888888889,-0.401015741015741,-0.401015741015741,0.0167589609503539,-0.18768115942029,0.351772727272727,0.208888888888889,0.365053977272727,-0.306951886908465,0.0405222495969827,0.22063921981242,0.223471463821135,0.0146096386583687,0.0222857142857143,-0.0253626373626374,-0.0295462442491504,-0.0282362005810282,-0.119650974574894,-0.213806921675774,0.401015741015741,0.407642432278538,0.186093857832988,-0.131644928555143,0.0791240823948717,0.204195124152381,0.215520590520591,0.0994701542967992,0.201631701631702,0.213960468754989,0.396636175005129,0.222656120928902,0.232786960003085,0.13458204423396,0.227003947015859
"TWIST1",0.276710573747333,0.273280438414878,0.339248178122826,0.326798378926038,0.295238095238095,0.0903175104929491,0.0903175104929491,0.266666666666667,0.101481481481481,0.0890721926570983,0.0937891737891738,0.0534010951560995,0,0.288871204617644,0.0162193727411119,-0.1,0.0476157976157976,0.045965632599296,0.279130434782609,0.378552609761702,-0.169230769230769,-0.1,0.361771787843894,0.361771787843894,0.0323710188116968,0.24,-0.197802197802198,-0.155555555555556,-0.218141180853045,-0.0448564331963852,0.119251615593079,-0.187884322678843,-0.196258706915296,0.0492188100478636,-0.0757575757575758,0.0826541274817137,0.0907321457049483,0.0864041274817137,0.143799018169728,0.175555555555556,-0.361771787843894,-0.379410451115369,-0.284393592677346,-0.0993809057503424,-0.19670442460765,-0.311472219227142,-0.311904761904762,-0.294403072858144,-0.295238095238095,-0.311904761904762,-0.387995824769787,-0.327694235588972,-0.347977121461264,-0.354130082933374,-0.339694235588972
"TGFR",0.287839716292821,0.254898510610254,0.216626944720291,0.206100628930818,0.166666666666667,0.116527897166039,0.116527897166039,0.1,-0.0133333333333333,-0.0149210286942859,-0.00988505747126437,0.147599423906745,-0.0333333333333333,0.0845240956271958,0.0475757575757576,-0.0333333333333333,0.0451417399804497,0.0447858680943287,0.050125313283208,0.220008354218881,-0.0619047619047619,0.0466666666666667,0.207142857142857,0.207142857142857,0.0427013866836033,0.0238095238095238,-0.0724310776942356,0.0133333333333333,-0.0863845660663286,-0.0761277474517481,0.123284206894047,-0.00326149425287355,-0.00269652250146113,-0.00264502213890422,-0.12,0.12952380952381,0.0248505572441743,0.0205952380952381,-0.017511371020143,-0.00298850574712645,-0.207142857142857,-0.261084161031529,-0.0612364243943191,-0.120568835816188,-0.146958050427292,-0.127687509338114,-0.196666666666667,-0.202268170662595,-0.171428571428571,-0.201428571428571,-0.196811710843646,-0.210862533692722,-0.22236857151455,-0.226531547599581,-0.220539953047561
"SMAD",0.293294074346706,0.217086071240324,0.193138952550717,0.187684407096172,0.174285714285714,0.119181888519276,0.119181888519276,0.16,0.139047619047619,0.137186644772852,0.13559934318555,0.128850767064477,0.1,0.0431083732471579,0.103796755055606,0.0888888888888889,0.0701701951017019,-0.0326869477554409,0.0225806451612903,0.0242859356609069,0.0650793650793651,0.0416666666666667,0.0170490935556438,0.0170490935556438,0.0495898451311788,0,0.0552754435107376,0.0166666666666667,0.052608776844071,-0.0191368129660129,0.122915074786207,0.0125840978593272,0.00923837295226403,-0.0385282273383482,0.0166666666666667,-0.0237089201877934,-0.0193998992881518,-0.0197983056626538,-0.0468722271517303,-0.0116666666666667,-0.0170490935556438,-0.0218973299048487,-0.041185296324081,-0.0900592806068541,-0.127047838708152,-0.168299399525206,-0.17984126984127,-0.181802731269552,-0.180952380952381,-0.186507936507936,-0.138321411933318,-0.194200244200244,-0.196802453229143,-0.199538015539174,-0.199236215423266
"TGF",0.288276397515528,0.252407407407407,0.206100628930818,0.196666666666667,0.1,0.121433557543397,0.121433557543397,0,-0.0133333333333333,-0.00988505747126437,-0.0133333333333333,0.150254291163382,0,0.0612364243943191,0.0575757575757576,-0.0333333333333333,0.0403030303030303,0.0451417399804497,0.0238095238095238,0.207142857142857,-0.0333333333333333,0.0666666666666667,0.1875,0.1875,0.0397163120567376,0.0666666666666667,-0.0619047619047619,0.0466666666666667,-0.0724310776942356,-0.0809888585628592,0.125069921179761,0.00298850574712645,-0.00326149425287355,-0.00235176700693941,-0.12,0.12,0.0205952380952381,0.12952380952381,-0.0236842105263158,-0.0133333333333333,-0.1875,-0.245680738048644,-0.050125313283208,-0.123635275339186,-0.140520282186949,-0.119716494845361,-0.166666666666667,-0.201344383133727,-0.1,-0.171428571428571,-0.187134291488807,-0.201428571428571,-0.216626944720291,-0.22236857151455,-0.210862533692722
"SHH",0.075,-0.025,-0.15,-0.2,-0.1,0.125,0.125,0,-0.1,-0.0333333333333333,0,0.0833333333333333,0,-0.06,0.08,0,-0.0666666666666667,-0.0666666666666667,0.1,-0.307692307692308,0,0,-0.3,-0.3,-0.0666666666666667,0,0.1,0,0.1,-0.27455938697318,0.15,0.0666666666666667,-0.0133333333333333,-0.0166666666666667,0.2,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.2,-0.1,0.3,0.256410256410256,0,-0.108888888888889,0.0285714285714286,0.145714285714286,0.1,0.0498924731182796,0,0,0.295844155844156,0.1,0.156666666666667,0.156666666666667,0.05
"Patched",0.075,-0.0361111111111111,-0.156666666666667,-0.15,-0.1,0.133333333333333,0.133333333333333,-0.1,0,0.0121212121212121,-0.0333333333333333,0.093010752688172,0,-0.0984615384615385,0.08,0,-0.0666666666666667,-0.0566666666666667,0,-0.320192307692308,0.1,0,-0.307692307692308,-0.307692307692308,-0.058974358974359,0.1,0.1,0.1,0.142857142857143,-0.275892720306513,0.116666666666667,-0.0133333333333333,-0.0258333333333333,-0.00952380952380953,0.166666666666667,-0.166666666666667,-0.158333333333333,-0.166666666666667,-0.2,-0.0666666666666667,0.307692307692308,0.270695970695971,0.06,-0.111801510248112,0.0558441558441558,0.149417989417989,0.2,0.0554480286738351,0,0.1,0.307932067932068,0.05,0.156666666666667,0.163462783171521,0.0625
"FUS",0.0842105263157895,-0.0286580775416624,-0.163462783171521,-0.156666666666667,-0.15,0.147329381997158,0.147329381997158,-0.2,0.0121212121212121,0.0189393939393939,0.0121212121212121,0.112462684404255,0.1,-0.0934458644803472,0.11213058419244,0.1,-0.0519047619047619,-0.0473886328725038,-0.0984615384615385,-0.334013776159861,0.142857142857143,0.0666666666666667,-0.324843470483005,-0.324843470483005,-0.04696607740086,-0.06,0.146857142857143,-0.0133333333333333,0.158395604395604,-0.279179033036273,0.129918032786885,-0.0147222222222222,-0.0116919191919192,-0.0107896323086197,0.166666666666667,-0.158333333333333,-0.166930228100441,-0.163738738738739,-0.162145748987854,0.0258333333333333,0.324843470483005,0.296230925399351,0.101491841491841,-0.116302344297549,0.0535738624194396,0.148256199400778,0.156666666666667,0.0583208749431125,0.05,0.0625,0.322646038395487,0.0625,0.16797406136701,0.170147974410488,0.0682692307692308
"SUFU",0.0889251665143006,-0.0272147785725902,-0.16797406136701,-0.163462783171521,-0.156666666666667,0.151194116296675,0.151194116296675,-0.15,0.0121212121212121,0.0189393939393939,0.0189393939393939,0.118084490196418,0.1,-0.0862118219271557,0.119069359702644,0.142857142857143,-0.0473886328725038,-0.0480814735191551,-0.101491841491841,-0.339077067299102,0.146857142857143,-0.0133333333333333,-0.334013776159861,-0.334013776159861,-0.0457612581237516,-0.0984615384615385,0.158395604395604,-0.0258333333333333,0.163093590972786,-0.281222539957829,0.136504859134191,-0.0116919191919192,-0.00667261417261417,-0.0111613795205156,0.158333333333333,-0.163738738738739,-0.168310898711881,-0.166930228100441,-0.164243651085756,0.0147222222222222,0.334013776159861,0.303685938252821,0.0934458644803472,-0.118568049755839,0.0533396703819689,0.149443847856835,0.156666666666667,0.0584573005911343,0.0625,0.0625,0.327058584913296,0.0682692307692308,0.170147974410488,0.172347462901537,0.0731019445238776
"Csn",0.355949936580894,0.148863955119215,-0.0654995153025897,-0.066832848635923,-0.0666666666666667,0.163156327543424,0.163156327543424,-0.0666666666666667,0.125757575757576,0.129940892440892,0.127056277056277,0.265061021696649,0.22,-0.0394318181818182,0.24591657291405,0.12,-0.0276824534161491,-0.0263971063724473,-0.0506060606060606,-0.381947699710058,0.145,-0.0142857142857143,-0.377916989537314,-0.377916989537314,-0.0352380952380952,-0.0233333333333333,0.145,-0.0142857142857143,0.1522,-0.159883087607388,0.159919557566616,-0.016240748498813,-0.0146014042365179,-0.0117501683619423,0.1,-0.101492537313433,-0.106532008582021,-0.105338691159587,-0.152874437910758,0.0173160173160173,0.377916989537314,0.475394206434913,0.0415151515151515,-0.159968778649012,0.0579712582625118,0.0270514100861991,0.0632183908045977,-0.0795897449140707,0.0666666666666667,0.0632183908045977,0.398989159032373,0.066832848635923,0.0667856889360302,0.0680484670478763,0.0655228049678007
"NFB",0.467879477759956,0.426811391223156,0.237924090974938,0.231709401709402,0.205555555555556,0.174709013914096,0.174709013914096,0.15,0.213852813852814,0.212214308988503,0.215440115440115,0.215875403271095,0.3,0.0901419234360411,0.192517864649012,0.285714285714286,0.0594265676567657,0.0590548204448698,0.0762857142857143,0.0175168735957746,0.152380952380952,0.08,0.00955667459079948,0.00955667459079948,0.0478530886038626,0.0642857142857143,0.144272844272844,0.04,0.130939510939511,-0.167433645099277,0.184615384615385,0.0111366538952746,0.00631737678684085,-0.013196219691688,-0.05,0.0545454545454545,0.0569454545454545,0.0569454545454545,0.0292083149049093,-0.0214814814814815,-0.00955667459079948,0.140438483085542,-0.0829523809523809,-0.235954589776184,-0.156656534954407,-0.162842670568325,-0.220940170940171,-0.28834446085005,-0.205555555555556,-0.220940170940171,0.0195513849687624,-0.231709401709402,-0.245097086755529,-0.248940224010431,-0.23845097474311
"IKK",0.465887445887446,0.423954248366013,0.231709401709402,0.220940170940171,0.15,0.180456140350877,0.180456140350877,0.1,0.209090909090909,0.215440115440115,0.213852813852814,0.22053293751767,0.2,0.0829523809523809,0.195081967213115,0.3,0.0604166666666667,0.0594265676567657,0.0642857142857143,0.00955667459079948,0.285714285714286,0.1,-0.000302480338777988,-0.000302480338777988,0.0496388028895769,0.05,0.152380952380952,0.08,0.144272844272844,-0.170685677619602,0.184615384615385,0.0214814814814815,0.0111366538952746,-0.0141025641025641,-0.05,0.05,0.0569454545454545,0.0545454545454545,0.0260504201680672,-0.04,0.000302480338777988,0.149065934065934,-0.0762857142857143,-0.23820178078742,-0.155238095238095,-0.159245548266167,-0.205555555555556,-0.285493352085531,-0.15,-0.205555555555556,0.0266942421116196,-0.220940170940171,-0.237924090974938,-0.245097086755529,-0.231709401709402
"Wnt",0.358866396761134,0.135882352941176,-0.130263157894737,-0.125,-0.1,0.213151602104256,0.213151602104256,0,0.1,0.130952380952381,0.114285714285714,0.299534161490683,0.1,-0.0627450980392157,0.27,0.1,-0.0299145299145299,-0.0275889485191811,-0.0333333333333333,-0.425017088174983,0.133333333333333,0,-0.397744360902256,-0.397744360902256,-0.041025641025641,0,0.153333333333333,0,0.190833333333333,-0.200344827586207,0.196078431372549,0.00909090909090909,0.0138528138528139,0.000909090909090909,0.1,-0.1,-0.111014492753623,-0.106666666666667,-0.157575757575758,0,0.397744360902256,0.526489028213166,0.0333333333333333,-0.190400322205987,0.0872727272727273,0.0654656862745098,0.1,-0.0266949152542373,0.2,0.2,0.464937187689721,0.125,0.140977443609023,0.144288701887168,0.130263157894737
"Frizzled",0.372819885133227,0.138739495798319,-0.140977443609023,-0.130263157894737,-0.1,0.216121899133959,0.216121899133959,-0.1,0.114285714285714,0.136834733893557,0.130952380952381,0.313819875776398,0.1,-0.059041394335512,0.284285714285714,0.133333333333333,-0.0275889485191811,-0.0285235279584334,-0.0333333333333333,-0.443127324395455,0.153333333333333,0,-0.425017088174983,-0.425017088174983,-0.0388979814511729,-0.0333333333333333,0.190833333333333,0,0.203333333333333,-0.20696943326444,0.210364145658263,0.0138528138528139,0.0170786203044268,-0.00377840909090909,0.1,-0.106666666666667,-0.113871635610766,-0.111014492753623,-0.166666666666667,-0.00909090909090909,0.425017088174983,0.547701149425287,0.0627450980392157,-0.193896825702491,0.0965750528541226,0.0705161913250149,0.125,-0.0276472962066182,0.2,0.125,0.478995543127387,0.130263157894737,0.144288701887168,0.148574416172883,0.140977443609023
"DSH",0.381910794224136,0.143704034805412,-0.144288701887168,-0.140977443609023,-0.125,0.220846308582778,0.220846308582778,-0.1,0.130952380952381,0.141729838788662,0.136834733893557,0.322225672877847,0.133333333333333,-0.0643045522302488,0.30036963036963,0.153333333333333,-0.0285235279584334,-0.0273914524867353,-0.0627450980392157,-0.45461191823299,0.190833333333333,0,-0.443127324395455,-0.443127324395455,-0.0406523674160852,-0.0333333333333333,0.203333333333333,0.00909090909090909,0.218275862068965,-0.21127676737387,0.213276767017487,0.0170786203044268,0.0201461049670034,-0.000119872505543237,0.106666666666667,-0.111014492753623,-0.117007524112508,-0.113871635610766,-0.164227642276423,-0.0138528138528139,0.443127324395455,0.562318318798837,0.059041394335512,-0.19767206714235,0.0953092300693125,0.0728417727203637,0.130263157894737,-0.0272939393161589,0.125,0.130263157894737,0.488346688165555,0.140977443609023,0.148574416172883,0.15169106799835,0.144245417465232
"GSK3",0.388768848450611,0.145880731348305,-0.148574416172883,-0.144288701887168,-0.130263157894737,0.226938433397043,0.226938433397043,-0.125,0.136834733893557,0.146145423204247,0.141729838788662,0.329423901006307,0.153333333333333,-0.063736370412067,0.307136547662863,0.190833333333333,-0.0273914524867353,-0.0281410776741416,-0.059041394335512,-0.462805195543915,0.203333333333333,0.00909090909090909,-0.45461191823299,-0.45461191823299,-0.0409983881773309,-0.0627450980392157,0.218275862068965,0.0138528138528139,0.227677571470675,-0.215073143560237,0.217093560910616,0.0201461049670034,0.0220599805650896,0.000466293965734606,0.111014492753623,-0.113871635610766,-0.118289575394559,-0.117007524112508,-0.16934392134619,-0.0170786203044268,0.45461191823299,0.471636122459403,0.0643045522302488,-0.20053673622368,0.098505577101276,0.0750315537422615,0.140977443609023,-0.0276476086353454,0.130263157894737,0.140977443609023,0.495356198556538,0.144245417465232,0.15169106799835,0.153598962735192,0.1484907004841
"ILK",0.416141695702671,0.179556279627555,-0.108301746562616,-0.106763285024155,-0.1,0.241755765454339,0.241755765454339,-0.1,0.125,0.154528535980149,0.148076923076923,0.346453301127214,0.2,-0.0435413509666162,0.310391079508727,0.233333333333333,-0.0212565026010404,-0.0220565026010404,-0.019047619047619,-0.423309019747376,0.266666666666667,0,-0.40961038961039,-0.40961038961039,-0.0320115696364309,-0.0333333333333333,0.307843137254902,0,0.31553544494721,-0.205813665276493,0.236842105263158,0.0166666666666667,0.0138888888888889,-0.00768753104818679,0.125,-0.119117647058824,-0.129556671449067,-0.127117647058824,-0.162692307692308,-0.0166666666666667,0.40961038961039,0.539838864838865,0.0484593837535014,-0.225972742284345,0.0787619047619048,0.0498245614035088,0.111111111111111,-0.0673330309246639,0.1,0.111111111111111,0.464280223400584,0.106763285024155,0.108866718314029,0.111134759551142,0.108301746562616
"AKT",0.426668011492145,0.185366677181072,-0.108866718314029,-0.108301746562616,-0.111111111111111,0.247920149015983,0.247920149015983,-0.1,0.148076923076923,0.159406584760637,0.154528535980149,0.353220218420447,0.233333333333333,-0.0460729965362364,0.324676793794441,0.266666666666667,-0.0220565026010404,-0.0217198022643401,-0.0484593837535014,-0.430778899265448,0.307843137254902,0,-0.423309019747376,-0.423309019747376,-0.0342672087341753,-0.019047619047619,0.31553544494721,0.0166666666666667,0.224626354038119,-0.209331253216191,0.23940620782726,0.0138888888888889,0.0138888888888889,-0.00447897489845416,0.119117647058824,-0.127117647058824,-0.131671475074445,-0.129556671449067,-0.160470085470085,-0.0166666666666667,0.423309019747376,0.550725961613058,0.0435413509666162,-0.229912136223739,0.07767887227093,0.0504868130591379,0.106763285024155,-0.0678427149205864,0.111111111111111,0.106763285024155,0.470979975261626,0.108301746562616,0.111134759551142,0.112980913397296,0.108860405780493
"Destcompl",0.238158200405607,-0.00685810145365251,-0.399361314756939,-0.390406090876342,-0.361904761904762,0.282049212222663,0.282049212222663,-0.333333333333333,0.0658832745789268,0.0810767049178655,0.0756658832745789,0.405756141154753,0.266666666666667,-0.12288563480512,0.38684443725361,0.323809523809524,-0.0173809523809524,-0.0170300751879699,-0.114592074592075,-0.571101081800963,0.358592132505176,0.166666666666667,-0.555402494673805,-0.555402494673805,-0.021275476660092,-0.0964102564102564,0.384718258631302,0.177011494252874,0.40283906400043,-0.393029531122544,0.259828156293555,0.195175816976782,0.20078510130947,0.0548001392103796,0.130408163265306,-0.13661505981703,-0.144273861994889,-0.14082558613282,-0.153092515761735,-0.188440065681445,0.555402494673805,0.677592723602963,0.11951010737896,-0.218886057179011,0.193237171588282,0.33454603788208,0.376973255055447,0.213529283597882,0.361904761904762,0.376973255055447,0.584623922679898,0.38984454218416,0.405525698318583,0.410013204692882,0.398564393761154
