"","KLF4","SMAD","HEY1","SHH","Jagged","AKT","IKK","NOTCH","NOTCHic","RKIP","Csl","SUFU","MEK","ERK","cfos","Ecadherin","AXIN2","SOSGRB2","GLI","cateninnuc","TCFLEF","Wnt","FOXC2","SRC","Destcompl","STAT","TGFR","CDC42","PAK1","PI3K","RAF","DELTA","RAS","SNAI2","LIV1","TGF","cateninmemb","DSH","Frizzled","cMet","CD44","EGR1","GSK3","TrCP","Csn","TWIST1","NFB","FUS","SNAI1","SMO","Patched","ILK","ZEB2","ZEB1","miR200"
"cMet",0.0571428571428571,0.0910719439290868,0.10061919504644,0.0809090909090909,0.0922732340123645,0.0733333333333333,0.0733333333333333,0.0971364581666933,0.11203007518797,-0.142592592592593,0.0857142857142857,0.1,0.0240909090909091,0.015,0.025,0.17337926663081,0.108412698412698,0.196666666666667,0.0845454545454545,0.0823255813953488,0.0823255813953488,0.08,-0.034662447257384,0,-0.0967914438502674,0,-0.0352777777777778,-0.0575,-0.02,-0.0161904761904762,0.0161904761904762,0.0161904761904762,0.0199640610961366,-0.207198106030223,0.1,0.0374054373522459,-0.121802758333007,-0.1,-0.1,-0.08,-0.0823255813953488,-0.025,-0.0767857142857143,-0.1,-0.1,-0.0177042433222208,-0.0666666666666667,-0.05,-0.0166855891655178,-0.09,-0.0809090909090909,-0.078344671201814,0.0398268398268398,0.0398268398268398,0.0572360836627141
"CD44",0.0476190476190476,0.078344671201814,0.0947368421052632,0.0809090909090909,0.0879254079254079,0.0733333333333333,0.0666666666666667,0.11203007518797,0.0857142857142857,-0.138888888888889,0.1,0.1,0.015,0.025,0.025,0.170580284442514,0.11,0.216666666666667,0.08,0.0823255813953488,0.0823255813953488,0.1,-0.0283333333333333,0,-0.0967914438502674,-0.1,-0.0575,-0.02,0,-0.019047619047619,0.019047619047619,0.019047619047619,0.0161904761904762,-0.205008325008325,0.1,0.0352777777777778,-0.121446886446886,0,-0.1,0,-0.08,0,-0.0767857142857143,0,-0.1,-0.0188278388278388,-0.1,-0.1,-0.0217703349282297,-0.05,-0.09,-0.0722222222222222,0.0428571428571429,0.0428571428571429,0.0619235836627141
"TWIST1",-0.12808005003127,-0.138760632820039,-0.135760849320171,-0.0480055484325678,-0.0403893179815373,-0.161404979201589,-0.152930402930403,-0.00423587593398914,0.00142450142450142,-0.109975049105484,-0.0037037037037037,-0.0333333333333333,0.0100856131243098,0.00958810068649886,0.00695652173913044,-0.0307313777066213,0.100744416873449,0.0693657219973009,0.0672140350877193,0.0676995894374483,0.067412067873331,0.0656140350877193,0.0306759725645697,0.0666666666666667,0.101811228837023,0.0666666666666667,0.0334090909090909,0.0309090909090909,0.0309090909090909,-0.0533487046137267,0.0533487046137267,0.0533487046137267,0.0530062388603021,0.3271710874299,-0.0666666666666667,-0.0313589770138745,-0.0320796665806468,-0.0666666666666667,-0.0666666666666667,-0.0666666666666667,-0.0678714859437751,-0.02,-0.0953947381237642,0.2,0.15,-0.0518717082561476,0.157692307692308,0.0444444444444444,0.0878080094500133,0.0324444444444444,0.0475129375951294,0.135790335790336,0.12833623096781,0.12833623096781,0.142674422667086
"SNAI2",-0.175769230769231,-0.159652652758657,-0.143248945147679,-0.188281960671593,-0.171204316795388,0.0365046392466417,0.0425287356321839,-0.153474595579859,-0.150877192982456,-0.164538461538462,-0.13859649122807,-0.1,0.0586910439851616,0.0627450980392157,0.0725490196078431,-0.185746161792043,-0.197461818538412,0.159330628803245,-0.146341471287619,-0.151155626356393,-0.148515874803598,-0.140459118346442,0.0596716673236978,-0.136233766233766,-0.182276450508628,-0.129090909090909,0.0834590246354952,0.0843137254901961,0.0843137254901961,0.0590930341280973,-0.0590930341280973,-0.0590930341280973,-0.0586364131235311,0.192070874042239,0.12,-0.0840801426479176,0.0665149001479318,0.129090909090909,0.136233766233766,0.140459118346442,0.145835462432464,-0.0666666666666667,0.175611546060455,-0.1,-0.0666666666666667,0.182291924241719,-0.0666666666666667,0.12,0.174405150438462,0.161176470588235,0.171380552220888,0.143863179074447,0.214275645059786,0.214275645059786,0.228023013278465
"ILK",-0.25109649122807,-0.197974869947979,-0.186557024181885,-0.133333333333333,-0.0446491228070175,-0.282202111613876,-0.274509803921569,0.0346153846153846,0.0346153846153846,0.0109566903684551,0.05,-0.1,-0.0620103779216605,-0.0439775910364146,-0.0380952380952381,0.0158668162895086,0.243904761904762,-0.128076923076923,0.205224823485693,0.212272409250735,0.20917962574558,0.206763285024155,0.0575191637630662,0.211111111111111,0.279146611862404,0.2,0.0335882352941176,0.0455882352941176,0.075,0.01395670995671,-0.01395670995671,-0.01395670995671,-0.0208060250252031,0.239925876010782,-0.1,-0.0376532759445242,0.0820260133808042,-0.2,-0.211111111111111,-0.206763285024155,-0.205224823485693,0.0666666666666667,-0.110930735930736,0.2,0.233333333333333,-0.0265349760716831,0.233333333333333,0.1,-0.00150161030595813,0.133333333333333,0.133333333333333,0.197174869947979,0.257060876056932,0.257060876056932,0.262007760368416
"Wnt",-0.284313725490196,-0.229676008745776,-0.211794871794872,-0.151082251082251,-0.0552450980392157,-0.190833333333333,-0.153333333333333,0.0476190476190476,0.0642857142857143,0.00333333333333334,0.05,0,-0.0725490196078431,-0.0666666666666667,-0.0666666666666667,-0.0224851073395526,0.240606060606061,-0.178787878787879,0.205263157894737,0.212145844744311,0.208834586466165,0.2,0.0270445344129555,0.2,0.303988231448186,0.1,0.0133333333333333,0.0333333333333333,0.1,-0.00902255639097744,0.00902255639097744,0.00902255639097744,0.00902255639097744,0.240172413793103,0,-0.00898550724637681,0.108474576271186,-0.2,-0.3,-0.2,-0.205263157894737,0.1,-0.122884012539185,0.1,0.1,-0.00911764705882353,0.133333333333333,0.1,0.0606625258799172,0.1,0.127272727272727,0.227350427350427,0.301386896221903,0.301386896221903,0.303030303030303
"IKK",-0.294139194139194,-0.141859185918592,-0.127760577915377,-0.0569604086845466,-0.0610699781318338,-0.0773487773487773,-0.0476190476190476,0.0513708513708514,0.0688311688311688,-0.0147540983606557,0.0545454545454545,0.1,-0.0669206349206349,-0.0691428571428571,-0.0571428571428571,-0.054333439950581,-0.0435714285714286,-0.218697478991597,-0.0228205128205128,-0.0238074255001953,-0.0233854845719253,-0.0243589743589744,-0.0573160173160173,-0.0166666666666667,0.139451425359131,-0.05,-0.0601010101010101,-0.0555555555555556,0,-0.0316999395039322,0.0316999395039322,0.0316999395039322,0.0345168409123829,-0.228477631539678,0.1,0.0609010101010101,0.0798888541625972,0.05,0.0166666666666667,0.0243589743589744,0.0228205128205128,0.1,-0.00593406593406593,0,-0.1,0.0492156862745098,-0.0857142857142857,0,0.0786683630195081,0,0.0259259259259259,0.138888888888889,0.315243107769424,0.315243107769424,0.316343366778149
"GSK3",-0.323682992799877,-0.254348054666036,-0.238368465463945,-0.162823819168669,-0.0584583886434416,-0.205337459475391,-0.20448275862069,0.034618322853617,0.0385144267497209,0.0020657412762676,0.0378151260504202,-0.127272727272727,-0.0895852971704365,-0.0941307517158911,-0.087363834422658,-0.0286880990048684,0.256333744044173,-0.199733580845322,0.214568955685551,0.217507718931114,0.217112982089009,0.210795370779891,0.0264945336181566,0.208834586466165,0.311494558596338,0.205263157894737,0.00875321920921073,0.00422360248447205,0.00898550724637681,-0.00165583017293117,0.00165583017293117,0.00165583017293117,0.00249616630738495,0.250159772220214,-0.2,-0.00644552690151842,0.116104067936257,-0.205263157894737,-0.208834586466165,-0.212145844744311,-0.215955368553835,0.0725490196078431,-0.227692570026688,0.153333333333333,0.190833333333333,-0.0104726500620135,0.203333333333333,0.151082251082251,0.054234034699151,0.151082251082251,0.156603723474889,0.250899778803967,0.323295745856618,0.323295745856618,0.32721476318528
"RAS",-0.343928571428571,-0.387445887445887,-0.252371541501976,-0.308033898305085,-0.208298836980091,-0.3,-0.266666666666667,0.00372393247269116,0.0131578947368421,-0.0789811320754717,0.05,-0.1,-0.254014447884417,-0.244210526315789,-0.26,-0.063117287318968,0.200711462450593,-0.194372294372294,0.166911764705882,0.167518291414061,0.16723500529508,0.179411764705882,-0.0893650793650794,0.15,0.28676909200165,0.1,-0.0952941176470588,-0.06,-0.06,-0.0643589743589743,0.0643589743589743,0.0643589743589743,-0.0433333333333333,0.425015897639872,0,0.10618520675597,0.0825271308024999,-0.1,-0.15,-0.179411764705882,-0.168773466833542,0.26,-0.00232558139534884,0.2,0.2,0.149252591380251,0.233333333333333,0.2,0.226401179941003,0.25,0.286,0.358874458874459,0.371763622974963,0.371763622974963,0.384215384615385
"RAF",-0.356193208990913,-0.350533390951419,-0.325822686798297,-0.280371584699454,-0.220595844449834,-0.201190476190476,-0.167857142857143,-0.187723387723388,-0.164646464646465,0.0303221288515406,-0.155555555555556,-0.1,-0.182472487160675,-0.180344827586207,-0.17,-0.173084379797471,0.0274378809188936,-0.231174603174603,0.0194871794871795,0.0198360431586627,0.0221261194945405,0.0233333333333333,-0.0085764809902741,0.0333333333333333,0.217856619999916,0,-0.00476190476190477,-5.55111512312578e-18,0.0333333333333333,0.104545454545455,-0.104545454545455,-0.104545454545455,-0.103690753690754,0.410721862796526,0,0.0056964842011571,0.145167183990713,0,-0.0333333333333333,-0.0280701754385965,-0.0242240215924426,0.17,0.00583136327817179,0.1,0.1,0.203404634581105,0.142857142857143,0.166666666666667,0.192634310217682,0.206666666666667,0.242666666666667,0.325780915703894,0.384193208990913,0.384193208990913,0.394278838026096
"Patched",-0.377777777777778,-0.293333333333333,-0.233333333333333,-0.435,-0.277248677248677,-0.0142857142857143,0,-0.275757575757576,-0.266666666666667,-0.317142857142857,-0.2,-0.2,-0.0676923076923077,-0.06,0,0.0409816612729234,-0.379220779220779,0.183333333333333,-0.3375,-0.260949298813376,-0.244444444444444,-0.3,-0.11,-0.2,-0.327272727272727,-0.1,0.02,0,0.1,-0.00769230769230769,0.00769230769230769,0.00769230769230769,0.00769230769230769,-0.23855938697318,0.1,-0.0116666666666667,-0.190017921146953,0.2,0.3,0.2,0.233333333333333,0.1,0.28021978021978,0,0,0.290740740740741,-0.1,0.3,0.391935483870968,0.4,0.36,0.233333333333333,0.475,0.475,0.478571428571429
"TGFR",-0.488250063564709,-0.433998531984986,-0.3944282456191,-0.363761202026106,-0.300013873770037,-0.390659789007402,-0.372055137844612,-0.134018026957744,-0.117471264367816,-0.271558441558441,-0.0933333333333333,-0.193333333333333,-0.185545828040421,-0.177326649958229,-0.152882205513784,-0.0692441888840468,-0.0180367266919484,0.0135640025990903,-0.0344622206764629,-0.0229561804784977,-0.0205646835785863,-0.0299460916442049,-0.0443573191570154,-0.01,0.00753957952804033,0,-0.0342857142857143,0.0657142857142857,0.08,-0.126785714285714,0.126785714285714,0.126785714285714,0.127955304928989,0.0639085867793527,0,0.0349949341438703,0.0279366569844388,0.0142857142857143,0.0242857142857143,0.0156603773584906,0.0196077457795432,0.147619047619048,0.152320437167733,0.233333333333333,0.283333333333333,0.30341043890866,0.34047619047619,0.26,0.358335471179397,0.304827586206896,0.336077586206896,0.405884652981427,0.519497919482376,0.519497919482376,0.529722148757188
"Jagged",-0.477777777777778,-0.395238095238095,-0.233333333333333,-0.267948717948718,-0.195151515151515,-0.211111111111111,-0.133333333333333,-0.0371428571428571,0.02,-0.174358974358974,0,0,-0.253333333333333,-0.22,-0.2,-0.0510526315789474,0.0857142857142857,-0.2,0.0476923076923077,0.0353046953046953,0.0386013986013986,0.04,-0.104285714285714,0.1,0.0897142857142857,0,-0.133333333333333,-0.1,0,0.00666666666666667,-0.00666666666666667,-0.00666666666666667,0.0115151515151515,0.224685771744595,0,0.113333333333333,-0.00958112310224986,0,-0.1,-0.04,-0.0476923076923077,0.1,0.00344827586206897,0,0,0.154,0.1,0.1,0.316666666666667,0.133333333333333,0.183333333333333,0.333333333333333,0.5256038647343,0.5256038647343,0.535151515151515
"DELTA",-0.477777777777778,-0.395238095238095,-0.233333333333333,-0.267948717948718,-0.195151515151515,-0.211111111111111,-0.133333333333333,-0.0371428571428571,0.02,-0.174358974358974,0,0,-0.253333333333333,-0.22,-0.2,-0.0510526315789474,0.0857142857142857,-0.2,0.0476923076923077,0.0353046953046953,0.0386013986013986,0.04,-0.104285714285714,0.1,0.0897142857142857,0,-0.133333333333333,-0.1,0,0.00666666666666667,-0.00666666666666667,-0.00666666666666667,0.0115151515151515,0.224685771744595,0,0.113333333333333,-0.00958112310224986,0,-0.1,-0.04,-0.0476923076923077,0.1,0.00344827586206897,0,0,0.154,0.1,0.1,0.316666666666667,0.133333333333333,0.183333333333333,0.333333333333333,0.5256038647343,0.5256038647343,0.535151515151515
"SMO",-0.452777777777778,-0.358412698412698,-0.295238095238095,-0.485,-0.305820105820106,-0.0662857142857143,-0.0142857142857143,-0.315757575757576,-0.275757575757576,-0.344920634920635,-0.266666666666667,-0.3,-0.0889044289044289,-0.0676923076923077,-0.06,0.0354466059223699,-0.399910434393193,0.178070175438596,-0.348611111111111,-0.269219975505106,-0.260949298813376,-0.3375,-0.113448275862069,-0.2,-0.338125440451022,-0.2,0.0116666666666667,0.02,0,-0.00769230769230769,0.00769230769230769,0.00769230769230769,0.0146690518783542,-0.241416529830323,0.1,-0.0170720720720721,-0.194872290078992,0.3,0.3,0.233333333333333,0.244444444444444,0,0.296724634588712,0,-0.1,0.314270152505447,0,0.4,0.430030721966206,0.36,0.435,0.293333333333333,0.534322033898305,0.534322033898305,0.540596745027125
"FUS",-0.506876138433516,-0.402928827444956,-0.360455486542443,-0.530454545454545,-0.34075986485625,-0.0893626373626374,-0.0662857142857143,-0.333939393939394,-0.315757575757576,-0.376879397807233,-0.275757575757576,-0.4,-0.101548107065348,-0.0889044289044289,-0.0676923076923077,0.0321589346894932,-0.417922856753441,0.18191632928475,-0.365918803418803,-0.276556932026845,-0.269219975505106,-0.348611111111111,-0.123974591651543,-0.233333333333333,-0.344694783516715,-0.2,0.0170720720720721,0.0116666666666667,0.02,-0.0146690518783542,0.0146690518783542,0.0146690518783542,0.0142323706556468,-0.243391395180413,0.2,-0.0106890933486678,-0.196175828254039,0.3,0.3375,0.244444444444444,0.260949298813376,0.06,0.310437009170652,-0.1,0,0.342018843604923,0.0142857142857143,0.36,0.455502420079413,0.435,0.485,0.358412698412698,0.584015285432048,0.584015285432048,0.591091794532075
"NOTCH",-0.5256038647343,-0.428571428571429,-0.298550724637681,-0.303242835595777,-0.224781144781145,-0.233333333333333,-0.211111111111111,-0.172626728110599,-0.0371428571428571,-0.226083112290009,0.02,-0.1,-0.260476190476191,-0.253333333333333,-0.22,-0.053471986417657,0.0800539083557952,-0.205263157894737,0.0386013986013986,0.0332638789781647,0.0353046953046953,0.0476923076923077,-0.134897959183673,0.04,0.0887797062750334,0.1,-0.113333333333333,-0.133333333333333,-0.1,-0.0115151515151515,0.0115151515151515,0.0115151515151515,0.00426877470355731,0.226273073331897,0,0.139139784946237,-0.00591620163628128,-0.1,-0.04,-0.0476923076923077,-0.0386013986013986,0.2,0.0125391849529781,0,0.1,0.189593220338983,0.133333333333333,0.133333333333333,0.333589743589744,0.183333333333333,0.267948717948718,0.395238095238095,0.584863123993559,0.584863123993559,0.589437229437229
"NOTCHic",-0.586318150448585,-0.479650565262076,-0.32778149386845,-0.327974018391476,-0.240012932860615,-0.272868217054264,-0.233333333333333,-0.18841620179481,-0.172626728110599,-0.238759168628037,-0.0371428571428571,-0.133333333333333,-0.289047619047619,-0.260476190476191,-0.253333333333333,-0.059138142619801,0.0758872416891285,-0.200717703349282,0.0332250545153771,0.0328058637109891,0.0332638789781647,0.0386013986013986,-0.126833443054641,0.0476923076923077,0.0884463729417001,0.04,-0.139139784946237,-0.113333333333333,-0.133333333333333,-0.00426877470355731,0.00426877470355731,0.00426877470355731,0.00476138554099573,0.230481490165564,-0.1,0.130859530169166,-0.00571336187968898,-0.04,-0.0476923076923077,-0.0386013986013986,-0.0353046953046953,0.22,0.015844970076945,0.1,0.133333333333333,0.199027182603134,0.211111111111111,0.183333333333333,0.34999185999186,0.267948717948718,0.303242835595777,0.428571428571429,0.621159420289855,0.621159420289855,0.632789830593299
"Csl",-0.619175293305728,-0.502983898595409,-0.379415480796555,-0.360732639081131,-0.259804599527282,-0.284496124031008,-0.272868217054264,-0.201143474522082,-0.18841620179481,-0.252123223927576,-0.172626728110599,-0.183333333333333,-0.290134575569358,-0.289047619047619,-0.260476190476191,-0.0629753519221266,0.0730594781929845,-0.212912825300502,0.0308056996766674,0.0305760180849171,0.0328058637109891,0.0332250545153771,-0.131431144204066,0.0386013986013986,0.0882635575852101,0.0476923076923077,-0.130859530169166,-0.139139784946237,-0.113333333333333,-0.00476138554099573,0.00476138554099573,0.00476138554099573,0.00586432671746632,0.233091482708443,-0.04,0.133353861234926,-0.00311397350048409,-0.0476923076923077,-0.0386013986013986,-0.0353046953046953,-0.0332638789781647,0.253333333333333,0.0183486519620702,0.133333333333333,0.211111111111111,0.208733728878529,0.233333333333333,0.267948717948718,0.363825852086722,0.303242835595777,0.327974018391476,0.479650565262076,0.650441188245656,0.650441188245656,0.660894405756697
"CDC42",-0.60768253968254,-0.498224953063663,-0.443378310844578,-0.365833191102008,-0.281215277777778,-0.287938596491228,-0.245833333333333,-0.225128205128205,-0.205128205128205,-0.267785547785548,-0.166666666666667,-0.133333333333333,-0.290552689756817,-0.261739130434783,-0.24,-0.0593600737311116,0.0569129720853859,-0.2,0.0309941520467836,0.0286613346019287,0.0305131864537805,0.0388888888888889,-0.126044954567193,0.05,0.074619848376127,0.05,-0.13109243697479,-0.10952380952381,-0.0142857142857143,0.014760348583878,-0.014760348583878,-0.014760348583878,-0.013540836388756,0.236960533383891,-0.1,0.123516679399032,-0.0153076976214864,-0.05,-0.05,-0.0388888888888889,-0.0334834834834835,0.22,0.0685849567099567,0.1,0.133333333333333,0.24982683982684,0.208333333333333,0.204761904761905,0.391183078524851,0.288095238095238,0.330030721966206,0.443386243386243,0.652792190322457,0.652792190322457,0.662817248111366
"PAK1",-0.650305490502212,-0.531128178870114,-0.499260663785754,-0.402833191102008,-0.303914664280845,-0.308308966861598,-0.287938596491228,-0.243809523809524,-0.225128205128205,-0.284912619608752,-0.205128205128205,-0.204761904761905,-0.29588602309015,-0.290552689756817,-0.261739130434783,-0.064135160236302,0.0525104563621154,-0.212871287128713,0.0275795179004422,0.0257647828777907,0.0286613346019287,0.0309941520467836,-0.132251851118917,0.0388888888888889,0.0735672167971797,0.05,-0.123516679399032,-0.13109243697479,-0.10952380952381,0.013540836388756,-0.013540836388756,-0.013540836388756,-0.0126317454796651,0.239853842606314,-0.05,0.126795367923623,-0.0127435950573838,-0.05,-0.0388888888888889,-0.0334834834834835,-0.0305131864537805,0.24,0.0729485930735931,0.133333333333333,0.208333333333333,0.262870318087709,0.245833333333333,0.288095238095238,0.408605512892392,0.330030721966206,0.365833191102008,0.498224953063663,0.689769682283871,0.689769682283871,0.69936547146162
"LIV1",-0.650305490502212,-0.531128178870114,-0.499260663785754,-0.402833191102008,-0.303914664280845,-0.308308966861598,-0.287938596491228,-0.243809523809524,-0.225128205128205,-0.284912619608752,-0.205128205128205,-0.204761904761905,-0.29588602309015,-0.290552689756817,-0.261739130434783,-0.064135160236302,0.0525104563621154,-0.212871287128713,0.0275795179004422,0.0257647828777907,0.0286613346019287,0.0309941520467836,-0.132251851118917,0.0388888888888889,0.0735672167971797,0.05,-0.123516679399032,-0.13109243697479,-0.10952380952381,0.013540836388756,-0.013540836388756,-0.013540836388756,-0.0126317454796651,0.239853842606314,-0.05,0.126795367923623,-0.0127435950573838,-0.05,-0.0388888888888889,-0.0334834834834835,-0.0305131864537805,0.24,0.0729485930735931,0.133333333333333,0.208333333333333,0.262870318087709,0.245833333333333,0.288095238095238,0.408605512892392,0.330030721966206,0.365833191102008,0.498224953063663,0.689769682283871,0.689769682283871,0.69936547146162
"EGR1",-0.650305490502212,-0.531128178870114,-0.499260663785754,-0.402833191102008,-0.303914664280845,-0.308308966861598,-0.287938596491228,-0.243809523809524,-0.225128205128205,-0.284912619608752,-0.205128205128205,-0.204761904761905,-0.29588602309015,-0.290552689756817,-0.261739130434783,-0.064135160236302,0.0525104563621154,-0.212871287128713,0.0275795179004422,0.0257647828777907,0.0286613346019287,0.0309941520467836,-0.132251851118917,0.0388888888888889,0.0735672167971797,0.05,-0.123516679399032,-0.13109243697479,-0.10952380952381,0.013540836388756,-0.013540836388756,-0.013540836388756,-0.0126317454796651,0.239853842606314,-0.05,0.126795367923623,-0.0127435950573838,-0.05,-0.0388888888888889,-0.0334834834834835,-0.0305131864537805,0.24,0.0729485930735931,0.133333333333333,0.208333333333333,0.262870318087709,0.245833333333333,0.288095238095238,0.408605512892392,0.330030721966206,0.365833191102008,0.498224953063663,0.689769682283871,0.689769682283871,0.69936547146162
"ZEB1",-0.668929966154647,-0.696832983979066,-0.664975240648816,-0.55879894824316,-0.422914435046043,-0.417716422203049,-0.397716422203049,-0.359116229136283,-0.344240196078431,-0.371841878302226,-0.31875,-0.35,-0.237075926405805,-0.228705882352941,-0.204,-0.185723065898102,-0.162917374952878,-0.114463937621832,-0.0698449233274478,-0.0668252565866894,-0.0634005990524428,-0.062628428482087,-0.0887026060465578,-0.0483427141963727,-0.128520772640385,-0.041025641025641,-0.0469991738479322,-0.0444611027819424,-0.0314176245210728,0.025350921312661,-0.025350921312661,-0.025350921312661,-0.0245635197378578,-0.0483997743021318,0.0333333333333333,0.0469991738479322,0.0310576425970748,0.0476190476190476,0.0549361207897793,0.0542250671375492,0.0604750671375492,0.2,0.160147381352579,0.233333333333333,0.313333333333333,0.375808329486228,0.350175438596491,0.425,0.450026555466895,0.488636363636364,0.520008912655971,0.662698368594451,0.714508124089216,0.714508124089216,0.726890108531531
"SNAI1",-0.686131035673551,-0.562739494983276,-0.532593997119087,-0.423998239645698,-0.317091134869081,-0.332614522417154,-0.308308966861598,-0.258503401360544,-0.243809523809524,-0.2966281007803,-0.225128205128205,-0.288095238095238,-0.306199924435441,-0.29588602309015,-0.290552689756817,-0.0678812580510782,0.0497132535649126,-0.214003362600411,0.024837287553093,0.0242159960941046,0.0257647828777907,0.0275795179004422,-0.135428471195156,0.0334834834834835,0.072306251884899,0.0388888888888889,-0.126795367923623,-0.123516679399032,-0.13109243697479,0.0126317454796651,-0.0126317454796651,-0.0126317454796651,-0.0127959490921446,0.241697624034407,-0.05,0.128609884052655,-0.0118109525703372,-0.0388888888888889,-0.0309941520467836,-0.0305131864537805,-0.0286613346019287,0.261739130434783,0.0760509033046162,0.208333333333333,0.245833333333333,0.271998523215915,0.287938596491228,0.330030721966206,0.319815477305204,0.365833191102008,0.402833191102008,0.531128178870114,0.716460949196541,0.716460949196541,0.728472099703695
"ZEB2",-0.803571906866403,-0.729298807227354,-0.688999548838259,-0.600923344947735,-0.506268610217633,-0.499301661474559,-0.464722222222222,-0.437205548549811,-0.412615384615385,-0.397777777777778,-0.384615384615385,-0.375,-0.295831090314299,-0.281196943972835,-0.261842105263158,-0.222013454848383,-0.167026946018044,-0.158388278388278,-0.150617822544428,-0.148071047229683,-0.14469442385306,-0.144195804195804,-0.131894327894328,-0.126666666666667,-0.124383360516216,-0.12,-0.101385281385281,-0.0966233766233766,-0.0948051948051948,-0.00413419913419913,0.00413419913419913,0.00413419913419913,0.00434833189651177,0.0285550812405383,0.1,0.102443482443482,0.125823251453552,0.127272727272727,0.133939393939394,0.134561403508772,0.140116959064327,0.225,0.276671447014035,0.3,0.355555555555556,0.358374611931476,0.418055555555556,0.446428571428571,0.501976422709224,0.512142857142857,0.560923344947735,0.684176856007842,0.753196643832694,0.753196643832694,0.762950852279322
"miR200",-0.736231884057971,-0.672645603924212,-0.621440677966102,-0.539520730141258,-0.438102805082714,-0.424162292523762,-0.376992481203008,-0.373844312710473,-0.347290640394089,-0.365948375788075,-0.302463054187192,-0.3,-0.252059369202226,-0.22961038961039,-0.211428571428571,-0.296120859258287,-0.191427472347295,-0.126212121212121,-0.155833462312336,-0.156416049404449,-0.152779685768085,-0.147042253521127,-0.102632976779318,-0.13304347826087,-0.15852035276706,-0.12,-0.0565939278937381,-0.0485294117647059,-0.0583333333333333,0.0538002296211252,-0.0538002296211252,-0.0538002296211252,-0.0535508530625217,-0.0594430984090165,0.1,0.0600822999867614,0.126861178990557,0.12,0.14,0.140085731781996,0.146827304815704,0.171428571428571,0.19353240853651,0.2,0.26,0.402490597337223,0.328421052631579,0.3625,0.452291412291412,0.435833333333333,0.50039029535865,0.615905792011987,0.791769713261649,0.791769713261649,0.703268365817092
