"","IKK","NFB","Csn","SMO","TrCP","SUFU","FUS","TWIST1","SNAI2","cateninmemb","Destcompl","cfos","AXIN2","EGR1","GLI","TCFLEF","cateninnuc","SRC","LIV1","DSH","STAT","RAF","FOXC2","PAK1","TGFR","PI3K","DELTA","RAS","CDC42","TGF","GSK3","ZEB2","miR200","cMet","CD44","Wnt","Frizzled","RKIP","KLF4","NOTCHic","NOTCH","Csl","Jagged","MEK","ERK","SOSGRB2","Ecadherin","SNAI1","Patched","SHH","ZEB1","AKT","SMAD","ILK","HEY1"
"Csn",-0.126666666666667,-0.118333333333333,-0.16,-0.158008658008658,-0.06,-0.142857142857143,-0.142857142857143,0.00231416549789621,0.0100049593160997,0.138789097560096,0.286810649776997,-0.121515151515152,0.229261980642115,-0.103333333333333,0.190214675899805,0.18811064311205,0.190816596208863,0.175862068965517,0.2,0.2,0.2,0.184850741512276,0.0399305574243411,-0.0681818181818182,-0.0730804021848798,-0.184850741512276,-0.184850741512276,-0.183891048614003,-0.0756445047489824,-0.0718870847624454,-0.181879369816134,0.0356906534325889,0.0318607080663718,-0.191524719567927,-0.191969164012371,-0.191524719567927,-0.175862068965517,-0.00749112535908163,0.0253810242045536,0.0734487734487734,0.0801795426795427,0.0747474747474747,0.149418396719655,0.113452380952381,0.117619047619048,0.00304392943618126,-0.110859529378542,0.0329799743543,0.154782851557045,0.155602523688193,0.162918114143921,0.132266666666667,0.13578935077999,0.136560559006211,0.144102990033223
"IKK",-0.226190476190476,-0.142857142857143,-0.1,-0.22,0,-0.1,-0.16,-0.0516339869281046,0.245436326737697,0.0411942154679585,0.167232085174338,-0.0928571428571429,0.00333333333333333,-0.05,0.0126495726495726,0.0154744314066348,0.017584136047985,0.0111111111111111,-0.1,0,0,0.0402903811252268,-0.111717171717172,0.1,0.106060606060606,-0.0402903811252268,-0.0402903811252268,-0.0445157332379029,0.133333333333333,0.110060606060606,-0.0671245421245421,0.0378496240601504,0.0584503901895206,-0.0111111111111111,-0.0126495726495726,-0.0111111111111111,-0.0111111111111111,0.0950819672131148,0.0432234432234432,0.0151515151515152,0.0262626262626263,-0.0181818181818182,0.13340206185567,0.122190476190476,0.128857142857143,0.18781512605042,-0.0944881562792586,0.147010178117048,0.223703703703704,0.244393358876118,0.216285714285714,0.207271557271557,0.26786303630363,0.270833333333333,0.263364293085655
"ZEB2",-0.217777777777778,-0.211111111111111,-0.211111111111111,-0.208571428571429,-0.2,-0.2,-0.2,-0.183303113245895,-0.180791454302063,-0.176905355809669,-0.150443069915741,-0.149122807017544,-0.135098271629159,-0.133333333333333,-0.116846517396976,-0.108834253081844,-0.108314772562363,-0.106666666666667,-0.1,-0.0909090909090909,-0.08,-0.01504329004329,-0.00360372960372961,0.0142857142857143,0.014978354978355,0.01504329004329,0.01504329004329,0.0165422193794785,0.0197402597402597,0.0202693602693603,0.030852270346509,0.0411708284014852,0.101730371301285,0.104035087719298,0.104961013645224,0.115011655011655,0.117575757575758,0.135652173913043,0.137468236865585,0.139384615384615,0.14102395964691,0.148717948717949,0.149239108966763,0.14947685894516,0.15557441992077,0.156080586080586,0.173404094986934,0.179791486854061,0.206132404181185,0.210677858726639,0.216997159173829,0.228058151609554,0.239791311974411,0.239791311974411,0.251226032032484
"NFB",-0.207271557271557,-0.226190476190476,-0.142857142857143,-0.223703703703704,-0.1,-0.16,-0.22,-0.0532212885154062,0.246249334867778,0.0402438458797853,0.169059327699255,-0.128857142857143,0.00687943262411347,-0.0928571428571429,0.0148967636608086,0.017584136047985,0.0156233517342595,0.0111111111111111,0,0.0111111111111111,0.0111111111111111,0.0445157332379029,-0.114506016338686,0.133333333333333,0.110060606060606,-0.0445157332379029,-0.0445157332379029,-0.0484958327403905,0.106060606060606,0.111959340237821,-0.0651637578108166,0.0451293175467404,0.0593567346003968,-0.0126495726495726,-0.0154744314066348,-0.0126495726495726,-0.0111111111111111,0.0937999159310635,0.0374542124542125,0.0262626262626263,0.035940045617465,0.0151515151515152,0.134121486316102,0.126765639589169,0.122190476190476,0.184657231313578,-0.097056374577814,0.142900589075952,0.244393358876118,0.243188539599009,0.214370005473454,0.218382668382668,0.266747794667943,0.26786303630363,0.268721435942798
"SMAD",-0.212978524743231,-0.203174603174603,-0.188888888888889,-0.235833333333333,-0.2,-0.233333333333333,-0.245833333333333,-0.161139772237564,-0.197480212755991,-0.0391552490391129,-0.0545189750796663,-0.238248847926267,-0.0174370802233826,-0.228571428571429,-0.0423022021942885,-0.0175316491137387,-0.0194566744430193,-0.0117460317460317,0.02,-0.0428571428571429,-0.0228571428571429,0.111357719427588,-0.0211988787021847,0.030952380952381,0.0300553788279022,-0.111357719427588,-0.111357719427588,-0.10872614048022,0.0239101274312542,0.0292585660788983,-0.0561487412615232,0.0548496824612357,0.0428726649082245,0.0117460317460317,0.0201096681096681,0.0336691086691087,0.0317460317460317,0.119179179741729,0.0549228972163082,0.236781609195402,0.239162561576355,0.233333333333333,0.219958804636224,0.239523445421795,0.228946522344872,0.14310115350488,0.0616842053679698,0.16601995943125,0.244090214067278,0.243718466855382,0.217424839841007,0.215645191409897,0.1732429214621,0.268481016700195,0.294822451433016
"DELTA",-0.133333333333333,-0.1,0,-0.133333333333333,0,0,-0.1,-0.129,-0.0902212166918049,0.149729284799707,0.118393822393822,-0.2,0.104285714285714,-0.1,0.0569230769230769,0.0841958041958042,0.0787012987012987,0.1,0,0,0,0.1,-0.0942857142857143,0,0.0888888888888889,-0.1,-0.1,-0.1,0.1,0.0768888888888889,-0.0632183908045977,0.0584541062801932,0.0587878787878788,-0.08,-0.0569230769230769,-0.08,-0.1,0.143589743589744,0.0888888888888889,0.06,0.0742857142857143,0,0.155670995670996,0.286666666666667,0.22,0.12,-0.120070175438596,0.225,0.158333333333333,0.181410256410256,0.246376811594203,0.1,0.207142857142857,0.183333333333333,0.0833333333333333
"KLF4",-0.153333333333333,-0.12,-0.1,0.0166666666666667,-0.1,0,0.0333333333333333,-0.0871328976034858,-0.186510043376893,-0.292528933352104,-0.143334719863162,0.0672727272727273,-0.160357688653918,0.04,-0.0635745396795446,-0.0674391458380039,-0.0690580748541931,-0.0490196078431372,-0.0333333333333333,-0.0666666666666667,-0.0666666666666667,-0.141282051282051,0.0410757097084986,0.0227272727272727,0.0440606060606061,0.141282051282051,0.141282051282051,0.144958521870287,0.0347272727272727,0.0367435328898744,0.12905940386565,0.0686893704850361,0.0921082621082621,0.0652986776105791,0.0644291123931878,0.0652986776105791,0.0490196078431372,0.10856524427953,0.1,-0.136746411483254,-0.143962906328614,-0.147272727272727,-0.0469946844759438,-0.0521120238160869,-0.0613903743315508,0.0950971983990852,0.329607429106651,0.119823042929594,-0.0104166666666667,-0.0136424731182796,0.143555211558308,0.14962962962963,0.0810434782608696,0.068,0.0424293353705118
"HEY1",-0.153333333333333,-0.12,-0.1,0.0166666666666667,-0.1,0,0.0333333333333333,-0.0871328976034858,-0.186510043376893,-0.292528933352104,-0.143334719863162,0.0672727272727273,-0.160357688653918,0.04,-0.0635745396795446,-0.0674391458380039,-0.0690580748541931,-0.0490196078431372,-0.0333333333333333,-0.0666666666666667,-0.0666666666666667,-0.141282051282051,0.0410757097084986,0.0227272727272727,0.0440606060606061,0.141282051282051,0.141282051282051,0.144958521870287,0.0347272727272727,0.0367435328898744,0.12905940386565,0.0686893704850361,0.0921082621082621,0.0652986776105791,0.0644291123931878,0.0652986776105791,0.0490196078431372,0.10856524427953,0.1,-0.136746411483254,-0.143962906328614,-0.147272727272727,-0.0469946844759438,-0.0521120238160869,-0.0613903743315508,0.0950971983990852,0.329607429106651,0.119823042929594,-0.0104166666666667,-0.0136424731182796,0.143555211558308,0.14962962962963,0.0810434782608696,0.068,0.0424293353705118
"FOXC2",-0.153333333333333,-0.12,-0.1,0.0166666666666667,-0.1,0,0.0333333333333333,-0.0871328976034858,-0.186510043376893,-0.292528933352104,-0.143334719863162,0.0672727272727273,-0.160357688653918,0.04,-0.0635745396795446,-0.0674391458380039,-0.0690580748541931,-0.0490196078431372,-0.0333333333333333,-0.0666666666666667,-0.0666666666666667,-0.141282051282051,0.0410757097084986,0.0227272727272727,0.0440606060606061,0.141282051282051,0.141282051282051,0.144958521870287,0.0347272727272727,0.0367435328898744,0.12905940386565,0.0686893704850361,0.0921082621082621,0.0652986776105791,0.0644291123931878,0.0652986776105791,0.0490196078431372,0.10856524427953,0.1,-0.136746411483254,-0.143962906328614,-0.147272727272727,-0.0469946844759438,-0.0521120238160869,-0.0613903743315508,0.0950971983990852,0.329607429106651,0.119823042929594,-0.0104166666666667,-0.0136424731182796,0.143555211558308,0.14962962962963,0.0810434782608696,0.068,0.0424293353705118
"MEK",-0.140205627705628,-0.155357142857143,-0.142857142857143,-0.210666666666667,-0.1,-0.166666666666667,-0.206666666666667,-0.188848830907654,-0.383416589768429,-0.114912479604015,0.196474331280484,-0.230344827586207,0.0238178051469191,-0.22,0.0151515151515151,0.0216869376772952,0.0179694655583361,0.0385964912280702,0,0.0333333333333333,0.0333333333333333,0.145879120879121,0.0121565862945173,-0.0133333333333333,-0.0142679127725857,-0.145879120879121,-0.145879120879121,-0.147466422466422,-0.0133333333333333,-0.0149978397798849,-0.0391204550779019,0.0690332262986495,0.0655157911297357,-0.0155195681511471,-0.020414673046252,-0.0102564102564103,-0.0333333333333333,-0.0629256965944272,0.0700621712099474,0.1996114996115,0.193042156545806,0.191919191919192,0.190556772682632,0.142649792125214,0.240983125458547,0.217396825396825,0.144780625805526,0.144796432820905,0.215584699453552,0.21493110468231,0.203670014347202,0.143735039470334,0.231456689501757,0.229611671051572,0.239322845176504
"RKIP",-0.155357142857143,-0.142857142857143,-0.1,-0.206666666666667,-0.1,-0.1,-0.166666666666667,-0.190680332739156,-0.380496881739232,-0.111253943018649,0.196265126259563,-0.22,0.02471870604782,-0.17,0.0102564102564103,0.020414673046252,0.0216869376772952,0.0333333333333333,0,0,0,0.153571428571429,0.00585027998821101,-0.0333333333333333,-0.0133333333333333,-0.153571428571429,-0.153571428571429,-0.145879120879121,-0.0133333333333333,-0.0142679127725857,-0.0413317572892041,0.0698268770923003,0.0738749242566706,-0.0385964912280702,-0.0155195681511471,-0.0333333333333333,-0.0333333333333333,-0.0602941176470588,0.0818268770923003,0.191919191919192,0.1996114996115,0.155555555555556,0.183179723502304,0.240983125458547,0.230344827586207,0.215174603174603,0.143141281543231,0.137104125128597,0.210666666666667,0.215584699453552,0.203670014347202,0.140205627705628,0.229611671051572,0.218720581942662,0.224777390631049
"RAF",-0.155357142857143,-0.142857142857143,-0.1,-0.206666666666667,-0.1,-0.1,-0.166666666666667,-0.190680332739156,-0.380496881739232,-0.111253943018649,0.196265126259563,-0.22,0.02471870604782,-0.17,0.0102564102564103,0.020414673046252,0.0216869376772952,0.0333333333333333,0,0,0,0.153571428571429,0.00585027998821101,-0.0333333333333333,-0.0133333333333333,-0.153571428571429,-0.153571428571429,-0.145879120879121,-0.0133333333333333,-0.0142679127725857,-0.0413317572892041,0.0698268770923003,0.0738749242566706,-0.0385964912280702,-0.0155195681511471,-0.0333333333333333,-0.0333333333333333,-0.0602941176470588,0.0818268770923003,0.191919191919192,0.1996114996115,0.155555555555556,0.183179723502304,0.240983125458547,0.230344827586207,0.215174603174603,0.143141281543231,0.137104125128597,0.210666666666667,0.215584699453552,0.203670014347202,0.140205627705628,0.229611671051572,0.218720581942662,0.224777390631049
"Ecadherin",-0.14962962962963,-0.153333333333333,-0.12,0.0104166666666667,-0.1,0.0333333333333333,0.0166666666666667,-0.0932781490001339,-0.189098845303443,-0.29368277950595,-0.145012259471736,0.0613903743315508,-0.163450472159072,0.0672727272727273,-0.066907873012878,-0.0690580748541931,-0.0689647041725872,-0.0652986776105791,-0.0666666666666667,-0.0490196078431372,-0.0490196078431372,-0.144958521870287,0.0344395541020912,0.0347272727272727,0.0367435328898744,0.144958521870287,0.144958521870287,0.145796510697102,0.0440606060606061,0.0416259922027134,0.130825408280661,0.0743765742765053,0.0922944818475545,0.0644291123931878,0.0674391458380039,0.0635745396795446,0.0652986776105791,0.116430412818856,0.0911392405063291,-0.143962906328614,-0.143591159116719,-0.136746411483254,-0.0449351879084381,-0.0556414355807928,-0.0521120238160869,0.105623514188559,0.233502268444528,0.122354688499215,-0.0136424731182796,-0.00576845737024807,0.148768481700488,0.154824434824435,0.0808013475102642,0.0810434782608696,0.0524964494644716
"cateninmemb",-0.14962962962963,-0.153333333333333,-0.12,0.0104166666666667,-0.1,0.0333333333333333,0.0166666666666667,-0.0932781490001339,-0.189098845303443,0.047144870881063,-0.145012259471736,0.0613903743315508,-0.163450472159072,0.0672727272727273,-0.066907873012878,-0.0690580748541931,-0.0689647041725872,-0.0652986776105791,-0.0666666666666667,-0.0490196078431372,-0.0490196078431372,-0.144958521870287,0.0344395541020912,0.0347272727272727,0.0367435328898744,0.144958521870287,0.144958521870287,0.145796510697102,0.0440606060606061,0.0416259922027134,0.130825408280661,0.0743765742765053,0.0922944818475545,0.0644291123931878,0.0674391458380039,0.0635745396795446,0.0652986776105791,0.116430412818856,0.0911392405063291,-0.143962906328614,-0.143591159116719,-0.136746411483254,-0.0449351879084381,-0.0556414355807928,-0.0521120238160869,0.105623514188559,-0.0757981626126249,0.122354688499215,-0.0136424731182796,-0.00576845737024807,0.148768481700488,0.154824434824435,0.0808013475102642,0.0810434782608696,0.0524964494644716
"ERK",-0.143735039470334,-0.140205627705628,-0.155357142857143,-0.215584699453552,-0.142857142857143,-0.206666666666667,-0.210666666666667,-0.191761452266878,-0.38630207218502,-0.117580372888283,0.195309355707391,-0.240983125458547,0.0243056100249679,-0.230344827586207,0.0154021417179312,0.0179694655583361,0.0185944655583361,0.0155195681511471,0.0333333333333333,0.0333333333333333,0.0385964912280702,0.147466422466422,0.00719932133725236,-0.0133333333333333,-0.0149978397798849,-0.147466422466422,-0.147466422466422,-0.147356411465322,-0.0142679127725857,-0.0119758617579069,-0.0392112815992461,0.0770647223616417,0.0682118695611082,-0.020414673046252,-0.0216869376772952,-0.0151515151515151,-0.0102564102564103,-0.0576332174857922,0.0685117836130482,0.193042156545806,0.19553523133805,0.1996114996115,0.192062796779018,0.139585725272846,0.142649792125214,0.225163815688088,0.146600055946274,0.145259395783868,0.21493110468231,0.217829655406948,0.20319757340232,0.152909351396939,0.231760640869538,0.231456689501757,0.243759705244763
"SNAI1",-0.141715399610136,-0.149122807017544,-0.133333333333333,-0.192820162712636,-0.108333333333333,-0.180952380952381,-0.184178187403994,-0.169550536420102,-0.159896750038672,0.107653531985592,0.111620126994526,-0.282652910832719,0.107311632197774,-0.284347826086957,0.0754779461646889,0.0775323162014866,0.0771193063925036,0.0832232232232232,0.06,0.0859259259259259,0.0859259259259259,0.104985676951244,-0.0920851760959732,0.0829131652661065,0.0836334831995391,-0.104985676951244,-0.104985676951244,-0.1061351022386,0.087458619811561,0.0846415477156682,-0.0337829979426514,0.0817891720777355,0.0612032177883054,-0.0753024311440153,-0.0786357644773486,-0.0723700851043598,-0.0806627680311891,0.164126764302681,0.081914460324756,0.186886446886447,0.184029304029304,0.183589743589744,0.174227106640202,0.292847230713138,0.295986244166053,0.164357681051124,-0.0715415448080354,0.154814660336262,0.192820162712636,0.19340268698448,0.256156401645387,0.14379873294347,0.21595926788761,0.216820276497696,0.227580537462361
"TrCP",-0.149122807017544,-0.133333333333333,-0.108333333333333,-0.184178187403994,-0.133333333333333,-0.147619047619048,-0.180952380952381,-0.170883869753435,-0.158522294792275,0.109069766873329,0.112113548047158,-0.284347826086957,0.106845431731574,-0.28,0.0723700851043598,0.0786357644773486,0.0775323162014866,0.0859259259259259,0.1,0.06,0.06,0.107712949678516,-0.0929746297173201,0.080952380952381,0.087458619811561,-0.107712949678516,-0.107712949678516,-0.104985676951244,0.0829131652661065,0.0836334831995391,-0.0337169913419913,0.0831421856078708,0.0643732466067492,-0.0832232232232232,-0.0753024311440153,-0.0806627680311891,-0.0859259259259259,0.16370835426084,0.0878334634400208,0.183589743589744,0.186886446886447,0.166666666666667,0.169756518404908,0.295986244166053,0.282652910832719,0.161716171617162,-0.0732064771701582,0.250900069588931,0.192820162712636,0.192820162712636,0.254557385655227,0.141715399610136,0.216820276497696,0.21036866359447,0.22162815650998
"PAK1",-0.149122807017544,-0.133333333333333,-0.108333333333333,-0.184178187403994,-0.133333333333333,-0.147619047619048,-0.180952380952381,-0.170883869753435,-0.158522294792275,0.109069766873329,0.112113548047158,-0.284347826086957,0.106845431731574,-0.28,0.0723700851043598,0.0786357644773486,0.0775323162014866,0.0859259259259259,0.1,0.06,0.06,0.107712949678516,-0.0929746297173201,0.080952380952381,0.087458619811561,-0.107712949678516,-0.107712949678516,-0.104985676951244,0.0829131652661065,0.0836334831995391,-0.0337169913419913,0.0831421856078708,0.0643732466067492,-0.0832232232232232,-0.0753024311440153,-0.0806627680311891,-0.0859259259259259,0.16370835426084,0.0878334634400208,0.183589743589744,0.186886446886447,0.166666666666667,0.169756518404908,0.295986244166053,0.282652910832719,0.161716171617162,-0.0732064771701582,0.250900069588931,0.192820162712636,0.192820162712636,0.254557385655227,0.141715399610136,0.216820276497696,0.21036866359447,0.22162815650998
"CDC42",-0.133333333333333,-0.108333333333333,-0.133333333333333,-0.180952380952381,-0.1,-0.133333333333333,-0.147619047619048,-0.168709956709957,-0.156894808354662,0.109252917056479,0.111662420227609,-0.28,0.111247947454844,-0.22,0.0806627680311891,0.0753024311440153,0.0786357644773486,0.06,0.1,0.1,0.1,0.108932461873638,-0.0991815262690442,0.185714285714286,0.0829131652661065,-0.108932461873638,-0.108932461873638,-0.107712949678516,0.080952380952381,0.087458619811561,-0.0348079004329004,0.0905376840001537,0.0613275613275613,-0.0859259259259259,-0.0832232232232232,-0.0859259259259259,-0.06,0.167575757575758,0.0730793650793651,0.166666666666667,0.183589743589744,0.166666666666667,0.1734375,0.282652910832719,0.284347826086957,0.166666666666667,-0.0749365809763865,0.250661406104444,0.184178187403994,0.192820162712636,0.251020408163265,0.149122807017544,0.21036866359447,0.207142857142857,0.217216391804098
"SOSGRB2",-0.149122807017544,-0.133333333333333,-0.1,-0.316666666666667,0,-0.2,-0.266666666666667,-0.147478260869565,-0.375577580471971,-0.101501657501658,0.247232260655079,-0.280952380952381,0.0451526402640264,-0.247619047619048,0.0323498964803313,0.0423231993026043,0.0428968130693347,0.0428571428571429,0,0,0,0.111864406779661,-0.105372405372405,0.0857142857142857,0.0995604395604396,-0.111864406779661,-0.111864406779661,-0.108018252933507,0.0957142857142857,0.0960143402696594,0.115352728929167,0.107280701754386,0.113215677741618,-0.0559006211180124,-0.0370600414078675,-0.0511904761904762,-0.0428571428571429,-0.00942982456140352,0.117280701754386,0.291608391608392,0.30710134935487,0.245454545454545,0.305504909727106,0.30961740961741,0.294465894465894,0.325555555555556,0.13652205241505,0.232793176972281,0.33018018018018,0.337156924366227,0.225501253132832,0.140789473684211,0.35027445672607,0.339784946236559,0.34280303030303
"TWIST1",-0.0873626373626374,-0.0730769230769231,-0.05,-0.139111111111111,-0.1,-0.1,-0.111111111111111,-0.0808612109985108,0.269092978293581,0.0231434711363973,-0.0389585921428333,-0.162898550724638,-0.0344334160463193,-0.193333333333333,-0.0165847953216374,-0.0161604309344729,-0.0149528403651802,-0.0111111111111111,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,0.0647894062505068,-0.128673848656969,0.116969696969697,0.135461076280042,-0.0647894062505068,-0.0647894062505068,-0.0651318720039315,0.134211076280042,0.128855153728789,0.0423839163086993,0.109440141896282,0.121993851098767,0.0196217494089835,0.0160072915776582,0.0205847953216374,0.0111111111111111,0.0894123698471525,0.127506775067751,0.0916239316239316,0.0887937429446863,0.0711111111111111,0.109540142189733,0.180534057401778,0.17605644546148,0.18436112577989,-0.0824383347306939,0.155012453108665,0.14048097412481,0.139988363287371,0.184376481744903,0.0738033153287391,0.258395479187558,0.252124852124852,0.251102005339293
"TGF",-0.139285714285714,-0.125,-0.1,-0.276666666666667,0,-0.2,-0.26,-0.281666666666667,-0.231728683278882,-0.00137884613784092,0.0244546316445891,-0.361904761904762,0.00947971781305115,-0.333333333333333,-0.0100539083557951,0.015572658060245,0.00648174896933586,0.0333333333333333,0,0,0,0.145833333333333,-0.0577018633540373,0.16,0.164761904761905,-0.145833333333333,-0.145833333333333,-0.151190476190476,0.16,0.0611904761904762,0.104780542353928,0.127497861914338,0.115530637944431,-0.00333333333333333,-0.0089937106918239,0.0157142857142857,-0.0142857142857143,0.14978354978355,0.12931604373252,0.36,0.363448275862069,0.34,0.283321060382916,0.397694235588972,0.377694235588972,0.405263157894737,0.0199486878550303,0.34404958677686,0.300804597701149,0.310179597701149,0.29866537225805,0.149812030075188,0.344222873900293,0.334545454545455,0.353127014829142
"TGFR",-0.149812030075188,-0.139285714285714,-0.125,-0.300804597701149,-0.1,-0.26,-0.276666666666667,-0.284869513641756,-0.238441646241845,-0.00761441195770235,0.021430438096202,-0.377694235588972,0.0133423787572572,-0.361904761904762,-0.00553777932353708,0.00648174896933586,0.00763321043966358,0.00333333333333333,0,0.0142857142857143,0.0333333333333333,0.151190476190476,-0.0651254441400635,0.16,0.0611904761904762,-0.151190476190476,-0.151190476190476,-0.154114452798663,0.164761904761905,0.0661550151975684,0.102580053356373,0.139950692103017,0.119342954659974,-0.0089937106918239,-0.015572658060245,0.0100539083557951,0.0157142857142857,0.15978354978355,0.127530329446805,0.363448275862069,0.374239642768544,0.36,0.29129207487567,0.396324372575274,0.397694235588972,0.418843404808317,0.0236965583831393,0.347884395036447,0.310179597701149,0.318654173972336,0.299042730748616,0.163765518447281,0.346002233330898,0.344222873900293,0.365067313336605
"cMet",-0.166666666666667,-0.133333333333333,-0.1,-0.19,-0.1,-0.1,-0.15,-0.247791908466066,-0.315773018546741,-0.138768070600811,0.103657925086496,-0.245,-0.0747619047619048,-0.225,-0.056969696969697,-0.0564997018485391,-0.0570646735999515,-0.15,-0.1,-0.1,-0.2,0.0371428571428571,-0.121619198312236,0.113333333333333,0.124444444444444,-0.0371428571428571,-0.0371428571428571,-0.0333692722371968,0.113333333333333,0.120189125295508,0.0523809523809524,0.144155844155844,0.144822683355292,0.0433333333333333,0.0549612403100775,0.0433333333333333,0.05,0.0811111111111111,0.249206349206349,0.151127819548872,0.170276755719085,0.114285714285714,0.186823755954191,0.271363636363636,0.255,0.297619047619048,0.138482685957685,0.278695518972058,0.217272727272727,0.223522727272727,0.256709956709957,0.166666666666667,0.24480931766646,0.23390022675737,0.22108703130375
"CD44",-0.133333333333333,-0.1,-0.1,-0.15,0,-0.1,-0.1,-0.23992673992674,-0.308473748473748,-0.13485347985348,0.105009276437848,-0.225,-0.07,-0.2,-0.0433333333333333,-0.0549612403100775,-0.0564997018485391,-0.2,-0.1,0,-0.1,0.0285714285714286,-0.125416666666667,0.133333333333333,0.113333333333333,-0.0285714285714286,-0.0285714285714286,-0.0371428571428571,0.113333333333333,0.124444444444444,0.0523809523809524,0.149206349206349,0.138572683355292,0.15,0.0433333333333333,0.05,0.1,0.0811111111111111,0.23015873015873,0.114285714285714,0.151127819548872,0.1,0.188997668997669,0.255,0.245,0.297619047619048,0.134156986212138,0.275305688463583,0.19,0.217272727272727,0.247619047619048,0.166666666666667,0.23390022675737,0.227777777777778,0.215204678362573
"ZEB1",-0.212769628990509,-0.194736842105263,-0.2,-0.162878787878788,-0.2,-0.158333333333333,-0.158333333333333,-0.224459716712715,-0.201410957218539,-0.234723186724684,-0.134916288374357,-0.129333333333333,-0.128172069535222,-0.133333333333333,-0.0356836378775026,-0.0340774199717544,-0.033686030539269,-0.0303939962476548,0,-0.0285714285714286,-0.0230769230769231,-0.0750528716186942,0.00168027839573255,0.0160919540229885,0.0268916303269685,0.0750528716186942,0.0750528716186942,0.0777300369730249,0.0233383308345827,0.0257105279647638,0.0219686019338016,0.153241746935194,-0.0290835288632956,0.0284332119339293,0.0298221008228182,0.0339654248190834,0.0358885017421603,0.142502616661224,0.151971722107624,0.120955882352941,0.120955882352941,0.122916666666667,0.167596392771768,0.132712447093375,0.130509803921569,0.138011695906433,0.177088483543718,0.178536949627976,0.160918003565062,0.163409106767909,0.109043046350128,0.215626771847652,0.244519148074302,0.238749917305072,0.248393842772081
