"","cateninmemb","AXIN2","Frizzled","DSH","STAT","Wnt","GLI","cMet","TCFLEF","CD44","ZEB2","LIV1","PAK1","TGF","TGFR","NOTCHic","CDC42","Jagged","SUFU","Csl","FUS","AKT","DELTA","HEY1","ILK","IKK","RAS","TWIST1","SNAI1","TrCP","SMAD","SHH","NFB","RAF","PI3K","Patched","SMO","RKIP","NOTCH","Csn","KLF4","FOXC2","Destcompl","EGR1","cfos","MEK","ERK","cateninnuc","SOSGRB2","SRC","SNAI2","miR200","GSK3","Ecadherin","ZEB1"
"IKK",-0.273877212173302,-0.145238095238095,-0.111111111111111,-0.1,-0.1,-0.118803418803419,-0.114188034188034,-0.118803418803419,-0.118142836447921,-0.114188034188034,-0.00428571428571428,-0.1,-0.05,-0.0434747474747475,-0.0474747474747475,-0.00432900432900433,-0.0611111111111111,-0.110602936582318,0.1,-0.00909090909090909,0.12,0.19967824967825,-0.0738656987295826,0.105263157894737,0.104861111111111,0.202380952380952,0.0780910508422586,-0.00875816993464052,-0.00724484026010744,-0.2,-0.109811606160616,0.131111111111111,0.285714285714286,0.0738656987295826,0.0738656987295826,0.131111111111111,0.12,-0.0140255009107468,0.0154401154401154,-0.3,-0.0168498168498168,0.0545743145743146,-0.0150807096154905,-0.05,-0.0357142857142857,-0.0481587301587302,-0.0637142857142857,0.116455072734841,-0.0892857142857143,0.111111111111111,0.3491400304414,-0.00304347826086956,0.0627289377289377,0.326986537676024,-0.0057593984962406
"SNAI2",-0.340609987746647,-0.179640297100487,-0.121948051948052,-0.129090909090909,-0.129090909090909,-0.126173404060728,-0.123499607269284,-0.126173404060728,-0.123816680859309,-0.124022866426319,0.022607300188798,-0.12,0.117647058823529,0.121862167386464,0.11813545931193,-0.147368421052632,0.122408963585434,-0.115998170726743,0.1,-0.149122807017544,0.12,-0.107703226699903,0.108713254138574,-0.0206148282097649,-0.0451374916163649,-0.108908045977011,-0.107800012129442,-0.107593210546031,0.030972513250339,0.1,0.0475298361139725,0.106586747375006,-0.0916666666666667,-0.108713254138574,-0.108713254138574,0.107995198079232,0.114117647058824,0.0391666666666667,0.147368421052632,0.0666666666666667,0.00519230769230769,-0.0930050006570312,0.0640835734580865,0.1,0.129411764705882,0.144488606253312,0.143137254901961,0.124748357877943,0.184178498985801,0.121948051948052,0.383776707567068,-0.00730196012687088,0.0696157075453889,0.471806514634959,0.0187027480595763
"KLF4",-0.254295979539882,-0.124022866426319,-0.0156862745098039,-0.0333333333333333,-0.0333333333333333,-0.0273141814865481,-0.0204176297624102,-0.0273141814865481,-0.0222305694464143,-0.021227224964809,0.0226315789473684,-0.0333333333333333,0.0772727272727273,0.0722320768662232,0.0639393939393939,-0.0967464114832536,0.0732727272727273,-0.015272363818091,0,-0.107272727272727,0.0333333333333333,-0.0631746031746032,0.0673076923076923,-0.0174942704354469,-0.0346666666666667,-0.0742857142857143,-0.0614253393665158,-0.000248366013071898,0.0345670996704334,0.1,0.0346666666666667,0.011491935483871,-0.06,-0.0673076923076923,-0.0673076923076923,0.0104166666666667,0.0166666666666667,0.0470727685013399,0.0977773393183051,0,0.0037037037037037,-0.0591898008110954,0.011555792200429,0.08,0.125454545454545,0.126182259220464,0.131336898395722,0.0238494984626036,0.144311034877073,0.0156862745098039,0.0993551712529063,-0.00645095645095645,0.0182121416178115,0.297598419615606,0.0200257997936017
"HEY1",-0.254295979539882,-0.124022866426319,-0.0156862745098039,-0.0333333333333333,-0.0333333333333333,-0.0273141814865481,-0.0204176297624102,-0.0273141814865481,-0.0222305694464143,-0.021227224964809,0.0226315789473684,-0.0333333333333333,0.0772727272727273,0.0722320768662232,0.0639393939393939,-0.0967464114832536,0.0732727272727273,-0.015272363818091,0,-0.107272727272727,0.0333333333333333,-0.0631746031746032,0.0673076923076923,-0.0174942704354469,-0.0346666666666667,-0.0742857142857143,-0.0614253393665158,-0.000248366013071898,0.0345670996704334,0.1,0.0346666666666667,0.011491935483871,-0.06,-0.0673076923076923,-0.0673076923076923,0.0104166666666667,0.0166666666666667,0.0470727685013399,0.0977773393183051,0,0.0037037037037037,-0.0591898008110954,0.011555792200429,0.08,0.125454545454545,0.126182259220464,0.131336898395722,0.0238494984626036,0.144311034877073,0.0156862745098039,0.0993551712529063,-0.00645095645095645,0.0182121416178115,0.297598419615606,0.0200257997936017
"FOXC2",-0.254295979539882,-0.124022866426319,-0.0156862745098039,-0.0333333333333333,-0.0333333333333333,-0.0273141814865481,-0.0204176297624102,-0.0273141814865481,-0.0222305694464143,-0.021227224964809,0.0226315789473684,-0.0333333333333333,0.0772727272727273,0.0722320768662232,0.0639393939393939,-0.0967464114832536,0.0732727272727273,-0.015272363818091,0,-0.107272727272727,0.0333333333333333,-0.0631746031746032,0.0673076923076923,-0.0174942704354469,-0.0346666666666667,-0.0742857142857143,-0.0614253393665158,-0.000248366013071898,0.0345670996704334,0.1,0.0346666666666667,0.011491935483871,-0.06,-0.0673076923076923,-0.0673076923076923,0.0104166666666667,0.0166666666666667,0.0470727685013399,0.0977773393183051,0,0.0037037037037037,-0.0591898008110954,0.011555792200429,0.08,0.125454545454545,0.126182259220464,0.131336898395722,0.0238494984626036,0.144311034877073,0.0156862745098039,0.0993551712529063,-0.00645095645095645,0.0182121416178115,0.297598419615606,0.0200257997936017
"Ecadherin",-0.254167774411677,-0.123816680859309,-0.0273141814865481,-0.0156862745098039,-0.0156862745098039,-0.0204176297624102,-0.0217509630957435,-0.021227224964809,-0.0238494984626036,-0.0222305694464143,0.0235794462459466,-0.0333333333333333,0.0732727272727273,0.067711281206187,0.0722320768662232,-0.0977773393183051,0.0639393939393939,-0.0159588626739262,0.0333333333333333,-0.0967464114832536,0.0166666666666667,-0.0748629148629149,0.0614253393665158,-0.015480847616655,-0.0346666666666667,-0.0631746031746032,-0.0614253393665158,-0.00192434366670318,0.0329848211894207,0,0.0329717514124294,0.00834232918465837,-0.0742857142857143,-0.0614253393665158,-0.0614253393665158,0.011491935483871,0.0104166666666667,0.0466982366661339,0.0988925809539929,0.06,0.00623534927332396,-0.0566726383396996,0.0125809552945576,0.125454545454545,0.131336898395722,0.135986180789092,0.126182259220464,0.022262196875302,0.144311034877073,0.0273141814865481,0.100258241692401,-0.0040300998401557,0.017329139410306,0.198280016499734,0.0176561315471562
"cateninmemb",0.0883194305095563,-0.123816680859309,-0.0273141814865481,-0.0156862745098039,-0.0156862745098039,-0.0204176297624102,-0.0217509630957435,-0.021227224964809,-0.0238494984626036,-0.0222305694464143,0.0235794462459466,-0.0333333333333333,0.0732727272727273,0.067711281206187,0.0722320768662232,-0.0977773393183051,0.0639393939393939,-0.0159588626739262,0.0333333333333333,-0.0967464114832536,0.0166666666666667,-0.0748629148629149,0.0614253393665158,-0.015480847616655,-0.0346666666666667,-0.0631746031746032,-0.0614253393665158,-0.00192434366670318,0.0329848211894207,0,0.0329717514124294,0.00834232918465837,-0.0742857142857143,-0.0614253393665158,-0.0614253393665158,0.011491935483871,0.0104166666666667,0.0466982366661339,0.0988925809539929,0.06,0.00623534927332396,-0.0566726383396996,0.0125809552945576,0.125454545454545,0.131336898395722,0.135986180789092,0.126182259220464,0.022262196875302,0.144311034877073,0.0273141814865481,0.100258241692401,-0.0040300998401557,0.017329139410306,-0.110240896770184,0.0176561315471562
"RAF",-0.219180861533803,-0.147691045475856,-0.1,-0.1,-0.1,-0.09,-0.116923076923077,-0.0947368421052632,-0.11117040853883,-0.12165991902834,0.0376461023433764,0,-0.0666666666666667,-0.0275656430796618,-0.0247619047619048,-0.151515151515152,-0.02,-0.166355404640634,0.1,-0.133333333333333,0.133333333333333,0.11482683982684,-0.0688311688311688,0.156987998451413,0.144373127941806,0.117857142857143,0.0474636474636475,0.00951574569221628,0.0282038255992862,-0.1,-0.131501840813093,0.156087431693989,0.142857142857143,0.0688311688311688,0.0688311688311688,0.141333333333333,0.153333333333333,-0.229341736694678,0.13997668997669,-0.1,0.0396461023433764,0.0402004126142057,0.0553758088601294,-0.26,-0.31,-0.300755685986794,-0.285862068965517,0.116513919989211,-0.199047619047619,0.1,0.442238444949583,0.0111108958322648,-0.0643026004728132,0.244266136973497,0.0260946915351506
"cateninnuc",-0.164521759558654,-0.261937952114471,-0.109643324711818,-0.113752913752914,-0.113752913752914,-0.10746941166834,-0.110631467004308,-0.108801222931658,-0.110407491528218,-0.111975826106261,0.045527201668903,-0.106060606060606,0.112571428571429,0.115563138964133,0.117964885689024,-0.193537131928933,0.120263736263736,-0.102117141026987,0.0888888888888889,-0.191211550533584,0.0688888888888889,-0.0745236742424242,0.0657187407187407,-0.0249529346827686,-0.055015873015873,-0.0737424242424242,-0.0679072929072929,-0.0829917405068606,0.114310657469436,0.0333333333333333,0.0576079603282877,0.0635553133108791,-0.0617424242424242,-0.0657187407187407,-0.0657187407187407,0.0629017185396373,0.0672495446265938,0.13576546613023,0.191264404656206,0.0708333333333333,0.0150257018584421,-0.0610369521189193,-0.0146236153405475,0.197101449275362,0.192339544513458,0.20683263474688,0.204997772361559,0.0105455749305926,0.246860027103484,0.110975135975136,0.201323264952369,-0.00694516075269273,-0.00164291931450168,0.11267921925323,0.0378454632611856
"PI3K",-0.104560317539495,-0.114285714285714,-0.0555555555555556,0,0,-0.0599033816425121,-0.0522110739502044,-0.0599033816425121,-0.0550359327072665,-0.0522110739502044,0.102634013340474,-0.1,-0.05,-0.0588340506934481,-0.0596470588235294,-0.0730769230769231,-0.0676470588235294,0.0215789473684211,0,-0.05,-0.05,0.000150829562594268,0.0137489177489177,-0.0538795277973968,-0.0607202881152461,0.00784313725490196,-0.00963932870782186,0.00759144237405107,0.0177053140096618,0,0.0615202881152461,-0.0136752136752137,-0.0333333333333333,-0.0137489177489177,-0.0137489177489177,-0.00256410256410257,-0.0333333333333333,0.0418390433096315,0.0892059553349876,-0.0333333333333333,0.113815789473684,0.0850963995354239,0.00623665191971803,0.0666666666666667,0.0952380952380952,0.0909950865592139,0.0893557422969188,0.0556544894082975,0.122692307692308,0.0555555555555556,0.140231781344848,0.0181120017185591,0.0476190476190476,0.0849959997209108,0.04504057321843
"ILK",-0.104560317539495,-0.114285714285714,-0.0555555555555556,0,0,-0.0599033816425121,-0.0522110739502044,-0.0599033816425121,-0.0550359327072665,-0.0522110739502044,0.102634013340474,-0.1,-0.05,-0.0588340506934481,-0.0596470588235294,-0.0730769230769231,-0.0676470588235294,0.0215789473684211,0,-0.05,-0.05,0.000150829562594268,0.0137489177489177,-0.0538795277973968,-0.0607202881152461,0.00784313725490196,-0.00963932870782186,0.00759144237405107,0.0177053140096618,0,0.0615202881152461,-0.0136752136752137,-0.0333333333333333,-0.0137489177489177,-0.0137489177489177,-0.00256410256410257,-0.0333333333333333,0.0418390433096315,0.0892059553349876,-0.0333333333333333,0.113815789473684,0.0850963995354239,0.00623665191971803,0.0666666666666667,0.0952380952380952,0.0909950865592139,0.0893557422969188,0.0556544894082975,0.122692307692308,0.0555555555555556,0.140231781344848,0.0181120017185591,0.0476190476190476,0.0849959997209108,0.04504057321843
"SMAD",0.0300336650785746,0.0556920298311207,0.0119047619047619,0.0285714285714286,0.0285714285714286,0.0234432234432234,0.0169684032993386,0.0236694677871148,0.0197074596460022,0.0182149223325694,0.103518784513151,0,-0.00238095238095238,-0.00588030770182014,-0.00667712045082413,0.137733990147783,-0.0150570087189805,0.129412791509566,-0.175,0.134285714285714,-0.1375,-0.11562091503268,-0.104169379383353,-0.137391947090695,-0.134358335728199,-0.102287581699346,0.102195695172827,0.085853097906307,0.13488825869471,0.15,0.0338821452520083,-0.147806776712936,-0.127777777777778,0.104169379383353,0.104169379383353,-0.148922018348624,-0.1425,0.185930119171661,-0.14487684729064,0.0944444444444444,0.0965418289189676,0.184072096465643,-0.0261283648468089,0.228571428571429,0.238248847926267,0.232390171718754,0.226620940949523,-0.0198087767685959,0.0977891156462585,-0.0119047619047619,0.0956806713401302,-0.0079851726421136,0.0977110886885323,0.0239615683024755,0.105269053281215
"AKT",-0.10445838074031,-0.116090768437339,-0.0599033816425121,-0.0555555555555556,-0.0555555555555556,-0.0522110739502044,-0.0550043700395899,-0.0522110739502044,-0.0556544894082975,-0.0550359327072665,0.10674360238157,0,-0.0676470588235294,-0.057927706282572,-0.0588340506934481,-0.0892059553349876,-0.0596470588235294,0.0202544440571628,-0.05,-0.0730769230769231,-0.0333333333333333,-0.106919877508113,0.00963932870782186,-0.0576389262936374,-0.0615202881152461,0.000150829562594268,-0.0171092082258941,0.00728563197649755,0.0224672187715666,-0.0333333333333333,0.056469783064741,-0.0168331084120558,0.00784313725490196,-0.00963932870782186,-0.00963932870782186,-0.0136752136752137,-0.00256410256410257,0.0461868693965881,0.079449857774012,0.0333333333333333,0.102704678362573,0.0881039183324164,0.00681564282128958,0.0952380952380952,0.0893557422969188,0.092260909344024,0.0909950865592139,0.0544237201775282,0.127136752136752,0.0599033816425121,0.13993027380716,0.0127644081356714,0.0508448540706605,0.0837838785087895,0.0464104362321286
"NOTCHic",0.0158845409633278,0.0477088948787062,0.0230769230769231,0,0,0.00792540792540793,0.0133017520114294,0.00792540792540793,0.00893011750154607,0.0134199134199134,0.106763285024155,0.1,-0.0111111111111111,0.000765609661438715,-0.00878853046594982,0.0331797235023042,0.000888888888888889,0.0323448932720456,-0.1,0.142857142857143,-0.075,-0.0568475452196382,-0.0115415019762846,-0.154604236343367,-0.0480952380952381,-0.0777777777777778,0.00809322611421562,0.107632555164695,0.160533170533171,0,0.0373038711887633,-0.0493784362380188,-0.0444444444444444,0.0115415019762846,0.0115415019762846,-0.0483031674208145,-0.0365384615384615,0.204136934782879,-0.0410744603444094,0.1,0.107556935817805,0.224772876892693,-0.025166456175802,0.22,0.253333333333333,0.249047619047619,0.260476190476191,-0.0106095068145232,0.110861244019139,-0.0230769230769231,0.111386156641373,-0.00485599179240798,0.0343062284284855,0.0424166430500992,0.111787439613527
"CDC42",-0.040117757071637,0.0207717569786535,0.02,0,0,0.00148148148148148,0.0120077972709552,0.00148148148148148,0.00437150021308437,0.0122922922922923,0.107125562089242,0.1,0.114285714285714,0.0237713267125032,0.0131652661064426,0.0256410256410256,0.019047619047619,0.0352777777777778,-0.1,0.0333333333333333,-0.0571428571428571,-0.0592105263157895,0.0199346405228758,-0.0583708145927036,-0.0529100529100529,-0.075,-0.0211541527179978,0.0975930735930736,0.157659049810949,0,0.0400068271036013,-0.0371906468680662,-0.05,-0.0199346405228758,-0.0199346405228758,-0.0334869431643625,-0.0238095238095238,0.205034965034965,-0.0302564102564103,0.1,0.104571428571429,0.218393113342898,-0.0298731787976164,0.22,0.28,0.279263080324245,0.284347826086957,-0.00770483354641771,0.143055555555556,-0.02,0.157808639049515,-0.0040701128936423,0.0612959956709957,0.08454194593502,0.11089588377724
"STAT",-0.210905240806577,-0.120608019431549,-0.0589285714285714,-0.0714285714285714,-0.0714285714285714,-0.063474025974026,-0.0609530175706646,-0.063474025974026,-0.0637490401291663,-0.0609099234099234,0.110866057019903,0.1,0.0409090909090909,0.0515275755264314,0.0481459330143541,-0.0213566507684155,0.0534090909090909,0.0125540255594776,-0.05,-0.00784313725490196,-0.025,-0.0682485875706215,0.0861714226633581,-0.0546666666666667,-0.0545893719806763,-0.0733333333333333,-0.0921415719170895,0.0229084591903183,0.135817086139667,0,0.0476928202565384,-0.0077193524044728,-0.04,-0.0861714226633581,-0.0861714226633581,-0.00329457364341085,0.00833333333333333,0.17842824967825,0.0145605342635611,0.1,0.208863141216082,0.192488070892979,0.0339939147276407,0.233333333333333,0.253333333333333,0.269905123339658,0.270980392156863,0.0619611974593213,0.246182266009852,0.0589285714285714,0.132427564304851,-0.00372938877194432,0.0889942145082332,0.189412417335782,0.111511565357719
"SNAI1",-0.036963208683928,0.0168354417215836,0.0120077972709552,0.00148148148148148,0.00148148148148148,0.00273950458802834,0.00657862707431719,0.00437150021308437,0.00811862664986598,0.00770483354641771,0.112676042031341,0.02,0.0131652661064426,0.0229064844773542,0.0243177747999349,0.0357509157509158,0.0237713267125032,0.0285206503869441,-0.0238095238095238,0.0302564102564103,-0.0334869431643625,-0.0673123781676413,0.0252450618089069,-0.0425094700548885,-0.0425874722648916,-0.0721734892787524,-0.0237672292965916,0.0971415685763512,0.0514495525330712,0.05,0.0456625030151991,-0.0310547245379691,-0.0592105263157895,-0.0252450618089069,-0.0252450618089069,-0.0331906468680662,-0.0371906468680662,0.207732669558879,-0.0288121402407117,0.075,0.113998934827493,0.222802700163211,-0.0322650960908495,0.284347826086957,0.279263080324245,0.292195815750254,0.287263080324245,-0.00904789872007765,0.147157928056957,-0.0122922922922923,0.156107013381701,-0.00176366214587439,0.06162842891432,0.0840782205048344,0.108500721561952
"Csl",0.0169548773547651,0.0448811313825622,0.00792540792540793,0.0230769230769231,0.0230769230769231,0.0133017520114294,0.00765659072110685,0.0134199134199134,0.0106095068145232,0.00893011750154607,0.113945605466144,0,0.000888888888888889,0.00280642598796933,0.000765609661438715,0.0410744603444094,-0.00878853046594982,0.0255740599387122,-0.075,0.0331797235023042,-0.0365384615384615,-0.065374677002584,-0.00809322611421562,-0.139571556604805,-0.0373038711887633,-0.0568475452196382,0.00735793199656856,0.110115625142121,0.153813802944238,0.1,0.0384149822998744,-0.0450680914104326,-0.0777777777777778,0.00809322611421562,0.00809322611421562,-0.0493784362380188,-0.0483031674208145,0.212892695151543,-0.0438017330716821,0.0444444444444444,0.107556935817805,0.230520003329474,-0.0269336712885381,0.253333333333333,0.260476190476191,0.254482401656315,0.249047619047619,-0.011124086574386,0.11167425214922,-0.00792540792540793,0.110416730839732,-0.00812396564861713,0.0338644022134634,0.0403236197942852,0.113997384364908
"PAK1",-0.038103105056985,0.0163692412553831,0.00148148148148148,0.02,0.02,0.0120077972709552,0.00273950458802834,0.0122922922922923,0.00770483354641771,0.00437150021308437,0.114521060481525,0,0.019047619047619,0.0243177747999349,0.0237713267125032,0.0302564102564103,0.0131652661064426,0.0254618268575324,-0.0571428571428571,0.0256410256410256,-0.0238095238095238,-0.0721734892787524,0.0211541527179978,-0.0407237557691742,-0.0400068271036013,-0.0592105263157895,-0.0252450618089069,0.0986800301148127,0.150737808760829,0.1,0.0425874722648916,-0.0331906468680662,-0.075,-0.0211541527179978,-0.0211541527179978,-0.0371906468680662,-0.0334869431643625,0.214427230228335,-0.0357509157509158,0.05,0.106210772833724,0.22597932023945,-0.03242956977506,0.28,0.284347826086957,0.287263080324245,0.279263080324245,-0.00811862664986598,0.146025852585259,-0.00148148148148148,0.156542816264705,-0.00762341238602809,0.0627505411255411,0.0826734338242933,0.113789774452481
"LIV1",-0.038103105056985,0.0163692412553831,0.00148148148148148,0.02,0.02,0.0120077972709552,0.00273950458802834,0.0122922922922923,0.00770483354641771,0.00437150021308437,0.114521060481525,0,0.019047619047619,0.0243177747999349,0.0237713267125032,0.0302564102564103,0.0131652661064426,0.0254618268575324,-0.0571428571428571,0.0256410256410256,-0.0238095238095238,-0.0721734892787524,0.0211541527179978,-0.0407237557691742,-0.0400068271036013,-0.0592105263157895,-0.0252450618089069,0.0986800301148127,0.150737808760829,0.1,0.0425874722648916,-0.0331906468680662,-0.075,-0.0211541527179978,-0.0211541527179978,-0.0371906468680662,-0.0334869431643625,0.214427230228335,-0.0357509157509158,0.05,0.106210772833724,0.22597932023945,-0.03242956977506,0.28,0.284347826086957,0.287263080324245,0.279263080324245,-0.00811862664986598,0.146025852585259,-0.00148148148148148,0.156542816264705,-0.00762341238602809,0.0627505411255411,0.0826734338242933,0.113789774452481
"TGFR",0.0609793659318651,0.072583849944365,0.0385714285714286,0.0285714285714286,0.0333333333333333,0.032911051212938,0.0361368576645509,0.0376729559748428,0.0440126688935031,0.0416203243958954,0.12890449331622,0.1,0.08,-0.00919706180344478,-0.013452380952381,0.0695402298850575,0.0990476190476191,0.180404367035922,-0.193333333333333,0.0833333333333333,-0.21,-0.245883604359737,0.0446428571428572,-0.191630820751176,-0.187761485826002,-0.25983709273183,-0.0469820384294069,0.171681165150916,0.187831689629759,0.233333333333333,0.189540845256607,-0.189816871225404,-0.244047619047619,-0.0446428571428572,-0.0446428571428572,-0.185862068965517,-0.185862068965517,0.252380952380952,-0.0731373521872158,0.258333333333333,0.136577857687698,0.266935976023217,-0.0532938597707125,0.414285714285714,0.440601503759399,0.447937881232762,0.456157059314954,-0.0426840595046634,0.404369720597791,-0.0433333333333333,-0.0339012856513619,-0.0135182037712627,0.216538531322813,-0.0215734892136215,0.147970512953027
"Jagged",0.0246862996158771,0.0571428571428571,0.1,0,0,0,0.0230769230769231,0,0.00792540792540793,0.0230769230769231,0.128985507246377,0,0,0.000888888888888889,-0.0111111111111111,0.2,0,0.0324675324675325,0,0.1,0,-0.0444444444444444,0.0266666666666667,-0.133333333333333,-0.0333333333333333,-0.1,0.0187878787878788,0.121,0.15,0,0.0380952380952381,-0.0365384615384615,0,-0.0266666666666667,-0.0266666666666667,-0.075,-0.1,0.21025641025641,-0.142857142857143,0,0.133333333333333,0.241428571428571,-0.0252972972972973,0.1,0.2,0.253333333333333,0.22,-0.0134199134199134,0.08,-0.1,0.113574660633484,0.00606060606060606,0.0340996168582375,0.0412631578947368,0.102898550724638
"TGF",0.060517472167431,0.0712962962962963,0.0285714285714286,0.1,0.1,0.0385714285714286,0.032911051212938,0.0433333333333333,0.0416203243958954,0.0376729559748428,0.134564870674711,0,0.08,-0.013452380952381,0.0990476190476191,0.0833333333333333,0.08,0.174607265586647,-0.133333333333333,0.0933333333333333,-0.193333333333333,-0.25983709273183,0.0428571428571429,-0.179690522243714,-0.17969696969697,-0.244047619047619,-0.0446428571428572,0.172037037037037,0.181636999364272,0.2,0.187761485826002,-0.185862068965517,-0.258333333333333,-0.0428571428571429,-0.0428571428571429,-0.185862068965517,-0.21,0.252380952380952,-0.0695402298850575,0.233333333333333,0.147292143401983,0.275232919254658,-0.0522857952545834,0.4,0.414285714285714,0.456157059314954,0.440601503759399,-0.0440126688935031,0.390789473684211,-0.0333333333333333,-0.0292716560217323,-0.00911937679179059,0.213360047215233,-0.0183366919393456,0.146083720500196
"RAS",-0.121631203863037,-0.151225296442688,-0.1,-0.1,-0.1,-0.117647058823529,-0.125980392156863,-0.117647058823529,-0.132900741311254,-0.12828535669587,0.13630706921944,0,0.06,0.0927548048922539,0.0917647058823529,0.00526315789473684,0.08,-0.147305342006702,0.1,0,0.1,0.126666666666667,-0.0856410256410256,0.0130434782608696,0.105194805194805,0.126666666666667,-0.0162820512820513,0.0961811238406983,0.1431465093412,-0.1,-0.107235621521336,0.115864406779661,0.133333333333333,0.0856410256410256,0.0856410256410256,0.104,0.1,0.0188993710691824,0.0041708043694141,-0.1,0.133214285714286,0.182222222222222,0.102167301585906,-0.08,-0.13,-0.100485036119711,-0.114210526315789,0.131484310716354,-0.119047619047619,0.1,0.393215557112013,-0.0604923076923077,-0.0777648578811369,0.132070486516961,0.131631075110457
"CD44",-0.235915750915751,-0.16,-0.1,0,0.1,-0.1,-0.146666666666667,0,-0.13968992248062,-0.146666666666667,0.16984126984127,0.1,0.0666666666666667,0.125277777777778,0.114166666666667,-0.0714285714285714,0.126666666666667,-0.185641025641026,0.1,0,0.1,0.193333333333333,0,0.115204678362573,0.161111111111111,0.2,-0.0142857142857143,0.171501831501831,0.232881446039341,-0.1,-0.150907029478458,0.168181818181818,0.2,0,0,0.15,0.15,-0.00629629629629629,0.0661654135338346,-0.2,0.26984126984127,0.245416666666667,0.150152788388083,-0.2,-0.25,-0.22,-0.23,0.156612999403697,-0.333333333333333,0,0.421609501609502,-0.0670487483530962,-0.226785714285714,0.253864401259364,0.150793650793651
"cMet",-0.25335347333568,-0.167936507936508,-0.1,-0.1,0,-0.146666666666667,-0.137575757575758,-0.146666666666667,-0.156612999403697,-0.13968992248062,0.170851370851371,0.1,0.126666666666667,0.131660756501182,0.125277777777778,-0.0661654135338346,0.114166666666667,-0.176945373467113,0.1,-0.0714285714285714,0.15,0.205833333333333,0.0142857142857143,0.105400756793946,0.150907029478458,0.193333333333333,-0.00862533692722372,0.172625427007449,0.237966191802053,-0.2,-0.159997938569367,0.171306818181818,0.2,-0.0142857142857143,-0.0142857142857143,0.168181818181818,0.15,-0.00629629629629629,0.0895696688529835,-0.2,0.26984126984127,0.241619198312236,0.158260896496191,-0.25,-0.23,-0.218181818181818,-0.22,0.154353112398047,-0.333333333333333,0,0.435478114748188,-0.0576737483530962,-0.234850230414747,0.270912747315343,0.145743145743146
