"","ZEB1","GSK3","SOSGRB2","ZEB2","cfos","NOTCHic","Csn","NOTCH","MEK","Csl","Jagged","ILK","cMet","ERK","Wnt","PAK1","GLI","SMAD","RAF","cateninmemb","TGFR","CDC42","DSH","KLF4","Ecadherin","TrCP","STAT","LIV1","TWIST1","FOXC2","RAS","PI3K","DELTA","Frizzled","SUFU","TGF","RKIP","cateninnuc","TCFLEF","SRC","CD44","AKT","IKK","SHH","HEY1","AXIN2","SNAI2","Patched","SNAI1","NFB","Destcompl","SMO","FUS","EGR1","miR200"
"FOXC2",0.0461609907120743,-0.136288350391427,-0.0647798742138365,-0.0147626418988648,-0.0927272727272727,0.000382775119617226,-0.1,-0.00064815271543432,-0.0999437675726335,0.0109090909090909,0.00427967834264686,-0.00266666666666667,-0.00770633834929321,-0.0927272727272727,-0.00770633834929321,0.00909090909090909,-0.00425806248722424,0.00747826086956522,-0.107179487179487,-0.0771782429404381,0.0224242424242424,0.0210909090909091,-0.0333333333333333,-0.0037037037037037,-0.05958376689538,-0.1,-0.0333333333333333,-0.0333333333333333,-0.0126274509803922,0.0364774484102978,0.110120663650075,0.107179487179487,0.107179487179487,-0.00392156862745098,0,-0.0219364375461936,0.0409503195217481,0.00437543458956277,0.00275650557337348,-0.00392156862745098,0.00509764269711929,0.0958730158730159,0.0847619047619048,0.0133064516129032,0.00154316271963331,0.101096667984446,0.111115284852416,0.0208333333333333,0.0542612440145703,0.08,0.149966063007805,0.0333333333333333,0.0333333333333333,0.12,-0.0383719983719984
"RKIP",-0.00613390722142515,-0.355082742316785,0.20247619047619,-0.0134519368723099,0.21,0.260606060606061,0,0.245221445221445,0.18960381511372,0.233333333333333,0.0985710243350311,0.109456568249893,-0.0157894736842105,0.178965517241379,-0.01,-0.0333333333333333,-0.0215384615384615,0.120347657358804,-0.284090909090909,0.130733590733591,-0.00857142857142857,-0.0133333333333333,0,-0.0054519368723099,-0.172619291167266,0,0,0,0.0589691027926322,-0.00104627173592691,0.302039627039627,0.284090909090909,0.284090909090909,0,-0.1,0.00202937249666221,0.263235294117647,0.0340042106012375,0.032223040117777,0,0.0273279352226721,0.0383658008658009,0.0232142857142857,-0.118251366120219,-0.0913279132791328,0.0225035161744023,0.397841697266422,-0.113333333333333,0.0454581705951438,-0.0142857142857143,0.342728101693639,-0.133333333333333,-0.133333333333333,-0.21,0.00346677455935903
"RAF",-0.00613390722142515,-0.355082742316785,0.20247619047619,-0.0134519368723099,0.21,0.260606060606061,0,0.245221445221445,0.18960381511372,0.233333333333333,0.0985710243350311,0.109456568249893,-0.0157894736842105,0.178965517241379,-0.01,-0.0333333333333333,-0.0215384615384615,0.120347657358804,-0.284090909090909,0.130733590733591,-0.00857142857142857,-0.0133333333333333,0,-0.0054519368723099,-0.172619291167266,0,0,0,0.0589691027926322,-0.00104627173592691,0.302039627039627,0.284090909090909,0.284090909090909,0,-0.1,0.00202937249666221,0.263235294117647,0.0340042106012375,0.032223040117777,0,0.0273279352226721,0.0383658008658009,0.0232142857142857,-0.118251366120219,-0.0913279132791328,0.0225035161744023,0.397841697266422,-0.113333333333333,0.0454581705951438,-0.0142857142857143,0.342728101693639,-0.133333333333333,-0.133333333333333,-0.21,0.00346677455935903
"MEK",0.00100894992143199,-0.361716648950691,0.191365079365079,-0.0134519368723099,0.178965517241379,0.245221445221445,0.0142857142857143,0.244491518214146,0.0979371484470531,0.260606060606061,0.100210368597326,0.120347657358804,-0.0273279352226721,0.18960381511372,-0.0215384615384615,-0.0133333333333333,-0.0264335664335664,0.119978653668767,-0.302039627039627,0.130489688294566,-0.00202937249666221,-0.00857142857142857,0,-0.0132950741272119,-0.172254992442311,0,0,0,0.0578702016937311,-0.00735257804223322,0.309976134976135,0.302039627039627,0.302039627039627,0.01,-0.133333333333333,-0.00526989757633049,0.263235294117647,0.0373499355083007,0.0340042106012375,0.0157894736842105,0.032223040117777,0.0418952126305068,0.0383658008658009,-0.12936247723133,-0.0986006405518601,0.0297107233816095,0.399788169285887,-0.118251366120219,0.0454581705951438,0.0232142857142857,0.350259482446777,-0.113333333333333,-0.133333333333333,-0.21,-0.00613074866045521
"TGFR",-0.065824367765562,0.0164754566684719,0.180523066926576,-0.0109159118493776,0.0255639097744361,0.206781609195402,-0.0416666666666667,0.21901182502274,0.0233112461519095,0.203333333333333,0.0962260677466863,0.0790811339198436,0.0523270440251572,0.0411194653299917,0.0713746630727763,0.142222222222222,0.0681488566211634,0.0908249061618365,-0.108928571428571,0.09703625981185,0.0517460317460317,0.151746031746032,-0.0857142857142857,-0.0185568086883876,-0.0752069950847298,0.0333333333333333,-0.0666666666666667,-0.1,-0.0351482799525504,-0.0569201090346904,0.108928571428571,0.108928571428571,0.108928571428571,-0.0657142857142857,-0.0733333333333333,-0.0467814927389395,0.0317316017316017,-0.0498324580554419,-0.0488581445036261,-0.0466666666666667,-0.0483796756041046,0.0269787841697266,0.0153508771929825,-0.0654377313461913,-0.0626884917770913,-0.0814754259675576,0.0768121188845174,-0.063742816091954,0.0473318274645708,0.0416666666666667,0.0155688308787572,-0.054367816091954,-0.0233333333333333,0.0428571428571429,0.0478587751390866
"ERK",0.00589083968521152,-0.36834698500882,0.194277700724303,-0.00857004710853037,0.18960381511372,0.244491518214146,-0.0232142857142857,0.251416725970379,0.0893020509540169,0.245221445221445,0.0990055493202178,0.119978653668767,-0.032223040117777,0.0979371484470531,-0.0264335664335664,-0.00857142857142857,-0.0276866992656466,0.124537924185484,-0.309976134976135,0.128649761891622,0.00526989757633049,-0.00202937249666221,0.01,-0.0132950741272119,-0.173181871947976,0.0142857142857143,0.0157894736842105,0,0.0596732530113455,-0.00786539855505373,0.312946432005838,0.309976134976135,0.309976134976135,0.0215384615384615,-0.133333333333333,-0.00664352394995686,0.264628051777814,0.0399888243971896,0.0373499355083007,0.0273279352226721,0.0340042106012375,0.0464823685938095,0.0418952126305068,-0.130811752593649,-0.0962115620535665,0.0334505607799834,0.402222795074886,-0.12936247723133,0.048930392817366,0.0383658008658009,0.355934040883455,-0.118251366120219,-0.113333333333333,-0.178965517241379,-0.00833663101339639
"SOSGRB2",-0.0312280701754386,-0.0534920463672217,0.0747222222222222,-0.000100250626566418,0.10952380952381,0.232167832167832,-0.1,0.213857973012903,0.0834795834795835,0.209090909090909,0.00478412450966272,-0.0032258064516129,0.00993788819875776,0.0743886743886744,0.0142857142857143,-0.0642857142857143,0.00703933747412008,0.0100609068351004,-0.0992467043314501,0.135785382785383,-0.0404395604395604,-0.0442857142857143,0,0.0056140350877193,-0.153615753655093,-0.1,0,0,0.0503188405797102,0.0294139194139194,0.108221063305809,0.0992467043314501,0.0992467043314501,-0.0142857142857143,0,0.0354750214324682,0.130226608187134,-0.00230708952946003,-0.000586248229268823,-0.0142857142857143,-0.00269151138716356,0.109649122807018,0.0929824561403509,-0.00127802220825476,0.0132575757575758,-0.00616061606160616,0.250866440527882,-0.0036036036036036,-0.0161535181236674,0.0666666666666667,0.120877072219354,-0.0333333333333333,-0.0333333333333333,-0.0761904761904762,0.0221680352682964
"SNAI2",-0.0451315292636879,0.18287925350082,0.0988505747126437,0.0164164044472414,0.127450980392157,0.0416666666666667,0.133333333333333,0.0442640692640693,0.129544250132485,0.0364035087719298,0.095488887300664,0.00335345405767941,0.0978708615328334,0.125490196078431,0.0978708615328334,-0.00588235294117647,0.100544658324277,-0.00382357943514356,0.155792313714888,0.180054305780987,-0.0196796667384903,-0.015406162464986,-0.0709090909090909,0.00519230769230769,-0.153780390142962,0.1,-0.0709090909090909,-0.08,-0.0835617641514284,-0.0680727374421608,-0.160815144765116,-0.155792313714888,-0.155792313714888,-0.0851948051948052,0.1,0.020921902763335,-0.0351666666666667,-0.10182215943607,-0.100890482417436,-0.0851948051948052,-0.101096667984446,-0.145215344135161,-0.136781609195402,0.0872823495595421,0.00468655816757083,-0.150543698319003,0.189910122581377,0.0802400960384154,-0.0493357056218593,-0.133333333333333,-0.198219373669421,0.0741176470588235,0.08,-0.133333333333333,0.0393366269525438
"TGF",0.0631828583315997,-0.0240549187711614,-0.164473684210526,0.0165762892078682,0.0428571428571429,-0.203333333333333,-0.0333333333333333,-0.206781609195402,-0.0411194653299917,-0.253333333333333,-0.0962260677466863,-0.0742424242424242,-0.0466666666666667,-0.0255639097744361,-0.0657142857142857,-0.12,-0.0713746630727763,-0.0790811339198436,0.116071428571429,-0.0954196316363303,-0.151746031746032,-0.142222222222222,0.1,0.0274853801169591,0.0743552063283414,0,0.1,0,0.0433333333333333,0.061723602484472,-0.108928571428571,-0.116071428571429,-0.116071428571429,0.0857142857142857,0.133333333333333,0.0517460317460317,-0.0303030303030303,0.0488581445036261,0.0483796756041046,0.0666666666666667,0.0523270440251572,-0.0153508771929825,-0.0416666666666667,0.063742816091954,0.0597034171502257,0.0844797178130512,-0.07565471147711,0.054367816091954,-0.0482167832167832,-0.0416666666666667,-0.0153672179755314,0.0233333333333333,0.0733333333333333,0,-0.0422869276317552
"CD44",-0.142857142857143,0.19702380952381,-0.335714285714286,0.0349206349206349,-0.275,-0.214285714285714,-0.1,-0.230075187969925,-0.335,-0.2,-0.158228438228438,-0.188888888888889,-0.15,-0.315,-0.05,-0.133333333333333,-0.0433333333333333,-0.178684807256236,0.157142857142857,-0.113809523809524,-0.113333333333333,-0.113333333333333,0,0.134920634920635,0.108924112474216,0,0.1,0.1,0.0894505494505494,0.11375,-0.171428571428571,-0.157142857142857,-0.157142857142857,0.1,0.1,0.113333333333333,-0.228888888888889,0.0379308288610614,0.0410077519379845,0.2,0.0433333333333333,0.0333333333333333,0,0.176363636363636,0.18187134502924,0.07,-0.222413142413142,0.14,-0.0588782562466773,0,-0.15512386772891,0.1,0.1,0.3,0.136359244620114
"RAS",-0.102816642120766,0.491692506459948,-0.177922077922078,0.0492452135493373,-0.19,-0.126315789473684,0,-0.150844091360477,-0.147481940144479,-0.1,-0.0795702739996058,-0.140692640692641,0.155882352941176,-0.184736842105263,0.155882352941176,-0.1,0.160049019607843,-0.144774273345702,0.341282051282051,0.0284361788025512,-0.1,-0.1,-0.1,0.0482142857142857,0.0521818143155374,-0.1,-0.1,0,0.00651391162029461,0.0822222222222222,-0.450897435897436,-0.341282051282051,-0.341282051282051,-0.15,0.1,0.100990099009901,-0.214100628930818,-0.178822315756976,-0.174573023972273,-0.15,-0.162265331664581,-0.0355555555555555,-0.0133333333333333,0.158135593220339,0.127075098814229,-0.18832674571805,-0.278688794086491,0.17,-0.0874729596853491,-0.0333333333333333,-0.448113781253316,0.15,0.1,0.14,0.1008
"ILK",0.284968109450314,-0.402248677248677,0.127307692307692,0.0581746109028353,0.0333333333333333,0.155769230769231,-0.0333333333333333,0.178349875930521,-0.0258759241401479,0.125,0.00894736842105263,0.183769507803121,-0.228985507246377,-0.00784313725490196,-0.228985507246377,0.3,-0.239754738015608,0.174969507803121,-0.37021645021645,-0.161515379195531,0.274352941176471,0.282352941176471,0.2,0.0699561403508772,0.0971080773077192,0,0.2,0.1,-0.0221701795472287,-0.241307781649245,0.39076439542193,0.37021645021645,0.37021645021645,0.233333333333333,0,-0.278417981826877,0.16953781512605,0.253598293260526,0.245969427281144,0.233333333333333,0.239754738015608,0.0120663650075415,-0.00588235294117647,-0.192521367521368,-0.168761981636565,0.276285714285714,0.0446700571714652,-0.18974358974359,0.177041062801932,0,0.500227950174139,-0.166666666666667,-0.1,-0.0333333333333333,-0.220263557148803
"Wnt",0.341654710664754,-0.511833855799373,0.142424242424242,0.0603060736489718,0.0333333333333333,0.142857142857143,-0.1,0.176190476190476,-0.00784313725490196,0.1,0.0105637254901961,0.178632478632479,-0.225,0.0333333333333333,-0.225,0.3,-0.230263157894737,0.199562711190618,-0.418796992481203,-0.161694915254237,0.326666666666667,0.333333333333333,0,0.0627450980392157,0.0845706417893672,-0.1,0.1,0,-0.0505882352941176,-0.286396761133603,0.44606971975393,0.418796992481203,0.418796992481203,0.1,0,-0.32231884057971,0.203333333333333,0.256729572275059,0.24812030075188,0.2,0.230263157894737,0.113333333333333,0.113333333333333,-0.187445887445887,-0.163076923076923,0.265454545454545,0.108965517241379,-0.163636363636364,0.226138716356108,0.133333333333333,0.534085213032581,-0.1,0,0,-0.261212121212121
"NFB",0.2920417134791,-0.281110751993105,0.0472534276868642,0.0651225765563334,0.0754285714285714,0.12034632034632,-0.285714285714286,0.131314062281804,0.0432717086834734,0.0965367965367965,0.0253378665390087,0.0891570407040704,0.0135897435897436,0.0465396825396825,0.0135897435897436,0.161111111111111,0.00909536156727168,0.0828373381018399,-0.157677462232561,0.0608526010966532,0.137074747474747,0.147474747474747,-0.0166666666666667,0.0726190476190476,-0.0467354677721784,-0.3,-0.0166666666666667,-0.05,-0.0587021475256769,-0.159532605508701,0.167627710988779,0.157677462232561,0.157677462232561,-0.00897435897435898,0.12,-0.136441836082342,0.168873476250525,-0.00578088325092881,-0.00836911854504646,-0.00897435897435898,-0.00963494132985659,0.146495066495066,0.144272844272844,-0.0291701672590746,-0.0810869084475896,-0.0300253292806484,0.231967546642966,-0.021941251596424,0.163481938489781,0.152380952380952,0.21068087296765,-0.00814814814814815,0.04,-0.0714285714285714,-0.224328897600932
"IKK",0.297022556390977,-0.272875457875458,0.0546218487394958,0.0739348370927318,0.0714285714285714,0.0965367965367965,-0.3,0.12034632034632,0.0465396825396825,0.0727272727272727,0.0224601686972821,0.0743055555555556,0.00897435897435898,0.0754285714285714,0.00897435897435898,0.15,0.0135897435897436,0.0891570407040704,-0.150635208711434,0.0601134247502962,0.147474747474747,0.161111111111111,-0.05,0.0706959706959707,-0.0459328995538798,-0.2,-0.05,-0.1,-0.0590196078431373,-0.159134199134199,0.157677462232561,0.150635208711434,0.150635208711434,-0.0166666666666667,0.1,-0.137074747474747,0.165027322404372,-0.00836911854504646,-0.00963494132985659,-0.0166666666666667,-0.0135897435897436,0.144272844272844,0.152380952380952,-0.021941251596424,-0.065015479876161,-0.0335714285714286,0.2283090100576,-0.00814814814814815,0.159372349448685,0.285714285714286,0.204534693565656,0.04,0.12,0,-0.22644370122631
"GLI",0.270577316948285,-0.259083828754581,-0.00626134927019883,0.097894777265745,0.0664285714285714,0.0681388152077807,0.1,0.0767102437792093,0.0646921862667719,0.0731388152077807,0.0740547713008184,0.151835021833133,-0.0936900078678206,0.0807142857142857,-0.0149525616698292,0.0883333333333333,-0.111973838265574,0.144807994806106,-0.0698789177338183,-0.136366837445972,0.0845814356972457,0.0814367816091954,0,0.10158815958816,0.108931716285138,0.0666666666666667,0.08,0.1,-0.0593128885828377,-0.166050051599587,0.066512581100155,0.0698789177338183,0.0698789177338183,0.0161290322580645,-0.0666666666666667,-0.0899932004031281,0.0705449300781972,0.0978344783158548,0.09586197383289,0.0961290322580645,0.0919658699367861,-0.0770324248120301,-0.0879699248120301,-0.0636489813599254,-0.148558591003413,0.123035929951691,-0.0745104630666089,-0.0780522735409953,0.0564685114702273,-0.0736842105263158,0.180030069824777,-0.0719298245614035,-0.0666666666666667,-0.0914285714285714,-0.17615078420032
"SNAI1",0.231888740831105,-0.166513737087994,0.165011312452,0.100518957358462,0.138039793662491,0.138424908424908,0.125,0.134751439037153,0.122900780209576,0.135128205128205,0.0994405198684791,0.160102406554019,-0.0874183093985074,0.126039793662491,-0.0860405077734988,0.117927170868347,-0.0884171074078681,0.163915444684401,-0.166771420566256,-0.125552304206572,0.131638050152997,0.123987776928953,0.0911111111111111,0.103193036981914,0.0945596597742579,0.15,0.0911111111111111,0.08,-0.0265503771590728,-0.11232139408289,0.168906067528489,0.166771420566256,0.166771420566256,0.0884795321637427,-0.2,-0.137081598540094,0.0392241036816732,0.0947228177592528,0.0933289096539353,0.0884084084084084,0.0911220131022111,-0.100170565302144,-0.115448343079922,-0.170439421883518,-0.152214386504227,0.11956420937553,-0.0640975233269775,-0.176070489844683,-0.0986726688000993,-0.130263157894737,0.160098822869761,-0.193070489844683,-0.196774193548387,-0.129565217391304,-0.146726421287841
"PAK1",0.223647658420281,-0.164467532467532,0.159350935093509,0.100887961048499,0.129565217391304,0.135128205128205,0.15,0.138424908424908,0.126039793662491,0.13974358974359,0.104616990456714,0.16784434203789,-0.0884084084084084,0.138039793662491,-0.0884795321637427,0.123809523809524,-0.0860405077734988,0.160102406554019,-0.169953238748074,-0.123652476918143,0.123987776928953,0.117927170868347,0.08,0.106619828259173,0.0931028439574004,0.1,0.08,0.1,-0.0254221720308677,-0.104824570702966,0.166771420566256,0.169953238748074,0.169953238748074,0.0911111111111111,-0.2,-0.131638050152997,0.0308559028448531,0.0933289096539353,0.0911220131022111,0.0911111111111111,0.0874183093985074,-0.115448343079922,-0.130263157894737,-0.176070489844683,-0.161142957932798,0.117466307277628,-0.0647344660021367,-0.193070489844683,-0.0027651954904908,-0.125,0.157631717606603,-0.196774193548387,-0.2,-0.16,-0.13990605625422
"EGR1",0.223647658420281,-0.164467532467532,0.159350935093509,0.100887961048499,0.129565217391304,0.135128205128205,0.15,0.138424908424908,0.126039793662491,0.13974358974359,0.104616990456714,0.16784434203789,-0.0884084084084084,0.138039793662491,-0.0884795321637427,0.123809523809524,-0.0860405077734988,0.160102406554019,-0.169953238748074,-0.123652476918143,0.123987776928953,0.117927170868347,0.08,0.106619828259173,0.0931028439574004,0.1,0.08,0.1,-0.0254221720308677,-0.104824570702966,0.166771420566256,0.169953238748074,0.169953238748074,0.0911111111111111,-0.2,-0.131638050152997,0.0308559028448531,0.0933289096539353,0.0911220131022111,0.0911111111111111,0.0874183093985074,-0.115448343079922,-0.130263157894737,-0.176070489844683,-0.161142957932798,0.117466307277628,-0.0647344660021367,-0.193070489844683,-0.0027651954904908,-0.125,0.157631717606603,-0.196774193548387,-0.2,-0.16,-0.13990605625422
"Csl",0.231926584283058,-0.156787461551867,0.151966779476407,0.103242853711266,0.131428571428571,0.108746058695125,0.133333333333333,0.109655149604216,0.133074534161491,0.114009216589862,0.078883109317712,0.17102089756766,-0.0693106893106893,0.142857142857143,-0.0692397924655989,0.138666666666667,-0.0692397924655989,0.164909786456549,-0.155225504131051,-0.116123982461983,0.142447229641805,0.135440860215054,0.0569230769230769,0.108395445134576,0.074664870215297,0.1,0.0569230769230769,0.08,-0.028802933887549,-0.114535122169001,0.154122562954581,0.155225504131051,0.155225504131051,0.066013986013986,-0.2,-0.149023193360626,0.0358706071172191,0.074559987175777,0.0731305989539359,0.066013986013986,0.0705351791066077,-0.104909560723514,-0.118087855297158,-0.170268498432144,-0.065474020154327,0.110749770377505,-0.0368290270772298,-0.183199532914903,0.0049554873467917,-0.111111111111111,0.153835195954846,-0.186425339366516,-0.192307692307692,-0.16,-0.145962234020718
"CDC42",0.214965986394558,-0.161558441558442,0.172222222222222,0.10378185172374,0.16,0.13974358974359,0.1,0.135128205128205,0.138039793662491,0.116666666666667,0.113819444444444,0.193650793650794,-0.0911111111111111,0.129565217391304,-0.0911111111111111,0.257142857142857,-0.0884795321637427,0.16784434203789,-0.162636165577342,-0.121820975086642,0.117927170868347,0.123809523809524,0.1,0.118095238095238,0.0915111484556703,0,0.1,0.1,-0.0189004329004329,-0.0944797431167589,0.169953238748074,0.162636165577342,0.162636165577342,0.08,-0.1,-0.123987776928953,0.0247785547785548,0.0911220131022111,0.0874183093985074,0.08,0.0884084084084084,-0.130263157894737,-0.125,-0.193070489844683,-0.190554722638681,0.118095238095238,-0.0652769614813411,-0.196774193548387,-0.0111184174475314,-0.15,0.154323446929911,-0.2,-0.2,-0.26,-0.131784228843052
"NOTCHic",0.223639291465378,-0.152811025616668,0.162535885167464,0.104347826086957,0.16,0.114009216589862,0.1,0.108746058695125,0.142857142857143,0.191428571428571,0.088258109317712,0.194761904761905,-0.066013986013986,0.131428571428571,-0.066013986013986,0.166666666666667,-0.0692397924655989,0.17102089756766,-0.146851119894598,-0.115665266865653,0.135440860215054,0.138666666666667,0.08,0.119824016563147,0.0743160330059947,0,0.08,0.1,-0.0249654621042533,-0.107063857801185,0.155225504131051,0.146851119894598,0.146851119894598,0.0569230769230769,-0.1,-0.142447229641805,0.0317231416794311,0.0731305989539359,0.0705351791066077,0.0569230769230769,0.0693106893106893,-0.118087855297158,-0.111111111111111,-0.183199532914903,-0.0935785953177257,0.108950284516322,-0.0376493104478487,-0.186425339366516,-0.00215913715913716,-0.133333333333333,0.15023982727721,-0.192307692307692,-0.2,-0.26,-0.138336961689563
"NOTCH",0.221417069243156,-0.151158133054685,0.185263157894737,0.115458937198068,0.26,0.191428571428571,0,0.114009216589862,0.131428571428571,0.12,0.0942183742183742,0.204761904761905,-0.0569230769230769,0.16,-0.0569230769230769,0.2,-0.066013986013986,0.194761904761905,-0.130909090909091,-0.115462427109061,0.138666666666667,0.166666666666667,0.1,0.13768115942029,0.0760005659309564,0,0.1,0,-0.0193050847457627,-0.100612244897959,0.146851119894598,0.130909090909091,0.130909090909091,0.08,0,-0.135440860215054,0.0274977895667551,0.0705351791066077,0.0693106893106893,0.08,0.066013986013986,-0.111111111111111,-0.133333333333333,-0.186425339366516,-0.104347826086957,0.106172506738544,-0.039853719265484,-0.192307692307692,-0.0111538461538462,-0.1,0.144573160610544,-0.2,-0.1,-0.2,-0.130822510822511
"ZEB1",-0.0874280490653187,-0.114112236926209,-0.219493177387914,0.120217354154209,-0.205333333333333,0.144240196078431,0.126666666666667,0.137628625830497,-0.202835276842014,0.152083333333333,0.106509340992079,0.0687145900316225,0.0124415995291175,-0.204156862745098,0.0221701063164478,-0.236973180076628,0.0183900375879254,0.0826568977239302,-0.103204075588354,-0.120510061111047,-0.209503158742118,-0.218132600366483,-0.0333333333333333,0.117828743850092,0.0228103767188439,0.166666666666667,-0.0256410256410256,-0.0333333333333333,0.175581553725471,0.227763793101718,0.105881240942685,0.103204075588354,0.103204075588354,-0.0260162601626016,-0.183333333333333,0.208322056379913,-0.133999849280313,-0.00824734823489531,-0.0085408903092593,-0.0183239524702939,-0.00827493286245079,-0.090830354574962,-0.0994017831463906,-0.119327142050609,-0.0575961689433192,0.0827667292312579,0.136000588264048,-0.111853832442068,-0.0996804139203201,-0.110877192982456,0.130117552319357,-0.11969696969697,-0.133333333333333,0.233333333333333,0.0246485989136585
"Jagged",0.236231884057971,-0.135249042145594,0.18,0.13768115942029,0.2,0.12,0,0.191428571428571,0.16,0.1,0.0979220779220779,0.2,-0.08,0.26,-0.08,0.2,-0.0569230769230769,0.204761904761905,-0.14,-0.117033107737333,0.166666666666667,0.2,0,0.133333333333333,0.0768070175438597,0,0,0,-0.021,-0.0985714285714286,0.130909090909091,0.14,0.14,0.1,0,-0.138666666666667,0.0102564102564102,0.0693106893106893,0.066013986013986,0.1,0.0569230769230769,-0.133333333333333,-0.1,-0.192307692307692,-0.1,0.104285714285714,-0.0467320261437909,-0.2,-0.025,0,0.137096525096525,-0.1,0,-0.1,-0.139393939393939
"DELTA",0.236231884057971,-0.135249042145594,0.18,0.13768115942029,0.2,0.12,0,0.191428571428571,0.16,0.1,0.0979220779220779,0.2,-0.08,0.26,-0.08,0.2,-0.0569230769230769,0.204761904761905,-0.14,-0.117033107737333,0.166666666666667,0.2,0,0.133333333333333,0.0768070175438597,0,0,0,-0.021,-0.0985714285714286,0.130909090909091,0.14,0.14,0.1,0,-0.138666666666667,0.0102564102564102,0.0693106893106893,0.066013986013986,0.1,0.0569230769230769,-0.133333333333333,-0.1,-0.192307692307692,-0.1,0.104285714285714,-0.0467320261437909,-0.2,-0.025,0,0.137096525096525,-0.1,0,-0.1,-0.139393939393939
