"","TGFR","CDC42","TGF","FOXC2","NOTCHic","NOTCH","Csl","Jagged","FUS","TWIST1","SMO","Patched","SHH","SMAD","SNAI1","SUFU","miR200","RKIP","AKT","NFB","IKK","RAS","PI3K","DELTA","SRC","cateninmemb","STAT","EGR1","MEK","GSK3","LIV1","cfos","ERK","ZEB2","ZEB1","DSH","Ecadherin","TCFLEF","CD44","cateninnuc","RAF","GLI","Frizzled","cMet","AXIN2","Wnt","SNAI2","HEY1","Destcompl","ILK","Csn","TrCP","KLF4","SOSGRB2","PAK1"
"Ecadherin",-0.0122453806356245,-0.0117575757575758,-0.0131495397676318,0.0417620380842717,0.000274256400138116,0.00287648688340949,-0.00488038277511962,0.0183016147428678,-0.0333333333333333,-0.0200924282810579,-0.0208333333333333,-0.0240591397849462,-0.0256339429345525,-0.00449099905253185,-0.0330864192196553,-0.0333333333333333,0.0142074519728151,-0.0240984715302532,-0.0839442039442039,-0.0752380952380952,-0.0826455026455026,0.0806401408866082,0.0814781297134238,0.0814781297134238,0.0108983128134975,-0.0777697268855806,0.00392156862745098,-0.110909090909091,-0.101642868956392,0.0853662110691064,0.0333333333333333,0.099144385026738,0.0981134571916864,0.0253433695753183,0.0253433695753183,-0.00392156862745098,-0.142865095957943,-0.0120474317112763,-0.0149116907399189,-0.0129811385273361,-0.0814781297134238,-0.0154040599399343,-0.0108983128134975,-0.015246138900454,0.083834161563591,-0.0160707266066009,-0.097708116402817,0.003166103537205,0.088806008867926,0.00521739130434783,0.08,0.1,0.0111111111111111,-0.0433255093135927,0.0130909090909091
"ZEB2",-0.195485466914038,-0.194805194805195,-0.194427265855837,-0.184118104118104,-0.129948717948718,-0.129402269861286,-0.117948717948718,-0.109559873643323,-0.103571428571429,-0.0987484712452096,-0.095,-0.0852439024390244,-0.0806984478935698,-0.0804583599155911,-0.0771230415944284,-0.075,-0.0716720375986342,-0.0710789049919485,-0.068208722741433,-0.0638888888888889,-0.0616666666666667,-0.0518668947041538,-0.0503679653679654,-0.0503679653679654,-0.0466666666666667,-0.0417805807015666,-0.02,-0.0166666666666667,-0.0126395847999227,-0.00423334279184561,0,0.000877192982456149,0.00410299943406905,0.0262131734077606,0.0262131734077606,0.0272727272727273,0.0348398987319208,0.0423939543694918,0.0434502923976608,0.0449913569668944,0.0503679653679654,0.050622527319775,0.0539393939393939,0.0545614035087719,0.0563685955862918,0.0616317016317016,0.0672702016147856,0.0738269794721408,0.0798643838679788,0.082897384305835,0.0888888888888889,0.1,0.128560471268386,0.16018315018315,0.185714285714286
"cateninmemb",-0.0265543237250554,-0.0250909090909091,-0.0281818101626685,0.0802772833855977,-0.0284082276920041,-0.0258059972087328,-0.0232535885167464,-0.154513747910734,0.15,0.148635897810397,0.15625,0.159475806451613,0.157901003302007,-0.00945601291364003,-0.0622951353988088,0.166666666666667,0.0276568145283229,-0.0381986570590102,-0.224136604136604,-0.215238095238095,-0.218941798941799,0.222299266075145,0.223137254901961,0.223137254901961,-0.162608299133607,-0.109971813974551,-0.150980392156863,-0.187272727272727,-0.174566036348935,0.216173772160697,-0.133333333333333,0.181390374331551,0.17417387948619,0.0467409358355465,0.0467409358355465,0.150980392156863,-0.0446166899351469,0.159775527378858,0.157658466357687,0.160709234194918,-0.223137254901961,0.156493356604871,0.162608299133607,0.159999603481433,0.229443083914903,0.159160023271538,-0.252727693126817,0.00270097056516322,0.220770611329187,0.0106666666666667,0.22,0.2,0.0210501640881388,-0.0780318076494839,0.0210909090909091
"cateninnuc",-0.0379472022230643,-0.0356483516483516,-0.0392572458911866,0.0462599258664833,0.0584132615074673,0.0593223524165582,0.0572504708097928,-0.0890389598306901,0.0988888888888889,0.0531131135564038,0.0972495446265938,0.0966284266141714,0.0968462915379187,-0.0119223653411921,-0.127701133383711,0.0888888888888889,0.0337840524345231,-0.101873613565921,-0.247205492424242,-0.242424242424242,-0.246424242424242,0.247695477695478,0.247022077022077,0.247022077022077,-0.0939393939393939,-0.0349895926980333,-0.0939393939393939,-0.178985507246377,-0.177324287654603,0.23091567576195,-0.0939393939393939,0.174223602484472,0.175489425269282,0.063288169828086,0.063288169828086,0.0939393939393939,-0.120765584896932,0.0958029927953946,0.096027040592258,-0.0043903239679304,-0.247022077022077,0.0946446297399246,0.0925695309256953,0.0928524374176548,0.263017341176789,0.0914825744039562,-0.284600449044626,0.0111183482166032,0.238840077260494,0.0128773448773449,0.233333333333333,0.233333333333333,0.027847735498981,-0.0468153054762915,0.0325714285714286
"TGFR",-0.0418253968253968,0.0546031746031746,-0.0375700776764607,-0.0369780845696927,-0.0633333333333333,-0.0525419664268585,-0.0633333333333333,-0.118387280954515,-0.146666666666667,-0.030355871886121,-0.122528735632184,-0.113153735632184,-0.113718707383596,-0.113790644361187,-0.0201881679596885,-0.113333333333333,0.0756322962663341,-0.025021645021645,-0.198698781838317,-0.194047619047619,-0.194047619047619,-0.0100877192982456,-0.00833333333333333,-0.00833333333333333,0.0133333333333333,0.0424325108946447,0.0333333333333333,0.0285714285714286,-0.00380860827868759,-0.102129523365989,0.1,-0.012781954887218,-0.00167084377610693,0.0831945638327055,0.0831945638327055,-0.0285714285714286,-0.00142971228206529,-0.0279762872017093,-0.0318040383978815,-0.0243447548722141,0.00833333333333333,-0.026295104773498,-0.00857142857142857,-0.0265408805031447,-0.0586686574168691,-0.0217789757412399,0.164673281092262,0.108813764831548,-0.00864470232659532,0.11485826001955,0.208333333333333,0.233333333333333,0.0899508735607134,0.0653833658219623,-0.0688888888888889
"TGF",0.0546031746031746,0.0688888888888889,-0.0418253968253968,-0.0391614906832298,-0.0633333333333333,-0.0633333333333333,-0.0133333333333333,-0.123459744722631,-0.113333333333333,-0.03,-0.146666666666667,-0.122528735632184,-0.113153735632184,-0.11485826001955,-0.0204831532104259,-0.133333333333333,0.0770985719261581,-0.0307359307359307,-0.194047619047619,-0.208333333333333,-0.194047619047619,-0.00833333333333333,-0.00654761904761904,-0.00654761904761904,0.0333333333333333,0.048206182950072,0.1,0,0.00167084377610693,-0.100907029478458,0,-0.0285714285714286,-0.012781954887218,0.088100224210064,0.088100224210064,-0.1,-0.00279257429228675,-0.0318040383978815,-0.0265408805031447,-0.0279762872017093,0.00654761904761904,-0.0217789757412399,-0.0285714285714286,-0.0133333333333333,-0.0548059964726631,-0.00857142857142857,0.165599207018188,0.111798839458414,-0.00965276684272435,0.11969696969697,0.233333333333333,0.2,0.0917365878464277,0.0592105263157895,-0.08
"TWIST1",0.0679166666666667,0.0666666666666667,0.0663221336370539,0.0624572539238706,-0.0436467236467236,-0.0408165349674784,-0.0385185185185185,-0.0193729075193501,-0.111111111111111,0.0168531836838473,-0.0991111111111111,-0.0977412480974125,-0.0992190806097278,-0.126996663630327,-0.0757503254207408,-0.1,0.0845882681759424,-0.0569178112656374,-0.140935618054262,-0.142307692307692,-0.137545787545788,0.0268713412549895,0.0275562727618389,0.0275562727618389,-0.0253968253968254,0.0152434813884228,-0.0142857142857143,-0.16,-0.132212165716042,0.0350505801923353,0,0.138260869565217,0.127734553775744,0.0985318651985319,0.0985318651985319,0.0142857142857143,-0.0843017857210878,0.0177472115951,0.0172877935246559,0.0187247849130988,-0.0275562727618389,0.0180284043441938,0.0253968253968254,0.0168861870989531,0.0333248471958149,0.0180284043441938,-0.269099509010636,0.124219283541317,0.0357774236452464,0.128646828646829,0.15,0.2,0.0970606629143214,-0.0382796456023001,-0.0666666666666667
"miR200",-0.00357368753953194,-0.00196078431372549,-0.00357368753953194,0.0114841256304671,0.00463054187192118,0.000675739612034174,0.00463054187192118,-0.0143720131063694,0.02,0.0891449654639839,0.0133333333333333,0.0120675105485232,0.0142414235920015,-0.00119843537603684,-0.00588078588078588,0.02,0.00188317605902931,-0.00292141396435875,-0.0205192225847638,-0.0252631578947368,-0.022406015037594,0.11222659959363,0.110979716800612,0.110979716800612,-0.0756521739130435,-0.169514608087782,-0.08,-0.0142857142857143,-0.0208843537414966,0.0607517873145437,-0.1,0.0242857142857143,0.0242857142857143,0.103835125448029,0.103835125448029,0.08,0.164692913061273,0.0822307213524866,0.0838180229397882,0.0819276910494563,-0.110979716800612,0.0841411546200279,0.076,0.0826944274341702,0.124643594368139,0.0830422535211268,-0.119104379387143,-2.82485875706215e-05,0.126244780898034,0.000884955752212389,0.02,0,0.101587301587302,-0.00665377176015474,0
"Wnt",-0.0466666666666667,-0.0666666666666667,-0.0510144927536232,-0.0723076923076923,0.114285714285714,0.080952380952381,0.1,0.0506862745098039,0,-0.0923529411764706,0,-0.0272727272727273,-0.0225108225108225,0.0168554959252634,0.035351966873706,0,0.051010101010101,0.06,0.0183333333333333,-0.0666666666666667,-0.00666666666666668,-0.153964456596036,-0.176691729323308,-0.176691729323308,0.2,0.0376694915254237,0.1,-0.1,0.121176470588235,-0.134012539184953,0,0,-0.08,0.118125298900048,0.118125298900048,0,0.0308249971900641,-0.145300751879699,-0.138157894736842,-0.155234526714136,0.176691729323308,-0.138157894736842,-0.1,-0.175,-0.189090909090909,-0.175,0.216551724137931,-0.00564102564102564,-0.252648702501596,-0.0145299145299145,0.1,0.1,0.115686274509804,0.172727272727273,0.1
"GSK3",-0.0566358632530425,-0.0576811594202899,-0.0535589401761194,-0.0713051860420282,0.073794832618362,0.0802883391118685,0.0633053221288515,0.066554410975462,-0.0225108225108225,-0.100250980605826,-0.0096075967043709,-0.00899409977185556,-0.0104295064704202,0.0247746944991381,0.0467872791179161,-0.0272727272727273,0.0505473333035846,0.0436365388996968,0.00798850574712643,0.0183333333333333,0.00798850574712643,-0.156259941719219,-0.153108681215017,-0.153108681215017,0.145300751879699,0.0470569988098483,0.138157894736842,0.121176470588235,0.0749322299360999,-0.244756115799101,0.175,-0.10636165577342,-0.0800458662997363,0.121148233782367,0.121148233782367,-0.138157894736842,0.0372254944225101,-0.155687395305919,-0.158091669571279,-0.154568974253287,0.153108681215017,-0.157934862127572,-0.145300751879699,-0.155234526714136,-0.196055734801123,-0.155104673448327,0.217430544237009,-0.0171598100864948,-0.25767578985853,-0.0249246195366194,-0.0183333333333333,0.00666666666666668,0.127659325792127,0.127536396294196,0.0510144927536232
"DSH",-0.0576811594202899,-0.0510144927536232,-0.0566358632530425,-0.0727405927405927,0.0633053221288515,0.073794832618362,0.080952380952381,0.0634887175448051,-0.0272727272727273,-0.101147267417605,-0.0225108225108225,-0.0096075967043709,-0.00899409977185556,0.0249246195366194,0.0444616977225673,0,0.0523058327174181,0.0378721278721279,0.00798850574712643,0.0183333333333333,0.0183333333333333,-0.153108681215017,-0.15002744872202,-0.15002744872202,0.138157894736842,0.0502400226825273,0.175,0.08,0.0800458662997363,-0.14359139034153,0.2,-0.121176470588235,-0.10636165577342,0.124268590394552,0.124268590394552,-0.175,0.0359413324205345,-0.158091669571279,-0.155234526714136,-0.155687395305919,0.15002744872202,-0.155104673448327,-0.138157894736842,-0.145300751879699,-0.192250559763071,-0.145300751879699,0.217516825513972,-0.0112774571453183,-0.258345039594353,-0.021528393121525,0.00666666666666668,0.0666666666666667,0.129186043349379,0.11869918699187,0.0466666666666667
"Frizzled",-0.0510144927536232,-0.0466666666666667,-0.0576811594202899,-0.0723076923076923,0.080952380952381,0.0633053221288515,0.114285714285714,0.055736779560309,0,-0.0990196078431373,-0.0272727272727273,-0.0225108225108225,-0.0096075967043709,0.021528393121525,0.0401138716356108,0,0.054135101010101,0.0385714285714286,0.0183333333333333,-0.00666666666666668,0.0183333333333333,-0.15002744872202,-0.153964456596036,-0.153964456596036,0.175,0.0494155232714555,0.2,0,0.10636165577342,-0.138254963427377,0.1,-0.08,-0.121176470588235,0.125055991969355,0.125055991969355,-0.1,0.0319904983555652,-0.155234526714136,-0.145300751879699,-0.158091669571279,0.153964456596036,-0.145300751879699,-0.175,-0.138157894736842,-0.18676532769556,-0.138157894736842,0.216236266724682,-0.00776868521549372,-0.256627482342444,-0.0168554959252634,0.0666666666666667,0.1,0.120448179271709,0.133333333333333,0.0666666666666667
"ERK",-0.146987808562268,-0.138958611481976,-0.14918561076007,-0.140650464788396,-0.0999602992303722,-0.0985752576791257,-0.0860916860916861,-0.0563449118198579,-0.0586666666666667,-0.144766453484329,-0.0603060109289617,-0.0531164684453016,-0.0487686423583451,-0.0453384855092201,-0.0491090943481146,-0.0466666666666667,0.0833416965989437,0.0427640356831781,-0.0269048319911785,-0.0109307359307359,-0.0168130888719124,-0.142791801158138,-0.141141636141636,-0.141141636141636,0.0239541160593792,-0.0933598737015272,0.0508771929824561,0.00172413793103449,0.106258304943421,-0.0666456568247976,0.0666666666666667,-0.0421496698459281,-0.127149669845928,0.15259459461398,0.15259459461398,-0.0466666666666667,0.120439553980112,-0.0307835976724813,-0.0266943783416262,-0.0296030421169257,0.141141636141636,-0.0228282244071718,-0.0197435897435897,-0.0162618083670715,-0.0292014243326377,-0.012051282051282,0.35274790550028,0.0433790233740288,-0.185077675275639,0.048985901922594,0.0321428571428571,0.0571428571428571,0.150871397906866,0.156503005085529,0.134285714285714
"AKT",-0.00218268770923003,0.00188235294117647,-6.788408385239e-05,-0.020513356562137,0.0800868486352357,0.0898429461962113,0.0865384615384615,0.0697629836179854,-0.0333333333333333,-0.0268864872865474,-0.0256410256410256,-0.0173076923076923,-0.019412955465587,0.0190037324020517,-0.00343473417844127,0,0.071554589129324,0.00800637980944886,-0.0212806801042095,0.0843137254901961,0.0817496229260935,-0.098634160909784,-0.095501630789302,-0.095501630789302,0.153623188405797,0.0564563554949245,0.166666666666667,0.0285714285714286,0.045614261475497,-0.0619751664106503,0.2,-0.0697478991596639,-0.0582724893235983,0.165824199912806,0.165824199912806,-0.166666666666667,0.00714929300916695,-0.168858608236709,-0.16947716493774,-0.167935531313632,0.095501630789302,-0.169420352135922,-0.153623188405797,-0.164392419175028,-0.200121712222795,-0.164392419175028,0.112492953440188,-0.00659051017716828,-0.275717812260078,-0.0159734293717487,-0.0666666666666667,-0.0333333333333333,0.171553081421502,0.113418803418803,-0.00588235294117647
"IKK",-0.0797979797979798,-0.0888888888888889,-0.0821979797979798,-0.0750649350649351,0.0502164502164502,0.0232323232323232,0.0454545454545455,-0.050312402374258,-0.08,0.0513398692810458,-0.1,-0.118518518518519,-0.108173690932312,-0.0787678767876788,-0.0735863726321742,-0.1,0.0887290969899666,-0.0470856102003643,-0.145366795366795,-0.114285714285714,-0.164285714285714,0.0271175753857689,0.0158499697519661,0.0158499697519661,0.0333333333333333,-0.0116659504369002,0,-0.1,0.00761904761904761,-0.0469047619047619,-0.1,0.0857142857142857,0.0257142857142857,0.177187969924812,0.177187969924812,0,-0.0258124580932998,0.00434593654932638,0.0128205128205128,-0.00029541366164408,-0.0158499697519661,0.0128205128205128,-0.0333333333333333,-0.0102564102564103,0.0114285714285714,-0.0102564102564103,-0.205989643954994,0.0765737874097007,-0.158327323210202,0.0777777777777778,0.1,0,0.172893772893773,0.121428571428571,0.1
"SUFU",-0.013963963963964,-0.013963963963964,-0.0129777706700784,-0.173175728317113,-0.0360606060606061,-0.0328860028860029,-0.0292424242424242,0.0942234889866747,-0.213333333333333,-0.0831339176069125,-0.213333333333333,-0.206262626262626,-0.207420927420927,0.00527147788266763,-0.0668919266877566,-0.213333333333333,0.0858648668634081,-0.0660406293101433,0.130803009071465,0.126285714285714,0.130131868131868,-0.226488655815674,-0.227438022904282,-0.227438022904282,0.0955555555555555,0.0470047487715394,0.106666666666667,-0.0169230769230769,-0.00613893321156711,-0.232222391167354,0.1,-0.00428904428904429,0.00145808214773732,0.177412809140818,0.177412809140818,-0.2,0.0962943000430439,-0.100370350827822,-0.0984681769147789,-0.100114596352119,0.227438022904282,-0.19044021860007,-0.188888888888889,-0.0984681769147789,-0.254116990897781,-0.190811965811966,0.309405785679945,-0.00311115460408284,-0.232169480989894,-0.00411674347158218,-0.114285714285714,-0.1,0.190125214052769,0.0135811556864188,0.0166666666666667
"SMO",-0.0166666666666667,-0.0333333333333333,-0.013963963963964,-0.176551724137931,-0.0242424242424242,-0.0292424242424242,-0.0333333333333333,0.0908465608465608,-0.133333333333333,-0.0830065359477124,-0.213333333333333,-0.213333333333333,-0.213333333333333,0.00476190476190476,-0.0698924731182796,-0.1,0.0869801084990958,-0.0625396825396825,0.126285714285714,0.1,0.114285714285714,-0.227001341681574,-0.229326923076923,-0.229326923076923,0.1,0.0434556495110833,0.1,-0.1,0.00428904428904429,-0.231373804189338,0.1,0.04,0.0169230769230769,0.178248587570621,0.178248587570621,-0.2,0.0971842172305218,-0.0984681769147789,-0.0955555555555555,-0.0984681769147789,0.229326923076923,-0.188888888888889,-0.2,-0.106666666666667,-0.253261680847888,-0.2,0.310955665024631,0.00293040293040293,-0.2316243446476,0,-0.1,0,0.194444444444444,0.0342105263157895,0.0333333333333333
"FUS",-0.013963963963964,-0.0166666666666667,-0.013963963963964,-0.173920145190563,-0.0292424242424242,-0.0360606060606061,-0.0242424242424242,0.0944610186778861,-0.213333333333333,-0.0845772165759847,-0.213333333333333,-0.213333333333333,-0.206262626262626,0.00411674347158218,-0.0670622844390343,-0.133333333333333,0.0869801084990958,-0.0656324660448372,0.130131868131868,0.114285714285714,0.126285714285714,-0.227438022904282,-0.227001341681574,-0.227001341681574,0.106666666666667,0.0455040666432993,0.1,-0.04,-0.00145808214773732,-0.231708252349873,0.1,0.0169230769230769,-0.00428904428904429,0.178862084503137,0.178862084503137,-0.2,0.0960883268195629,-0.0984681769147789,-0.0984681769147789,-0.100370350827822,0.227001341681574,-0.190811965811966,-0.2,-0.0955555555555555,-0.25388279886031,-0.188888888888889,0.30933986610183,-0.00431597388119127,-0.231478359246141,-0.00476190476190476,-0.1,-0.1,0.189526411657559,0.0226720647773279,0.0333333333333333
"NFB",-0.0821979797979798,-0.0797979797979798,-0.0847296253676001,-0.0722760904434211,0.0232323232323232,0.0122645812968394,0.0502164502164502,-0.0452764311512365,-0.1,0.0453081232492997,-0.118518518518519,-0.108173690932312,-0.0997399559925526,-0.0746786574568238,-0.0733124000294344,-0.08,0.0896354414008427,-0.0586240717388258,-0.143144573144573,-0.164285714285714,-0.145366795366795,0.0286101126992018,0.0271175753857689,0.0271175753857689,0.0102564102564103,-0.0056469430451367,0.0333333333333333,-0.0857142857142857,0.00565826330532212,-0.0500420168067227,0,0.0257142857142857,-0.00761904761904761,0.179869962261977,0.179869962261977,-0.0333333333333333,-0.0232442397947444,-0.00029541366164408,0.00434593654932638,-0.00100129601458526,-0.0271175753857689,0.00495534428118698,-0.0102564102564103,0.0128205128205128,0.0114285714285714,0.0128205128205128,-0.206192895987515,0.0819309302668436,-0.160652904605551,0.0787678767876788,0.114285714285714,0.1,0.178663003663004,0.0951127819548872,0.0888888888888889
"Patched",-0.0333333333333333,-0.0333333333333333,-0.0166666666666667,-0.18,-0.0333333333333333,-0.0242424242424242,0,0.097989417989418,-0.1,-0.0888888888888889,-0.133333333333333,-0.213333333333333,-0.213333333333333,0,-0.0698924731182796,0,0.0857142857142857,-0.0514285714285714,0.114285714285714,0.1,0.1,-0.229326923076923,-0.223076923076923,-0.223076923076923,0.1,0.044426523297491,0.1,-0.1,-0.0169230769230769,-0.23040293040293,0.1,0.1,0.04,0.183333333333333,0.183333333333333,-0.2,0.101243257820928,-0.0955555555555555,-0.106666666666667,-0.0984681769147789,0.223076923076923,-0.2,-0.2,-0.1,-0.256709956709957,-0.2,0.311908045977011,0.00769230769230769,-0.230849150849151,0,0,0,0.211111111111111,0.05,0.0333333333333333
"PAK1",-0.196358543417367,-0.196358543417367,-0.195265647242504,-0.19591507587055,0.0151282051282051,0.0217216117216117,0.00128205128205128,0.0251506049761418,0.0357142857142857,-0.0919346884999059,0.0518433179723502,0.0506087500711156,0.0486087500711156,0.0450247482505547,-0.0866739224341714,0.019047619047619,0.0984780406548098,-0.0765615783847828,0.0478070175438596,0.0583333333333333,0.0478070175438596,-0.0711417377988397,-0.0693235559806578,-0.0693235559806578,0.0211111111111111,0.0114883899796512,0.01,0.12,0.0748661262589045,0.0268955627705628,0.05,-0.10695652173913,-0.0815327929255711,0.198808612405305,0.198808612405305,-0.01,0.0362318396240374,-0.028958958958959,-0.0319219219219219,-0.0284072348210279,0.0693235559806578,-0.0321252317786336,-0.0211111111111111,-0.0319219219219219,-0.0489639681506955,-0.0316374269005848,0.198531982354398,-0.0435635123614663,-0.0592216883841693,-0.0450247482505547,-0.0583333333333333,-0.0333333333333333,0.200011449388499,0.154744224422442,0.19047619047619
"cfos",-0.196358543417367,-0.19047619047619,-0.196358543417367,-0.194535765525722,0.00128205128205128,0.0151282051282051,0.0166666666666667,0.0239236111111111,0.019047619047619,-0.093021645021645,0.0357142857142857,0.0518433179723502,0.0506087500711156,0.0450247482505547,-0.0883445668255795,0.0333333333333333,0.0989856548680078,-0.0793240093240093,0.0478070175438596,0.0583333333333333,0.0583333333333333,-0.0693235559806578,-0.0668845315904139,-0.0668845315904139,0.01,0.0146019430932043,0.05,-0.04,0.0815327929255711,0.0272591991341991,0.1,-0.12,-0.10695652173913,0.199773242630385,0.199773242630385,-0.05,0.0363010437762865,-0.0319219219219219,-0.0319219219219219,-0.028958958958959,0.0668845315904139,-0.0316374269005848,-0.01,-0.0211111111111111,-0.0470771756978654,-0.0211111111111111,0.199074477833602,-0.0376811594202899,-0.0604246959029663,-0.0417989417989418,-0.0333333333333333,0,0.201650793650794,0.145833333333333,0.185714285714286
"SHH",-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.2,0,-0.0333333333333333,0.1,0.0942857142857143,0,-0.1,-0.1,-0.133333333333333,-0.213333333333333,0,-0.0666666666666667,0,0.1,-0.08,0.1,0,0.1,-0.223076923076923,-0.2,-0.2,0.1,0.0527598566308244,0.1,0,-0.04,-0.225641025641026,0,0.1,0.1,0.2,0.2,-0.2,0.0963888888888889,-0.106666666666667,-0.1,-0.0955555555555555,0.2,-0.2,-0.2,-0.1,-0.247619047619048,-0.2,0.310574712643678,0,-0.231948051948052,0,0,0,0.2,0.05,0
"cMet",-0.237777777777778,-0.26,-0.229267139479905,-0.232805907172996,-0.0804511278195489,-0.082578787394017,-0.0857142857142857,-0.0543539069626026,-0.1,-0.20124295180475,-0.08,-0.0709090909090909,-0.0709090909090909,-0.0571511028653886,-0.187614323430559,-0.1,0.142473512296882,-0.0455555555555556,-0.0479166666666667,-0.1,-0.0666666666666667,-0.0705300988319856,-0.0761904761904762,-0.0761904761904762,0,0.0885523314171001,0,-0.125,-0.0904545454545455,0.0164746543778802,-0.1,0.165,0.125,0.214718614718615,0.214718614718615,-0.1,-0.037885855583116,-0.0857722122838402,-0.0903875968992248,-0.0840772970296029,0.0761904761904762,-0.0884848484848485,-0.1,-0.106666666666667,-0.122063492063492,-0.106666666666667,0.301897243065126,0.0489164086687307,-0.142342588140907,0.0535147392290249,0.1,0.1,0.123809523809524,0.122857142857143,0.26
"Destcompl",-0.167998074002741,-0.164313863476425,-0.169869995185007,-0.142661717133333,0.0593556600078339,0.0599568624126435,0.0669643556600078,-0.185578508647383,0.134099616858238,-0.0146713971212871,0.134099616858238,0.137726559863419,0.139080525047171,0.0162781954887218,-0.207622363126769,0.144444444444444,0.136492962528169,-0.176842885085639,-0.227763625896103,-0.22463768115942,-0.223736780258519,0.250904699248439,0.250590727505896,0.250590727505896,-0.186138290932811,-0.149072643573606,-0.173809523809524,-0.204615384615385,-0.188937543745595,0.262922617098454,-0.166666666666667,0.186433566433566,0.182608429821545,0.219584526379161,0.219584526379161,0.173809523809524,-0.100565648289906,0.185839101946238,0.186387047151717,0.186247057071174,-0.250590727505896,0.185706615112168,0.186138290932811,0.188625853121866,0.242696498798693,0.188118488952613,-0.22131293051974,-0.0096646942800789,0.169593273591937,-0.0145238095238095,0.233333333333333,0.233333333333333,0.210200160537768,0.0711149395752158,0.162244897959184
"CD44",-0.26,-0.26,-0.237777777777778,-0.241666666666667,-0.0857142857142857,-0.0804511278195489,-0.1,-0.0478321678321678,-0.1,-0.211355311355311,-0.1,-0.08,-0.0709090909090909,-0.0535147392290249,-0.18083466241361,-0.1,0.144036012296882,-0.0566666666666667,-0.0666666666666667,-0.1,-0.1,-0.0761904761904762,-0.0619047619047619,-0.0619047619047619,0,0.096025641025641,-0.1,-0.1,-0.125,0.00357142857142858,-0.1,0.125,0.165,0.223809523809524,0.223809523809524,0,-0.032033438280317,-0.0903875968992248,-0.106666666666667,-0.0857722122838402,0.0619047619047619,-0.106666666666667,-0.1,0,-0.13,-0.1,0.304087024087024,0.0508771929824561,-0.14504529084361,0.0555555555555556,0.1,0,0.142857142857143,0.10952380952381,0.2
"AXIN2",-0.212191904293674,-0.209537037037037,-0.215492234326678,-0.188525970516603,0.0628383458646617,0.0587842918106076,0.0610526315789474,-0.225412349108001,0.173076923076923,-0.0107261311047653,0.173076923076923,0.173076923076923,0.175372005044136,0.0149528410397976,-0.262183377336617,0.15,0.177308887179136,-0.224471227697034,-0.278743961352657,-0.277294685990338,-0.278743961352657,0.3193158356316,0.315903762140786,0.315903762140786,-0.228992248062016,-0.177581839424709,-0.226666666666667,-0.246666666666667,-0.240055283504817,0.33684825637114,-0.233333333333333,0.253983739837398,0.245572524884127,0.265541608700357,0.265541608700357,0.226666666666667,-0.13956539458613,0.242696498798693,0.242344798915926,0.242480329321823,-0.315903762140786,0.242015453440458,0.228992248062016,0.237612937717188,0.603706806336177,0.237612937717188,-0.267041871494392,-0.0120901109744923,0.345689128337246,-0.0149528410397976,0.255555555555556,0.2,0.254003816764404,0.0861532576820094,0.205833333333333
