"","TCFLEF","cMet","GLI","Wnt","SRC","ZEB1","Destcompl","NOTCH","Jagged","FOXC2","TGFR","RAS","RAF","PI3K","DELTA","EGR1","SMO","cfos","FUS","SHH","Patched","GSK3","AKT","ERK","SUFU","HEY1","ILK","Csn","TWIST1","TrCP","NFB","ZEB2","IKK","SMAD","MEK","SNAI1","miR200","RKIP","SNAI2","TGF","Csl","NOTCHic","CDC42","KLF4","SOSGRB2","PAK1","AXIN2","LIV1","Ecadherin","DSH","Frizzled","STAT","CD44","cateninmemb","cateninnuc"
"SOSGRB2",-0.00112019178380734,-0.00124223602484472,-0.0131987577639752,-0.00595238095238095,-0.0142857142857143,0.0190726817042607,0.0202231400217977,0.204865556978233,0.0103606255983598,0.0501831501831502,0.0458241758241758,0.0599304650152108,0.0548022598870057,0.0548022598870057,0.0548022598870057,0.104761904761905,-0.0333333333333333,0.115873015873016,-0.0333333333333333,-0.0182484810391787,-0.0252252252252252,-0.0508219752820033,0.203874269005848,0.102359502359502,0,0.126799242424242,0.0135483870967742,-0.2,-0.0651304347826087,-0.3,-0.211111111111111,0.0178947368421053,-0.216374269005848,-0.0128490863974735,-0.117511017511018,-0.0284626865671642,-0.00403863619162946,-0.137061403508772,0.0176809557474596,-0.0465333956823319,-0.209090909090909,-0.209090909090909,-0.0342857142857143,0.00789473684210526,0.0794444444444444,-0.0142857142857143,0.00752200220022002,0,0.0544812139225987,0,0.0142857142857143,0,0.00848861283643892,0.0663171483171483,0.00284103308399855
"RKIP",-0.00666175929333824,-0.00526315789473684,0.00769230769230769,0,0,0.0328244858919177,-0.0410762911436352,-0.255361305361305,-0.141323065728838,0.104185086943708,0.117142857142857,-0.218473193473193,-0.215909090909091,-0.215909090909091,-0.215909090909091,-0.21,0.153333333333333,-0.16,0.133333333333333,0.158972677595628,0.157333333333333,-0.168006304176517,-0.270887445887446,-0.149655172413793,0.1,-0.183391405342625,-0.166035515618314,0.2,-0.0995751633986928,0.2,0.242857142857143,0.0247680535628886,0.267857142857143,0.161085020568809,0.168804108584006,-0.160656233214068,0.01068312410129,0.0598039215686274,-0.0972206679489421,-0.108731642189586,0.233333333333333,0.251515151515152,-0.126666666666667,0.0347680535628886,-0.229269841269841,-0.133333333333333,-0.00262541022034693,0,-0.0644659662014035,0,0,0,-0.00242914979757085,-0.0726661114896409,0.00640730636712959
"RAF",-0.00666175929333824,-0.00526315789473684,0.00769230769230769,0,0,0.0328244858919177,-0.0410762911436352,-0.255361305361305,-0.141323065728838,0.104185086943708,0.117142857142857,-0.218473193473193,-0.215909090909091,-0.215909090909091,-0.215909090909091,-0.21,0.153333333333333,-0.16,0.133333333333333,0.158972677595628,0.157333333333333,-0.168006304176517,-0.270887445887446,-0.149655172413793,0.1,-0.183391405342625,-0.166035515618314,0.2,-0.0995751633986928,0.2,0.242857142857143,0.0247680535628886,0.267857142857143,0.161085020568809,0.168804108584006,-0.160656233214068,0.01068312410129,0.0598039215686274,-0.0972206679489421,-0.108731642189586,0.233333333333333,0.251515151515152,-0.126666666666667,0.0347680535628886,-0.229269841269841,-0.133333333333333,-0.00262541022034693,0,-0.0644659662014035,0,0,0,-0.00242914979757085,-0.0726661114896409,0.00640730636712959
"Patched",-0.288888888888889,-0.25,-0.175,-0.15,-0.2,-0.0416666666666667,-0.0618981018981019,-0.209090909090909,-0.135026455026455,0.115,0.0133333333333333,-0.241826923076923,-0.223076923076923,-0.223076923076923,-0.223076923076923,-0.1,0,0,0.1,-0.135,-0.16,-0.0399267399267399,-0.0357142857142857,0.1,0.2,0.0794871794871795,0.0833333333333333,0,-0.183333333333333,0,0.1,0.025,0.05,-0.0633333333333333,-0.0923076923076923,-0.060752688172043,-0.0333333333333333,-0.0628571428571429,0.0785900383141762,-0.055,0.2,0.2,0.0666666666666667,0.0111111111111111,0.183333333333333,0.166666666666667,0.112987012987013,0.1,0.0723354908306365,0,0.1,0.1,0.283333333333333,0.215143369175627,0.299568500539374
"FUS",-0.304831658434111,-0.288888888888889,-0.192094017094017,-0.180555555555556,-0.283333333333333,-0.0590525458389657,-0.0668865022828696,-0.257727272727273,-0.158993752788934,0.118448275862069,0.0631081081081081,-0.25418601721727,-0.251129248658318,-0.251129248658318,-0.251129248658318,0.1,-0.135,0.0923076923076923,-0.16,-0.125909090909091,-0.135,-0.0354717605456314,-0.0909450549450549,0.125641025641026,0,0.0397356266921484,0.0458730158730159,0.05,-0.184457447900626,0.1,0.0357142857142857,0.0260190288031611,0.0717142857142857,-0.0478084997439836,-0.129089301503095,-0.0603483755035794,-0.0242469816601913,-0.062456226476845,0.0875598596358827,-0.0641719378953422,0.209090909090909,0.244090909090909,-0.055,0.0279143897996357,0.166531713900135,-0.0133333333333333,0.11540723144921,0.2,0.0856256894860477,0.15,0.175,0.25,0.299568500539374,0.234734408932638,0.312440354086285
"MEK",-0.00640730636712959,0.00242914979757085,-0.0013986013986014,0.00769230769230769,-0.00526315789473684,0.0312371843046161,-0.0368921907252251,-0.25025181631021,-0.144601754253428,0.0996805824392031,0.108731642189586,-0.215616050616051,-0.218473193473193,-0.218473193473193,-0.218473193473193,-0.16,0.157333333333333,-0.149655172413793,0.153333333333333,0.158319082824387,0.158972677595628,-0.173166009336222,-0.26735803412274,-0.168804108584006,0.133333333333333,-0.181573223524443,-0.161085020568809,0.242857142857143,-0.103604467427997,0.2,0.267857142857143,0.0271490059438409,0.270887445887446,0.153335943078034,0.0738041085840059,-0.156169053726888,0.00603916125299275,0.057172342621259,-0.101356920990305,-0.103622153138491,0.251515151515152,0.255361305361305,-0.117142857142857,0.0249641319942611,-0.220380952380952,-0.126666666666667,0.00548269788776118,0,-0.0602765308644272,0,0,0,0.00666175929333824,-0.0736417212457385,0.00993890488014074
"Jagged",0.130722610722611,0.12,0.127692307692308,0.12,0.1,0.0123188405797101,0.0977142857142857,0.0342857142857143,-0.0470995670995671,-0.00142857142857143,0.0222222222222222,0.0824242424242424,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.1,0.133333333333333,0,0.1,0.13525641025641,0.158333333333333,0.121455938697318,-0.122222222222222,-0.02,0,0.0166666666666667,-0.0833333333333333,0,0.045,0,0.1,0.0306763285024155,0.133333333333333,0.0690476190476191,0.0533333333333333,0.0583333333333333,0.0127272727272727,0.00512820512820512,0.00844645550527903,0.00577777777777778,0,-0.02,-0.1,0.0611111111111111,-0.12,-0.2,-0.0957142857142857,0,-0.048280701754386,0,-0.1,0,-0.127692307692308,-0.115335650265228,-0.12962370962371
"DELTA",0.130722610722611,0.12,0.127692307692308,0.12,0.1,0.0123188405797101,0.0977142857142857,0.0342857142857143,-0.0470995670995671,-0.00142857142857143,0.0222222222222222,0.0824242424242424,0.0733333333333333,0.0733333333333333,0.0733333333333333,0.1,0.133333333333333,0,0.1,0.13525641025641,0.158333333333333,0.121455938697318,-0.122222222222222,-0.02,0,0.0166666666666667,-0.0833333333333333,0,0.045,0,0.1,0.0306763285024155,0.133333333333333,0.0690476190476191,0.0533333333333333,0.0583333333333333,0.0127272727272727,0.00512820512820512,0.00844645550527903,0.00577777777777778,0,-0.02,-0.1,0.0611111111111111,-0.12,-0.2,-0.0957142857142857,0,-0.048280701754386,0,-0.1,0,-0.127692307692308,-0.115335650265228,-0.12962370962371
"DSH",-0.0735482746601603,-0.062781954887218,-0.0608211705734926,-0.062781954887218,-0.0342105263157895,0.112508906648186,-0.0423233394964506,-0.202706607118372,-0.092750970719507,0.243026284201315,0.261366459627329,-0.204217726724492,-0.196094477424772,-0.196094477424772,-0.196094477424772,0.133333333333333,0.0844155844155844,0.150980392156863,0.127272727272727,0.0677126356722636,0.0940930037704231,-0.0587398507032078,-0.211594827586207,0.121350762527233,0.1,-0.1052040083843,-0.0877260053091394,0.22,-0.110683294594434,0.2,0.2325,0.0320897562705581,0.20125,0.0979146845544224,-0.144659033203925,-0.105910973084886,-0.00129011148066026,-0.173023643023643,0.0591746016449475,-0.266592940463566,0.210714285714286,0.185224089635854,-0.26231884057971,0.059808000870251,-0.0460458240946046,-0.266666666666667,0.049143183379274,0,-0.000464614316019583,0.05,0.0342105263157895,0.05,0.0621197032315889,0.0539440171269242,0.0732811330751203
"NOTCH",0.12962370962371,0.127692307692308,0.130722610722611,0.127692307692308,0.12,0.0123188405797101,0.0977142857142857,-0.0366820276497696,-0.0396921596921597,-0.00755102040816327,-0.00577777777777778,0.0896706192358366,0.0824242424242424,0.0824242424242424,0.0824242424242424,0,0.158333333333333,-0.02,0.133333333333333,0.129374057315234,0.13525641025641,0.119183211424591,-0.0777777777777778,-0.0533333333333333,0.1,0.0210144927536232,-0.0690476190476191,0.1,0.0466949152542373,0,0.133333333333333,0.0380837359098229,0.122222222222222,0.0457142857142857,0.089047619047619,0.062948717948718,-0.00155844155844156,0.00167992926613616,0.00368455074337427,0.0122293906810036,-0.02,-0.0342857142857143,-0.0222222222222222,0.0306763285024155,-0.0936842105263158,-0.1,-0.0938274932614555,0,-0.0466677985285795,-0.1,-0.12,-0.1,-0.130722610722611,-0.123189053406589,-0.133297179011465
"TrCP",0.0496914736518697,0.0553753753753754,0.0568991584652689,0.0583625730994152,0.0688888888888889,0.0389194873545909,0.0722083216339604,-0.0883516483516484,-0.0929053766189502,0.0379458764161678,0.0316653934300993,0.00735407639281384,0.010535894574632,0.010535894574632,0.010535894574632,-0.04,0.0981566820276498,-0.0617391304347826,0.114285714285714,0.0825764351140695,0.0845764351140695,0.104814935064935,-0.0850146198830409,-0.0498747236551216,0.147619047619048,-0.0681335802686892,-0.0574586106844171,0.133333333333333,-0.00715302089215133,0.133333333333333,0.0958333333333333,0.0448573568981065,0.0905701754385965,0.0626199010069978,0.0445413903217883,0.0224181846169097,-0.00461256337637347,-0.0209536504011642,0.0374453634695712,-0.0404085628290064,0.0846153846153846,0.0861538461538462,-0.0240896358543417,0.0380228987769971,-0.0708195819581958,-0.0142857142857143,-0.0629327384825108,-0.1,0.00643621407940485,-0.08,-0.0688888888888889,-0.08,-0.0533951773555734,-0.0368938583558792,-0.0491397495139387
"AKT",-0.0602639742508616,-0.0489855072463768,-0.0506614849000081,-0.0489855072463768,-0.0289855072463768,0.122734238082756,-0.0625741426504836,-0.2203625249652,-0.0980661089810619,0.250641114982578,0.263401243424199,-0.243351736781676,-0.237327640396134,-0.237327640396134,-0.237327640396134,0.133333333333333,0.102564102564103,0.150980392156863,0.133333333333333,0.0870670265407107,0.108119658119658,-0.176725395273782,-0.236994378170849,0.126390228222437,0.1,-0.12410109119029,-0.108444017607043,0.133333333333333,-0.137956807070829,0.1,0.150980392156863,0.0510860194471327,0.12790346907994,0.11551472467775,-0.144111747209778,-0.142222645986948,-0.00704253828651129,-0.179797504285995,0.0555978207069732,-0.267328735871329,0.223076923076923,0.206947890818859,-0.262588235294118,0.072419028340081,-0.081025641025641,-0.270588235294118,0.0445848375451264,0,-0.0309363232529965,0.0333333333333333,0.0289855072463768,0.0333333333333333,0.051810366003439,0.034597571801108,0.0613408973277847
"Frizzled",-0.0621197032315889,-0.0342105263157895,-0.062781954887218,-0.0342105263157895,-0.05,0.109359300348973,-0.0322088356796567,-0.185224089635854,-0.103603683897802,0.243459184634215,0.26231884057971,-0.196094477424772,-0.201606288448394,-0.201606288448394,-0.201606288448394,0.133333333333333,0.127272727272727,0.133333333333333,0.1,0.0940930037704231,0.0844155844155844,-0.069644723092999,-0.20125,0.150980392156863,0.1,-0.129765411893071,-0.112959650168952,0.2,-0.12203081232493,0.1,0.22,0.0588614098138652,0.2325,0.0877260053091394,-0.121350762527233,-0.083592132505176,-0.0201925505050505,-0.191904761904762,0.0432258239965191,-0.261366459627329,0.185714285714286,0.210714285714286,-0.266666666666667,0.0316526610644258,-0.0484848484848485,-0.3,0.0605355884425652,0.1,0.00770044275158358,0.1,0.05,0,0.062781954887218,0.0396919558783966,0.0735482746601603
"cateninnuc",-0.348345133127742,-0.328351238133847,-0.342064908488375,-0.329416687144501,-0.316394716394716,0.124295387724456,-0.0728746639507213,-0.427391773469818,-0.346653999908123,0.322525086934923,0.341449286345838,-0.324511444511444,-0.321144441144441,-0.321144441144441,-0.321144441144441,0.214492753623188,-0.162969034608379,0.212905452035887,-0.174444444444444,-0.180392815715024,-0.179739220943783,-0.0452581579024724,-0.326142992424242,0.224297857099178,-0.144444444444444,-0.139589745110981,-0.115862914862915,0.295833333333333,-0.274571128622866,0.233333333333333,0.304924242424242,0.0597654372099152,0.326924242424242,0.112452273662369,-0.226591435080829,-0.0449799630745174,-0.0315227423958104,-0.0747792282159528,0.128843953545749,-0.348217845297803,0.40075329566855,0.422846318924364,-0.333978021978022,0.109911184110472,0.0213002821889006,-0.326285714285714,0.12573892375437,0.278787878787879,0.113435420335138,0.294172494172494,0.317460165405371,0.294172494172494,0.340652825435434,0.291696584163522,0.253619919098468
"SRC",0.255635745701719,0.245,0.253196721311475,0.245,0.225,0.127373465109314,0.031662685140946,0.0554761904761905,-0.0140508115737474,0.23234360410831,0.227579365079365,0.0213027648196609,0.0106967042136003,0.0106967042136003,0.0106967042136003,-0.0666666666666667,0.19,-0.0575757575757576,0.15,0.201111111111111,0.201111111111111,-0.160865800865801,-0.0354700854700855,-0.102020202020202,0.1,-0.11170969877524,-0.155263157894737,0,-0.035330301882026,-0.1,0.0333333333333333,0.0699386043725666,0.041025641025641,0.139947842579422,0.115227749190013,-0.124251063221592,-0.00865759039672083,-0.0420332355816227,-0.0712148895880014,-0.211215728715729,-0.04,-0.0447619047619048,-0.251388888888889,-0.0301679586563308,-0.285714285714286,-0.288888888888889,-0.154275574822559,-0.2,-0.216812664459723,-0.2,-0.225,-0.3,-0.253196721311475,-0.268599386319413,-0.259438877692771
"PI3K",-0.051810366003439,-0.0289855072463768,-0.0489855072463768,-0.0289855072463768,-0.0333333333333333,0.118624649041661,-0.056039816761319,-0.206947890818859,-0.105350877192982,0.250641114982578,0.262588235294118,-0.237327640396134,-0.241437229437229,-0.241437229437229,-0.241437229437229,0.133333333333333,0.133333333333333,0.133333333333333,0.1,0.108119658119658,0.102564102564103,-0.183177008177008,-0.12790346907994,0.150980392156863,0.1,-0.14440184306999,-0.130044017607043,0.1,-0.144378825419453,0,0.133333333333333,0.0716339646526121,0.150980392156863,0.108444017607043,-0.126390228222437,-0.126433172302738,-0.0209462816020193,-0.192840982546865,0.0444420418125008,-0.263401243424199,0.2,0.223076923076923,-0.270588235294118,0.0493421052631579,-0.0876923076923077,-0.3,0.05,0.1,-0.0254817777984511,0,0.0333333333333333,0,0.0489855072463768,0.023894207886735,0.0602639742508616
"ILK",-0.051810366003439,-0.0289855072463768,-0.0489855072463768,-0.0289855072463768,-0.0333333333333333,0.118624649041661,-0.056039816761319,-0.206947890818859,-0.105350877192982,0.250641114982578,0.262588235294118,-0.237327640396134,-0.241437229437229,-0.241437229437229,-0.241437229437229,0.133333333333333,0.133333333333333,0.133333333333333,0.1,0.108119658119658,0.102564102564103,-0.183177008177008,-0.12790346907994,0.150980392156863,0.1,-0.14440184306999,-0.130044017607043,0.1,-0.144378825419453,0,0.133333333333333,0.0716339646526121,0.150980392156863,0.108444017607043,-0.126390228222437,-0.126433172302738,-0.0209462816020193,-0.192840982546865,0.0444420418125008,-0.263401243424199,0.2,0.223076923076923,-0.270588235294118,0.0493421052631579,-0.0876923076923077,-0.3,0.05,0.1,-0.0254817777984511,0,0.0333333333333333,0,0.0489855072463768,0.023894207886735,0.0602639742508616
"TGF",0.112065541211519,0.1,0.0951482479784367,0.0857142857142857,0.1,0.0207220950928045,0.0318263112357774,0.217011494252874,0.120078546882671,-0.0127950310559006,-0.126349206349206,0.149404761904762,0.145833333333333,0.145833333333333,0.145833333333333,0.0333333333333333,-0.07,0.019047619047619,-0.0866666666666667,-0.0809913793103448,-0.0872413793103448,-0.0798185941043084,0.207456140350877,0.0453634085213033,-0.0666666666666667,0.116634429400387,0.0957575757575758,-0.166666666666667,0.01,-0.2,-0.191666666666667,0.0803217529990986,-0.191666666666667,-0.0989833822091887,-0.0298078529657477,-0.000753337571519389,-0.0528933231519438,-0.104761904761905,0.024031766219743,0.0227777777777778,-0.206666666666667,-0.206666666666667,0.131111111111111,0.0694126620900076,0.125,0.12,-0.0858465608465608,0,-0.0639569621144547,-0.1,-0.0857142857142857,-0.1,-0.109433962264151,-0.111969301640408,-0.116371761307213
"cMet",0.180017889087657,0.17,0.174545454545455,0.17,0.25,0.0929292929292929,-0.0432859384540057,-0.217421212605983,-0.120314178575048,0.105210970464135,0.113055555555556,-0.0762803234501348,-0.0857142857142857,-0.0857142857142857,-0.0857142857142857,-0.075,0.19,-0.115,0.15,0.208181818181818,0.208181818181818,-0.0914938556067588,-0.259583333333333,-0.115,0.1,-0.180495356037152,-0.188321995464853,0.2,-0.0433436226694654,0.1,0.233333333333333,0.0926406926406926,0.253333333333333,0.181049268192125,0.120454545454545,-0.0783409473864425,-0.0473005873956961,0.0459259259259259,-0.050549353323076,-0.0960342789598109,0.214285714285714,0.219548872180451,-0.140833333333333,-0.00634920634920635,-0.313333333333333,-0.153333333333333,-0.128412698412698,-0.1,-0.182460249845093,-0.1,-0.15,-0.2,-0.172325581395349,-0.216564663094912,-0.177193030330594
"miR200",0.136811873793922,0.131390079608083,0.133240055718929,0.131042253521127,0.124347826086957,-0.109861111111111,0.0851576331294854,0.0565533940051766,0.0404898425637337,-0.0470195928732514,-0.0604759645793801,0.140087191130478,0.13734404898584,0.13734404898584,0.13734404898584,-0.0142857142857143,0.0266666666666667,-0.0342857142857143,0.02,0.0235984223078334,0.020337552742616,0.00884533236461046,0.0375542630160306,-0.0297402597402597,0.02,0.011864406779661,0.0102261553588987,-0.02,0.125851816894762,0,-0.0252631578947368,0.0958243727598566,-0.0281203007518797,-0.0136744312209677,0.0372232529375387,0.0262099012099012,0.00105520769027251,0.0218480299303573,-0.109029214641359,0.0622201506258918,-0.0446305418719212,-0.0480788177339901,0.0556372549019608,0.0880779848171152,0.00196969696969697,0.0458333333333333,-0.0896774586838532,-0.1,-0.0324669126561864,-0.12,-0.124,-0.12,-0.133637270619319,-0.137440873500726,-0.138478540460589
"TWIST1",-0.0903602173059331,-0.0870145221209051,-0.0929119465329992,-0.0881119465329992,-0.0912698412698413,0.112729396062729,-0.0708380008151205,-0.000892329194215986,-0.00593644636675524,0.0100283999571321,0.00314263322884013,-0.00197884160002812,-0.00334870461372675,-0.00334870461372675,-0.00334870461372675,0.173333333333333,-0.149777777777778,0.142898550724638,-0.177777777777778,-0.156687825689243,-0.162106544901065,-0.0671179935461517,0.0848016390389272,0.15605644546148,-0.166666666666667,0.0387781709815608,0.0327236327236327,-0.1,-0.11870096436744,-0.1,-0.0923076923076923,0.100706847198075,-0.078021978021978,-0.0403143917995403,-0.150583808645559,-0.0950712722669782,-0.0647507249414806,-0.122986459942982,0.00366463216208917,-0.0029148427960383,-0.0037037037037037,0.00655270655270655,-0.00564263322884013,0.0946007921617678,0.146558704453441,-0.00909090909090909,0.0762483215709022,0.1,0.0788504315380339,0.0857142857142857,0.0912698412698413,0.0857142857142857,0.091432192803636,0.0884495222486599,0.0921428510034604
"SNAI2",-0.223174827299194,-0.204704591183464,-0.218073575140684,-0.204704591183464,-0.197662337662338,0.119083071113908,-0.112173027735851,-0.238949646844384,-0.230568513159097,0.216711238891239,0.204668534080299,-0.202584784371786,-0.199388437339822,-0.199388437339822,-0.199388437339822,0.166666666666667,-0.130588235294118,0.16078431372549,-0.16,-0.140504878007541,-0.148955582232893,-0.102892391098324,-0.202288464201634,0.190196078431373,-0.1,-0.126582278481013,-0.119181757209926,0.133333333333333,-0.214271024856962,0.1,0.158333333333333,0.100752255087057,0.196264367816092,0.113918599315189,-0.188844727080021,-0.111562977293555,-0.0637279310373633,-0.130461538461538,0.0583074714253414,-0.2102585961921,0.199122807017544,0.232456140350877,-0.193557422969188,0.101153846153846,0.0596348884381339,-0.174509803921569,0.129065123591525,0.16,0.162889514541428,0.169090909090909,0.197662337662338,0.169090909090909,0.217607816989916,0.242057750761468,0.229851845932735
"RAS",-0.0599085395205545,-0.0558823529411765,-0.0517156862745098,-0.0558823529411765,-0.05,0.120445508100147,-0.130944338502478,-0.243296921549156,-0.230171496156121,0.192063492063492,0.216470588235294,-0.35525641025641,-0.257179487179487,-0.257179487179487,-0.257179487179487,-0.04,0.233333333333333,-0.065,0.2,0.252858757062147,0.261333333333333,-0.296266149870801,-0.268888888888889,-0.0597368421052632,0.1,-0.171343873517787,-0.25974025974026,0.1,-0.168619749045281,0,0.2,0.12489322533137,0.246666666666667,0.25974025974026,0.0499329205366357,-0.163765978367748,-0.0466461538461538,-0.0090314465408805,0.035404387169757,-0.201619103086779,0.2,0.226315789473684,-0.24,0.140357142857143,-0.232467532467532,-0.22,0.050935441370224,0,-0.0680957846467528,0.1,0.05,0.1,0.0537546933667084,-0.0244114311062161,0.0647244035432174
"Ecadherin",-0.506186877909151,-0.475057792581138,-0.49303580357564,-0.475702470242307,-0.44984040127679,0.17708227566407,-0.183019934001283,-0.47633507089199,-0.503234746263232,0.370873992828147,0.384940133037694,-0.377110918712135,-0.367055052790347,-0.367055052790347,-0.367055052790347,0.227272727272727,-0.295833333333333,0.268449197860963,-0.283333333333333,-0.302056345779358,-0.29260752688172,-0.154242219196652,-0.376209716209716,0.281851259716633,-0.3,-0.188083120984819,-0.16968115942029,0.26,-0.448020739767043,0.2,0.321904761904762,0.129317956167251,0.351534391534392,0.175734428185423,-0.294008122461731,-0.194568460367331,-0.0569745090415481,-0.216642809660466,0.248452963635231,-0.395247547142576,0.421531100478469,0.451428007694964,-0.369818181818182,0.16586966713549,0.0649536577292287,-0.341818181818182,0.223174827299194,0.366666666666667,0.340981058372031,0.419607843137255,0.44984040127679,0.419607843137255,0.492114648768429,0.57392772313504,0.516270911522596
"cateninmemb",-0.506186877909151,-0.475057792581138,-0.49303580357564,-0.475702470242307,-0.44984040127679,0.17708227566407,-0.183019934001283,-0.47633507089199,-0.503234746263232,0.370873992828147,0.384940133037694,-0.377110918712135,-0.367055052790347,-0.367055052790347,-0.367055052790347,0.227272727272727,-0.295833333333333,0.268449197860963,-0.283333333333333,-0.302056345779358,-0.29260752688172,-0.154242219196652,-0.376209716209716,0.281851259716633,-0.3,-0.188083120984819,-0.16968115942029,0.26,-0.448020739767043,0.2,0.321904761904762,0.129317956167251,0.351534391534392,0.175734428185423,-0.294008122461731,-0.194568460367331,-0.0569745090415481,-0.216642809660466,0.248452963635231,-0.395247547142576,0.421531100478469,0.451428007694964,-0.369818181818182,0.16586966713549,0.0649536577292287,-0.341818181818182,0.223174827299194,0.366666666666667,0.322355752404387,0.419607843137255,0.44984040127679,0.419607843137255,0.492114648768429,0.469250205025026,0.516270911522596
"KLF4",-0.492114648768429,-0.44984040127679,-0.475702470242307,-0.44984040127679,-0.419607843137255,0.175660474716202,-0.179385264849372,-0.451428007694964,-0.490191268002362,0.36469550312563,0.369818181818182,-0.367055052790347,-0.356025641025641,-0.356025641025641,-0.356025641025641,0.2,-0.283333333333333,0.227272727272727,-0.3,-0.29260752688172,-0.295833333333333,-0.155125221404157,-0.351534391534392,0.268449197860963,-0.2,-0.179358288770053,-0.165333333333333,0.2,-0.440758169934641,0.1,0.26,0.13500515995872,0.321904761904762,0.16968115942029,-0.281851259716633,-0.190138080620495,-0.062002442002442,-0.214770150484436,0.239843692112052,-0.384940133037694,0.363636363636364,0.421531100478469,-0.341818181818182,0.148148148148148,0.0610062893081761,-0.281818181818182,0.217607816989916,0.3,0.435820396249343,0.366666666666667,0.419607843137255,0.366666666666667,0.475057792581138,0.559440543647861,0.506186877909151
"FOXC2",-0.492114648768429,-0.44984040127679,-0.475702470242307,-0.44984040127679,-0.419607843137255,0.175660474716202,-0.179385264849372,-0.451428007694964,-0.490191268002362,0.36469550312563,0.369818181818182,-0.367055052790347,-0.356025641025641,-0.356025641025641,-0.356025641025641,0.2,-0.283333333333333,0.227272727272727,-0.3,-0.29260752688172,-0.295833333333333,-0.155125221404157,-0.351534391534392,0.268449197860963,-0.2,-0.179358288770053,-0.165333333333333,0.2,-0.440758169934641,0.1,0.26,0.13500515995872,0.321904761904762,0.16968115942029,-0.281851259716633,-0.190138080620495,-0.062002442002442,-0.214770150484436,0.239843692112052,-0.384940133037694,0.363636363636364,0.421531100478469,-0.341818181818182,0.148148148148148,0.0610062893081761,-0.281818181818182,0.217607816989916,0.3,0.435820396249343,0.366666666666667,0.419607843137255,0.366666666666667,0.475057792581138,0.559440543647861,0.506186877909151
